"tx_id" "gene_name" "gene_id" "gene_biotype" "type" "closest_region" "query_region" "distance"
"ENSMUST00000074557" "ENSMUST00000074557" "H2-Eb1" "ENSMUSG00000060586" "protein_coding" "cds" "chr17-34305954-34306047" "chr17-34304538-34306551" 0
"ENSMUST00000153043" "ENSMUST00000153043" "Thra" "ENSMUSG00000058756" "protein_coding" "cds" "chr11-98753586-98753638" "chr11-98745960-98755266" 0
"ENSMUSE00000839178" "ENSMUST00000125888" "Krt19" "ENSMUSG00000020911" "protein_coding" "exon" "chr11-100148421-100148665" "chr11-100159281-100160284" 10615
"ENSMUST00000066532" "ENSMUST00000066532" "Lipg" "ENSMUSG00000053846" "protein_coding" "cds" "chr18-74960878-74960974" "chr18-74960126-74963605" 0
"ENSMUST00000023952" "ENSMUST00000023952" "Krt8" "ENSMUSG00000049382" "protein_coding" "utr" "chr15-101996711-101996939" "chr15-101973383-101978567" 18143
"ENSMUST00000171332" "ENSMUST00000171332" "Hspg2" "ENSMUSG00000028763" "protein_coding" "gap" "chr4-137468925-137501058" "chr4-137479735-137482260" 0
"ENSMUST00000111038" "ENSMUST00000111038" "Epo" "ENSMUSG00000029711" "protein_coding" "gap" "chr5-137485853-137533138" "chr5-137509843-137511306" 0
"ENSMUST00000021114" "ENSMUST00000021114" "Galk1" "ENSMUSG00000020766" "protein_coding" "cds" "chr11-116012514-116012678" "chr11-116011074-116013327" 0
"ENSMUSE00000848470" "ENSMUST00000159963" "Chit1" "ENSMUSG00000026450" "protein_coding" "exon" "chr1-134111242-134111362" "chr1-134095857-134099912" 11329
"ENSMUST00000176304" "ENSMUST00000176304" "Syne4" "ENSMUSG00000019737" "protein_coding" "utr" "chr7-30319002-30319046" "chr7-30319192-30319960" 145
"ENSMUST00000126126" "ENSMUST00000126126" "Ppp1r35" "ENSMUSG00000029725" "protein_coding" "cds" "chr5-137779626-137779762" "chr5-137776099-137780012" 0
"ENSMUST00000031787" "ENSMUST00000031787" "Evx1" "ENSMUSG00000005503" "protein_coding" "utr" "chr6-52317100-52318378" "chr6-52417277-52417925" 98898
"ENSMUST00000149770" "ENSMUST00000149770" "Rai1" "ENSMUSG00000062115" "protein_coding" "gap" "chr11-60105395-60140240" "chr11-60113062-60116075" 0
"ENSMUST00000108659" "ENSMUST00000108659" "Dnah2" "ENSMUSG00000005237" "protein_coding" "cds" "chr11-69421270-69421420" "chr11-69413459-69421342" 0
"ENSMUST00000107513" "ENSMUST00000107513" "Zpbp2" "ENSMUSG00000017195" "protein_coding" "cds" "chr11-98551274-98551322" "chr11-98550652-98551799" 0
"ENSMUSE00000756249" "ENSMUST00000123827" "Iffo2" "ENSMUSG00000041025" "protein_coding" "exon" "chr4-139530548-139530655" "chr4-139511751-139513551" 16996
"ENSMUSE00000761374" "ENSMUST00000136842" "Zmynd8" "ENSMUSG00000039671" "protein_coding" "exon" "chr2-165898916-165899016" "chr2-165909631-165910217" 10614
"ENSMUST00000132771" "ENSMUST00000132771" "Grb7" "ENSMUSG00000019312" "protein_coding" "cds" "chr11-98451306-98451417" "chr11-98445426-98451665" 0
"ENSMUST00000132987" "ENSMUST00000132987" "Dapk2" "ENSMUSG00000032380" "protein_coding" "gap" "chr9-66255377-66268678" "chr9-66265699-66267612" 0
"ENSMUST00000009732" "ENSMUST00000009732" "St6galnac1" "ENSMUSG00000009588" "protein_coding" "utr" "chr11-116765025-116765730" "chr11-116753161-116754678" 10346
"ENSMUSE00000839178.1" "ENSMUST00000125888" "Krt19" "ENSMUSG00000020911" "protein_coding" "exon" "chr11-100148421-100148665" "chr11-100153512-100156670" 4846
"ENSMUSE00000742158.1" "ENSMUST00000153825" "Gm11748" "ENSMUSG00000087036" "processed_transcript" "exon" "chr11-118476470-118477785" "chr11-118467324-118468324" 8145
"ENSMUST00000080780" "ENSMUST00000080780" "Lhfpl5" "ENSMUSG00000062252" "protein_coding" "cds" "chr17-28576001-28576412" "chr17-28575261-28576153" 0
"ENSMUSE00001203506" "ENSMUST00000180553" "Gm26677" "ENSMUSG00000097598" "lincRNA" "exon" "chr6-51379710-51379944" "chr6-51287502-51288312" 91397
"ENSMUST00000034831" "ENSMUST00000034831" "Nr2e3" "ENSMUSG00000032292" "protein_coding" "cds" "chr9-59943387-59943519" "chr9-59940170-59943633" 0
"ENSMUST00000098250" "ENSMUST00000098250" "Fchsd2" "ENSMUSG00000030691" "protein_coding" "gap" "chr7-101253635-101259611" "chr7-101258519-101258920" 0
"ENSMUSE00000492955" "ENSMUST00000079720" "Gm1631" "ENSMUSG00000064263" "lincRNA" "exon" "chr2-71719417-71719508" "chr2-71697006-71698620" 20796
"ENSMUST00000182729" "ENSMUST00000182729" "Cep112" "ENSMUSG00000020728" "protein_coding" "gap" "chr11-108523379-108531385" "chr11-108527738-108528558" 0
"ENSMUST00000150015" "ENSMUST00000150015" "Mxra7" "ENSMUSG00000020814" "protein_coding" "gap" "chr11-116816243-116827728" "chr11-116818544-116819241" 0
"ENSMUST00000135806" "ENSMUST00000135806" "1700011I03Rik" "ENSMUSG00000058925" "protein_coding" "utr" "chr18-57730787-57731065" "chr18-57744207-57746104" 13141
"ENSMUSE00000358837" "ENSMUST00000061244" "Ephb4" "ENSMUSG00000029710" "protein_coding" "exon" "chr5-137350109-137350649" "chr5-137344255-137346891" 3217
"ENSMUST00000180494" "ENSMUST00000180494" "Gm17250" "ENSMUSG00000097235" "lincRNA" "gap" "chr2-71748933-71750010" "chr2-71749771-71750731" 0
"ENSMUST00000156483" "ENSMUST00000156483" "Tex14" "ENSMUSG00000010342" "protein_coding" "cds" "chr11-87427681-87427715" "chr11-87426221-87428058" 0
"ENSMUSE00000411405.1" "ENSMUST00000017751" "Tns4" "ENSMUSG00000017607" "protein_coding" "exon" "chr11-99089239-99089306" "chr11-99109889-99111545" 20582
"ENSMUST00000023803" "ENSMUST00000023803" "Krt18" "ENSMUSG00000023043" "protein_coding" "utr" "chr15-102031962-102032026" "chr15-102044684-102045240" 12657
"ENSMUST00000111194" "ENSMUST00000111194" "Cd44" "ENSMUSG00000005087" "protein_coding" "utr" "chr2-102811141-102814132" "chr2-102805871-102806759" 4381
"ENSMUST00000001479" "ENSMUST00000001479" "Kpnb1" "ENSMUSG00000001440" "protein_coding" "cds" "chr11-97187546-97187585" "chr11-97186753-97189083" 0
"ENSMUST00000066211" "ENSMUST00000066211" "Gper1" "ENSMUSG00000053647" "protein_coding" "utr" "chr5-139427030-139427800" "chr5-139427492-139431029" 0
"ENSMUST00000134448" "ENSMUST00000134448" "Gm15208" "ENSMUSG00000086975" "lincRNA" "gap" "chr12-107744506-107783918" "chr12-107757970-107760264" 0
"ENSMUST00000184931" "ENSMUST00000184931" "Ext2" "ENSMUSG00000027198" "protein_coding" "gap" "chr2-93762685-93791009" "chr2-93772091-93773058" 0
"ENSMUSE00000673057" "ENSMUST00000107419" "Krt32" "ENSMUSG00000046095" "protein_coding" "exon" "chr11-100087744-100088226" "chr11-100088326-100088859" 99
"ENSMUST00000134878" "ENSMUST00000134878" "Myh9" "ENSMUSG00000022443" "protein_coding" "gap" "chr15-77813232-77841956" "chr15-77815818-77817011" 0
"ENSMUST00000107511" "ENSMUST00000107511" "Zpbp2" "ENSMUSG00000017195" "protein_coding" "utr" "chr11-98558305-98558665" "chr11-98563146-98564581" 4480
"ENSMUST00000136361" "ENSMUST00000136361" "Slc25a25" "ENSMUSG00000026819" "protein_coding" "gap" "chr2-32421600-32430991" "chr2-32427885-32429271" 0
"ENSMUST00000107168" "ENSMUST00000107168" "Mpp3" "ENSMUSG00000052373" "protein_coding" "utr" "chr11-102028127-102028461" "chr11-102026327-102028164" 0
"ENSMUST00000072012" "ENSMUST00000072012" "Adtrp" "ENSMUSG00000058022" "protein_coding" "utr" "chr13-41763148-41764757" "chr13-41759855-41760945" 2202
"ENSMUST00000026665" "ENSMUST00000026665" "Cbx4" "ENSMUSG00000039989" "protein_coding" "cds" "chr11-119085949-119086017" "chr11-119080930-119092304" 0
"ENSMUST00000179205" "ENSMUST00000179205" "Gm5294" "ENSMUSG00000094504" "protein_coding" "cds" "chr5-138821245-138821619" "chr5-138863575-138865281" 41955
"ENSMUST00000021311" "ENSMUST00000021311" "Kif18b" "ENSMUSG00000051378" "protein_coding" "utr" "chr11-102924983-102925124" "chr11-102924461-102925723" 0
"ENSMUSE00000837488" "ENSMUST00000105929" "Th" "ENSMUSG00000000214" "protein_coding" "exon" "chr7-142930594-142931128" "chr7-142931959-142933165" 830
"ENSMUST00000038890" "ENSMUST00000038890" "Dennd4a" "ENSMUSG00000053641" "protein_coding" "utr" "chr9-64811340-64811586" "chr9-64810735-64812177" 0
"ENSMUST00000172108" "ENSMUST00000172108" "Npepps" "ENSMUSG00000001441" "protein_coding" "cds" "chr11-97280201-97280458" "chr11-97278280-97281223" 0
"ENSMUST00000179412" "ENSMUST00000179412" "A630081J09Rik" "ENSMUSG00000094840" "protein_coding" "utr" "chr5-137208813-137210036" "chr5-137193108-137195724" 13088
"ENSMUSE00001148048" "ENSMUST00000180519" "F630040K05Rik" "ENSMUSG00000097727" "lincRNA" "exon" "chr17-45786109-45788594" "chr17-45876885-45877552" 88290
"ENSMUST00000160355" "ENSMUST00000160355" "Sun2" "ENSMUSG00000042524" "protein_coding" "cds" "chr15-79741788-79741850" "chr15-79740716-79743009" 0
"ENSMUST00000060792" "ENSMUST00000060792" "Ptrf" "ENSMUSG00000004044" "protein_coding" "cds" "chr11-100958624-100959325" "chr11-100958558-100959873" 0
"ENSMUST00000019937" "ENSMUST00000019937" "Sec63" "ENSMUSG00000019802" "protein_coding" "cds" "chr10-42828891-42829034" "chr10-42828923-42829287" 0
"ENSMUST00000168698" "ENSMUST00000168698" "Cotl1" "ENSMUSG00000031827" "protein_coding" "cds" "chr8-119840324-119840400" "chr8-119836892-119841814" 0
"ENSMUST00000161873" "ENSMUST00000161873" "Avpi1" "ENSMUSG00000018821" "protein_coding" "gap" "chr19-42125027-42128302" "chr19-42126806-42127534" 0
"ENSMUST00000108113" "ENSMUST00000108113" "Hnf1b" "ENSMUSG00000020679" "protein_coding" "utr" "chr11-83904932-83905819" "chr11-83913427-83914676" 7607
"ENSMUST00000162181" "ENSMUST00000162181" "Clic6" "ENSMUSG00000022949" "protein_coding" "gap" "chr16-92485892-92528059" "chr16-92493558-92494960" 0
"ENSMUST00000164843" "ENSMUST00000164843" "Capn1" "ENSMUSG00000024942" "protein_coding" "cds" "chr19-6007500-6007574" "chr19-6006813-6007611" 0
"ENSMUSE00000864996" "ENSMUST00000159814" "Arl4c" "ENSMUSG00000049866" "protein_coding" "exon" "chr1-88698225-88702221" "chr1-88704921-88706259" 2699
"ENSMUSE00000755548" "ENSMUST00000156209" "Gm13790" "ENSMUSG00000086302" "lincRNA" "exon" "chr5-114553971-114554016" "chr5-114557951-114559005" 3934
"ENSMUST00000028288" "ENSMUST00000028288" "Notch1" "ENSMUSG00000026923" "protein_coding" "cds" "chr2-26503498-26503558" "chr2-26500353-26504797" 0
"ENSMUST00000127279" "ENSMUST00000127279" "Stmn1" "ENSMUSG00000028832" "protein_coding" "utr" "chr4-134468406-134468429" "chr4-134467294-134469589" 0
"ENSMUST00000058659" "ENSMUST00000058659" "Tst" "ENSMUSG00000044986" "protein_coding" "gap" "chr15-78400031-78405238" "chr15-78402006-78404165" 0
"ENSMUST00000185070" "ENSMUST00000185070" "Atf7" "ENSMUSG00000099083" "protein_coding" "utr" "chr15-102625362-102625446" "chr15-102624458-102626159" 0
"ENSMUST00000131254" "ENSMUST00000131254" "Hdac5" "ENSMUSG00000008855" "protein_coding" "cds" "chr11-102218416-102218482" "chr11-102215833-102220616" 0
"ENSMUST00000155571" "ENSMUST00000155571" "Fam222b" "ENSMUSG00000037750" "protein_coding" "utr" "chr11-78115606-78115837" "chr11-78115088-78116040" 0
"ENSMUST00000105855" "ENSMUST00000105855" "Grhl3" "ENSMUSG00000037188" "protein_coding" "utr" "chr4-135541888-135542658" "chr4-135539802-135540486" 1401
"ENSMUST00000103134" "ENSMUST00000103134" "Ccr7" "ENSMUSG00000037944" "protein_coding" "utr" "chr11-99144196-99144957" "chr11-99126790-99128725" 15470
"ENSMUST00000026663" "ENSMUST00000026663" "Cbx8" "ENSMUSG00000025578" "protein_coding" "cds" "chr11-119040782-119040850" "chr11-119040106-119045809" 0
"ENSMUST00000151013" "ENSMUST00000151013" "Med11" "ENSMUSG00000018923" "protein_coding" "cds" "chr11-70453102-70453239" "chr11-70451443-70453671" 0
"ENSMUST00000052915" "ENSMUST00000052915" "Axin2" "ENSMUSG00000000142" "protein_coding" "utr" "chr11-108949396-108950783" "chr11-108984365-108985472" 33581
"ENSMUST00000138915" "ENSMUST00000138915" "Gm12348" "ENSMUSG00000086031" "processed_transcript" "gap" "chr11-100401672-100402103" "chr11-100402040-100404107" 0
"ENSMUSE00001150138" "ENSMUST00000181262" "Gm26551" "ENSMUSG00000097219" "lincRNA" "exon" "chr11-51949882-51949916" "chr11-51915452-51917982" 31899
"ENSMUSE00000441823" "ENSMUST00000115716" "Psd2" "ENSMUSG00000024347" "protein_coding" "exon" "chr18-35964830-35965219" "chr18-35930235-35931200" 33629
"ENSMUST00000097822" "ENSMUST00000097822" "Ubr4" "ENSMUSG00000066036" "protein_coding" "utr" "chr4-139489232-139489588" "chr4-139508414-139509988" 18825
"ENSMUST00000054002" "ENSMUST00000054002" "Socs3" "ENSMUSG00000053113" "protein_coding" "utr" "chr11-117966079-117967552" "chr11-117930653-117932761" 33317
"ENSMUST00000107445" "ENSMUST00000107445" "Krt39" "ENSMUSG00000064165" "protein_coding" "cds" "chr11-99520806-99521258" "chr11-99521196-99521726" 0
"ENSMUST00000111881" "ENSMUST00000111881" "Nfkb2" "ENSMUSG00000025225" "protein_coding" "cds" "chr19-46306486-46306526" "chr19-46303593-46306528" 0
"ENSMUST00000151693" "ENSMUST00000151693" "Fchsd2" "ENSMUSG00000030691" "protein_coding" "gap" "chr7-101244217-101250444" "chr7-101249091-101249978" 0
"ENSMUST00000149582" "ENSMUST00000149582" "Mkl1" "ENSMUSG00000042292" "protein_coding" "gap" "chr15-81026718-81045288" "chr15-81032772-81033623" 0
"ENSMUST00000126806" "ENSMUST00000126806" "Nfix" "ENSMUSG00000001911" "protein_coding" "cds" "chr8-84771784-84772315" "chr8-84770202-84773304" 0
"ENSMUST00000018315" "ENSMUST00000018315" "Vmp1" "ENSMUSG00000018171" "protein_coding" "utr" "chr11-86583865-86585307" "chr11-86575443-86576546" 7318
"ENSMUST00000062118" "ENSMUST00000062118" "Pigv" "ENSMUSG00000043257" "protein_coding" "utr" "chr4-133660387-133662509" "chr4-133659804-133661061" 0
"ENSMUSE00001326549" "ENSMUST00000189978" "2310008N11Rik" "ENSMUSG00000100335" "lincRNA" "exon" "chr8-26824214-26824423" "chr8-26833003-26834088" 8579
"ENSMUST00000033230" "ENSMUST00000033230" "Tha1" "ENSMUSG00000017713" "protein_coding" "cds" "chr11-117873171-117873399" "chr11-117870598-117873738" 0
"ENSMUST00000050918" "ENSMUST00000050918" "Camk2n1" "ENSMUSG00000046447" "protein_coding" "cds" "chr4-138456718-138456788" "chr4-138452929-138456778" 0
"ENSMUST00000133243" "ENSMUST00000133243" "Gm15411" "ENSMUSG00000085971" "lincRNA" "gap" "chr5-148999972-149015434" "chr5-149014284-149016101" 0
"ENSMUSE00000846467" "ENSMUST00000157332" "Gm22560" "ENSMUSG00000087957" "rRNA" "exon" "chr18-63509895-63510014" "chr18-63493428-63493990" 15904
"ENSMUST00000179458" "ENSMUST00000179458" "Smad6" "ENSMUSG00000036867" "protein_coding" "cds" "chr9-64021760-64022032" "chr9-64020175-64023604" 0
"ENSMUST00000000543" "ENSMUST00000000543" "Grasp" "ENSMUSG00000000531" "protein_coding" "utr" "chr15-101232017-101232755" "chr15-101232953-101237489" 197
"ENSMUST00000150078" "ENSMUST00000150078" "Tgif2" "ENSMUSG00000062175" "protein_coding" "utr" "chr2-156841022-156841090" "chr2-156838882-156842465" 0
"ENSMUST00000121049" "ENSMUST00000121049" "Bai2" "ENSMUSG00000028782" "protein_coding" "utr" "chr4-129985268-129985307" "chr4-129983718-129986617" 0
"ENSMUST00000145482" "ENSMUST00000145482" "Prpf40b" "ENSMUSG00000023007" "protein_coding" "utr" "chr15-99295271-99295428" "chr15-99294400-99295838" 0
"ENSMUST00000017821" "ENSMUST00000017821" "Wsb1" "ENSMUSG00000017677" "protein_coding" "utr" "chr11-79239372-79240302" "chr11-79228846-79230940" 8431
"ENSMUST00000190954" "ENSMUST00000190954" "Lrfn1" "ENSMUSG00000030600" "protein_coding" "utr" "chr7-28451980-28452044" "chr7-28451618-28452452" 0
"ENSMUST00000149991" "ENSMUST00000149991" "Dnah2" "ENSMUSG00000005237" "protein_coding" "gap" "chr11-69544557-69548991" "chr11-69545804-69548090" 0
"ENSMUST00000179118" "ENSMUST00000179118" "Dnajc4" "ENSMUSG00000024963" "protein_coding" "cds" "chr19-6988189-6988275" "chr19-6986940-6988455" 0
"ENSMUST00000057801" "ENSMUST00000057801" "Kcnj4" "ENSMUSG00000044216" "protein_coding" "utr" "chr15-79505196-79505241" "chr15-79504839-79506353" 0
"ENSMUSE00000637673" "ENSMUST00000084030" "Tacc1" "ENSMUSG00000065954" "protein_coding" "exon" "chr8-25201122-25201449" "chr8-25277166-25277489" 75716
"ENSMUSE00000785046" "ENSMUST00000032969" "Pold3" "ENSMUSG00000030726" "protein_coding" "exon" "chr7-100121364-100121565" "chr7-100131758-100132936" 10192
"ENSMUSE00000292463" "ENSMUST00000189763" "D130058E05Rik" "ENSMUSG00000092627" "processed_transcript" "exon" "chr1-89930261-89933290" "chr1-89939946-89940818" 6655
"ENSMUST00000121862" "ENSMUST00000121862" "Ascl2" "ENSMUSG00000009248" "protein_coding" "cds" "chr7-142967918-142968505" "chr7-142965550-142969711" 0
"ENSMUST00000036700" "ENSMUST00000036700" "Adra2a" "ENSMUSG00000033717" "protein_coding" "utr" "chr19-54047613-54048982" "chr19-54154239-54155869" 105256
"ENSMUST00000195886" "ENSMUST00000195886" "Wdr20" "ENSMUSG00000037957" "protein_coding" "cds" "chr12-110738209-110738277" "chr12-110736960-110739006" 0
"ENSMUSE00000492955.1" "ENSMUST00000079720" "Gm1631" "ENSMUSG00000064263" "lincRNA" "exon" "chr2-71719417-71719508" "chr2-71690015-71691510" 27906
"ENSMUST00000000095" "ENSMUST00000000095" "Tbx2" "ENSMUSG00000000093" "protein_coding" "cds" "chr11-85833107-85833501" "chr11-85831843-85833622" 0
"ENSMUST00000137402" "ENSMUST00000137402" "Ung" "ENSMUSG00000029591" "protein_coding" "cds" "chr5-114138236-114138303" "chr5-114137659-114139779" 0
"ENSMUST00000026899" "ENSMUST00000026899" "Slc25a10" "ENSMUSG00000025792" "protein_coding" "utr" "chr11-120498176-120499187" "chr11-120506352-120508630" 7164
"ENSMUST00000123101" "ENSMUST00000123101" "Myh9" "ENSMUSG00000022443" "protein_coding" "utr" "chr15-77841957-77842047" "chr15-77839438-77844011" 0
"ENSMUST00000165679" "ENSMUST00000165679" "Rnf43" "ENSMUSG00000034177" "protein_coding" "gap" "chr11-87664868-87718377" "chr11-87687448-87690825" 0
"ENSMUST00000106710.1" "ENSMUST00000106710" "E030025P04Rik" "ENSMUSG00000078605" "protein_coding" "utr" "chr11-109139291-109139501" "chr11-109105611-109107008" 32282
"ENSMUST00000170296" "ENSMUST00000170296" "Syce2" "ENSMUSG00000003824" "protein_coding" "cds" "chr8-84872702-84872832" "chr8-84871376-84873031" 0
"ENSMUST00000114935" "ENSMUST00000114935" "Cuta" "ENSMUSG00000024194" "protein_coding" "cds" "chr17-26938884-26939065" "chr17-26938043-26940418" 0
"ENSMUST00000108601" "ENSMUST00000108601" "Ybx2" "ENSMUSG00000018554" "protein_coding" "cds" "chr11-69936897-69936960" "chr11-69935124-69937813" 0
"ENSMUST00000015622" "ENSMUST00000015622" "Rnf5" "ENSMUSG00000015478" "protein_coding" "cds" "chr17-34603334-34603473" "chr17-34603000-34607206" 0
"ENSMUST00000169192" "ENSMUST00000169192" "Ankrd13d" "ENSMUSG00000005986" "protein_coding" "cds" "chr19-4282169-4282175" "chr19-4281972-4283622" 0
"ENSMUST00000174021" "ENSMUST00000174021" "Pla2g6" "ENSMUSG00000042632" "protein_coding" "utr" "chr15-79327635-79327964" "chr15-79326187-79328994" 0
"ENSMUST00000118199" "ENSMUST00000118199" "Pef1" "ENSMUSG00000028779" "protein_coding" "utr" "chr4-130102558-130102727" "chr4-130101220-130103176" 0
"ENSMUST00000180839" "ENSMUST00000180839" "Gm17276" "ENSMUSG00000097305" "lincRNA" "gap" "chr17-32114011-32139639" "chr17-32117530-32118681" 0
"ENSMUST00000107487" "ENSMUST00000107487" "Msl1" "ENSMUSG00000052915" "protein_coding" "cds" "chr11-98795831-98796604" "chr11-98794291-98797831" 0
"ENSMUST00000173631" "ENSMUST00000173631" "Txn2" "ENSMUSG00000005354" "protein_coding" "utr" "chr15-77915047-77915236" "chr15-77881558-77882321" 32725
"ENSMUST00000146157" "ENSMUST00000146157" "BC024139" "ENSMUSG00000044361" "protein_coding" "utr" "chr15-76119517-76120338" "chr15-76114196-76115471" 4045
"ENSMUST00000147819" "ENSMUST00000147819" "Tlcd1" "ENSMUSG00000019437" "protein_coding" "cds" "chr11-78179540-78179622" "chr11-78175945-78179871" 0
"ENSMUST00000057974" "ENSMUST00000057974" "Nccrp1" "ENSMUSG00000047586" "protein_coding" "cds" "chr7-28546751-28547135" "chr7-28544089-28547404" 0
"ENSMUST00000106481" "ENSMUST00000106481" "Tsen54" "ENSMUSG00000020781" "protein_coding" "cds" "chr11-115815327-115815410" "chr11-115812098-115815478" 0
"ENSMUSE00001339992" "ENSMUST00000191684" "Fndc3b" "ENSMUSG00000039286" "protein_coding" "exon" "chr3-27711120-27711307" "chr3-27724111-27725364" 12803
"ENSMUST00000156646" "ENSMUST00000156646" "Slc12a9" "ENSMUSG00000037344" "protein_coding" "cds" "chr5-137332456-137332636" "chr5-137332429-137334501" 0
"ENSMUSE00000798431" "ENSMUST00000134755" "Gm14488" "ENSMUSG00000075416" "processed_transcript" "exon" "chr2-30713147-30713414" "chr2-30711396-30712564" 582
"ENSMUST00000160191" "ENSMUST00000160191" "Plekhg4" "ENSMUSG00000014782" "protein_coding" "cds" "chr8-105379255-105379501" "chr8-105378487-105379495" 0
"ENSMUST00000093962" "ENSMUST00000093962" "Ccnd1" "ENSMUSG00000070348" "protein_coding" "cds" "chr7-144939496-144939693" "chr7-144939039-144943790" 0
"ENSMUST00000050921" "ENSMUST00000050921" "A230052G05Rik" "ENSMUSG00000020887" "protein_coding" "cds" "chr8-70863577-70864113" "chr8-70861855-70866554" 0
"ENSMUSE00000774115" "ENSMUST00000128017" "1700095J07Rik" "ENSMUSG00000084861" "processed_transcript" "exon" "chr6-30330860-30331779" "chr6-30332076-30332769" 296
"ENSMUST00000036615" "ENSMUST00000036615" "Ptplad1" "ENSMUSG00000033629" "protein_coding" "cds" "chr9-65021457-65021543" "chr9-65020882-65023121" 0
"ENSMUST00000118612" "ENSMUST00000118612" "Tmem194" "ENSMUSG00000040195" "protein_coding" "cds" "chr10-127677098-127677227" "chr10-127676495-127678587" 0
"ENSMUSE00000746079" "ENSMUST00000045607" "Melk" "ENSMUSG00000035683" "protein_coding" "exon" "chr4-44300876-44301072" "chr4-44275120-44275958" 24917
"ENSMUST00000011623" "ENSMUST00000011623" "Dennd1c" "ENSMUSG00000002668" "protein_coding" "cds" "chr17-57071572-57071697" "chr17-57070426-57071773" 0
"ENSMUST00000129911" "ENSMUST00000129911" "Phf19" "ENSMUSG00000026873" "protein_coding" "gap" "chr2-34899745-34901059" "chr2-34900530-34900825" 0
"ENSMUSE00000821151" "ENSMUST00000149822" "2810008D09Rik" "ENSMUSG00000086859" "lincRNA" "exon" "chr11-117078776-117078955" "chr11-117081157-117082185" 2201
"ENSMUST00000057893" "ENSMUST00000057893" "Fzd2" "ENSMUSG00000050288" "protein_coding" "cds" "chr11-102604732-102606444" "chr11-102603443-102606222" 0
"ENSMUSE00000356477" "ENSMUST00000031017" "Fosl2" "ENSMUSG00000029135" "protein_coding" "exon" "chr5-32136472-32136805" "chr5-32124279-32125818" 10653
"ENSMUST00000077855" "ENSMUST00000077855" "Cyp2b19" "ENSMUSG00000066704" "protein_coding" "utr" "chr7-26771415-26772630" "chr7-26781641-26782372" 9010
