"tx_id" "gene_name" "gene_id" "gene_biotype" "type" "closest_region" "query_region" "distance"
"ENSMUST00000124835" "ENSMUST00000124835" "Tmco4" "ENSMUSG00000041143" "protein_coding" "gap" "chr4-138998052-139010468" "chr4-139003632-139005150" 0
"ENSMUST00000119015" "ENSMUST00000119015" "Pptc7" "ENSMUSG00000038582" "protein_coding" "gap" "chr5-122295847-122308130" "chr5-122302930-122303789" 0
"ENSMUSE00000794729" "ENSMUST00000109910" "Nf2" "ENSMUSG00000009073" "protein_coding" "exon" "chr11-4848872-4849536" "chr11-4860300-4860827" 10763
"ENSMUST00000106542" "ENSMUST00000106542" "Hid1" "ENSMUSG00000034586" "protein_coding" "cds" "chr11-115349922-115350002" "chr11-115349894-115350460" 0
"ENSMUST00000131644" "ENSMUST00000131644" "Cpt2" "ENSMUSG00000028607" "protein_coding" "cds" "chr4-107923315-107923466" "chr4-107920813-107923969" 0
"ENSMUST00000144673" "ENSMUST00000144673" "Gm20671" "ENSMUSG00000093574" "protein_coding" "gap" "chr5-32739374-32764772" "chr5-32760726-32762041" 0
"ENSMUST00000155102" "ENSMUST00000155102" "Sphk1" "ENSMUSG00000061878" "protein_coding" "cds" "chr11-116535080-116535174" "chr11-116529952-116535191" 0
"ENSMUST00000037718" "ENSMUST00000037718" "Fbxo15" "ENSMUSG00000034391" "protein_coding" "cds" "chr18-84981122-84981376" "chr18-84999871-85000544" 18494
"ENSMUST00000124835.1" "ENSMUST00000124835" "Tmco4" "ENSMUSG00000041143" "protein_coding" "gap" "chr4-138998052-139010468" "chr4-139007277-139008643" 0
"ENSMUST00000110160" "ENSMUST00000110160" "Tm6sf2" "ENSMUSG00000036151" "protein_coding" "cds" "chr8-70074278-70074381" "chr8-70071826-70074606" 0
"ENSMUST00000147842" "ENSMUST00000147842" "Rcn2" "ENSMUSG00000032320" "protein_coding" "utr" "chr9-56061126-56061882" "chr9-56068438-56069250" 6555
"ENSMUST00000174343" "ENSMUST00000174343" "Ube4b" "ENSMUSG00000028960" "protein_coding" "cds" "chr4-149398599-149398785" "chr4-149398257-149399933" 0
"ENSMUSE00000181841" "ENSMUST00000030535" "Cda" "ENSMUSG00000028755" "protein_coding" "exon" "chr4-138367790-138367992" "chr4-138376747-138377894" 8754
"ENSMUSE00001027908" "ENSMUST00000172032" "Ces2h" "ENSMUSG00000091813" "protein_coding" "exon" "chr8-105000853-105000925" "chr8-104998889-104999612" 1240
"ENSMUST00000151769" "ENSMUST00000151769" "Bpnt1" "ENSMUSG00000026617" "protein_coding" "gap" "chr1-185332322-185338105" "chr1-185333278-185334286" 0
"ENSMUST00000039659" "ENSMUST00000039659" "Cbr1" "ENSMUSG00000051483" "protein_coding" "utr" "chr16-93610232-93610505" "chr16-93638560-93639306" 28054
"ENSMUST00000056102" "ENSMUST00000056102" "Dscam" "ENSMUSG00000050272" "protein_coding" "gap" "chr16-96833494-97038897" "chr16-96946701-96947083" 0
"ENSMUST00000036576" "ENSMUST00000036576" "Ccdc138" "ENSMUSG00000038010" "protein_coding" "gap" "chr10-58545110-58561900" "chr10-58548794-58549101" 0
"ENSMUSE00000862428" "ENSMUST00000059449" "Ces2b" "ENSMUSG00000050097" "protein_coding" "exon" "chr8-104831572-104831747" "chr8-104815558-104816111" 15460
"ENSMUST00000155697" "ENSMUST00000155697" "Slc25a45" "ENSMUSG00000024818" "protein_coding" "utr" "chr19-5884992-5885766" "chr19-5887147-5887616" 1380
"ENSMUST00000141164" "ENSMUST00000141164" "Prdm16" "ENSMUSG00000039410" "protein_coding" "gap" "chr4-154367313-154476638" "chr4-154470510-154472031" 0
"ENSMUSE00000791355" "ENSMUST00000133164" "Ociad2" "ENSMUSG00000029153" "protein_coding" "exon" "chr5-73338531-73338947" "chr5-73368886-73369995" 29938
"ENSMUSE00000381190" "ENSMUST00000037682" "Nmur2" "ENSMUSG00000037393" "protein_coding" "exon" "chr11-56040182-56041010" "chr11-56096199-56096734" 55188
"ENSMUSE00001320780" "ENSMUST00000187882" "Gm29012" "ENSMUSG00000099669" "lincRNA" "exon" "chr1-105116454-105116499" "chr1-105106401-105107735" 8718
"ENSMUST00000069066" "ENSMUST00000069066" "Fam49a" "ENSMUSG00000020589" "protein_coding" "utr" "chr12-12372811-12376359" "chr12-12517049-12517386" 140689
"ENSMUST00000132343" "ENSMUST00000132343" "Mogat2" "ENSMUSG00000052396" "protein_coding" "gap" "chr7-99226632-99232457" "chr7-99229342-99230676" 0
"ENSMUST00000086364" "ENSMUST00000086364" "Tmem150b" "ENSMUSG00000046456" "protein_coding" "gap" "chr7-4709056-4723783" "chr7-4719216-4719826" 0
"ENSMUST00000110164" "ENSMUST00000110164" "Tmem230" "ENSMUSG00000027341" "protein_coding" "utr" "chr2-132239492-132240485" "chr2-132232376-132232931" 6560
"ENSMUSE00000883409" "ENSMUST00000084985" "Ppp2r5c" "ENSMUSG00000017843" "protein_coding" "exon" "chr12-110485739-110485952" "chr12-110423969-110425291" 60447
"ENSMUST00000001122" "ENSMUST00000001122" "Slc13a2" "ENSMUSG00000001095" "protein_coding" "cds" "chr11-78400744-78400962" "chr11-78398753-78402599" 0
"ENSMUST00000177714" "ENSMUST00000177714" "2010315B03Rik" "ENSMUSG00000074829" "protein_coding" "utr" "chr9-124291804-124292990" "chr9-124288232-124288851" 2952
"ENSMUST00000182481" "ENSMUST00000182481" "Plce1" "ENSMUSG00000024998" "protein_coding" "gap" "chr19-38652112-38698449" "chr19-38687291-38687790" 0
"ENSMUST00000056085" "ENSMUST00000056085" "Csl" "ENSMUSG00000046934" "protein_coding" "utr" "chr10-99757705-99757800" "chr10-99656866-99657229" 100475
"ENSMUST00000009732" "ENSMUST00000009732" "St6galnac1" "ENSMUSG00000009588" "protein_coding" "utr" "chr11-116765025-116765730" "chr11-116749709-116750225" 14799
"ENSMUST00000059449" "ENSMUST00000059449" "Ces2b" "ENSMUSG00000050097" "protein_coding" "utr" "chr8-104838457-104840093" "chr8-104841339-104842142" 1245
"ENSMUST00000161114" "ENSMUST00000161114" "Slc37a2" "ENSMUSG00000032122" "protein_coding" "gap" "chr9-37241961-37255298" "chr9-37244399-37246877" 0
"ENSMUST00000112887" "ENSMUST00000112887" "Agpat9" "ENSMUSG00000029314" "protein_coding" "gap" "chr5-100857209-100883189" "chr5-100864072-100865308" 0
"ENSMUSE00000341480" "ENSMUST00000085591" "Pdx1" "ENSMUSG00000029644" "protein_coding" "exon" "chr5-147269959-147270647" "chr5-147260135-147261210" 8748
"ENSMUST00000137707" "ENSMUST00000137707" "Tmem57" "ENSMUSG00000028826" "protein_coding" "gap" "chr4-134812699-134828006" "chr4-134813750-134814621" 0
"ENSMUST00000163455" "ENSMUST00000163455" "Matn2" "ENSMUSG00000022324" "protein_coding" "gap" "chr15-34355686-34378654" "chr15-34367345-34368330" 0
"ENSMUST00000042970" "ENSMUST00000042970" "Kcnj2" "ENSMUSG00000041695" "protein_coding" "utr" "chr11-111073071-111076821" "chr11-111088750-111089381" 11928
"ENSMUST00000106839" "ENSMUST00000106839" "Trim12a" "ENSMUSG00000066258" "protein_coding" "cds" "chr7-104306912-104307331" "chr7-104306956-104307667" 0
"ENSMUST00000098532" "ENSMUST00000098532" "Gm10638" "ENSMUSG00000074178" "protein_coding" "utr" "chr8-86746475-86746603" "chr8-86765749-86767272" 19145
"ENSMUSE00000565298" "ENSMUST00000052678" "Flnb" "ENSMUSG00000025278" "protein_coding" "exon" "chr14-7817957-7818443" "chr14-7807285-7810027" 7929
"ENSMUSE00000711276" "ENSMUST00000121725" "Gda" "ENSMUSG00000058624" "protein_coding" "exon" "chr19-21473388-21473445" "chr19-21487088-21488052" 13642
"ENSMUSE00000537853" "ENSMUST00000031423" "Atp2a2" "ENSMUSG00000029467" "protein_coding" "exon" "chr5-122501568-122502225" "chr5-122518254-122521124" 16028
"ENSMUST00000110992" "ENSMUST00000110992" "Marc1" "ENSMUSG00000026621" "protein_coding" "gap" "chr1-184807189-184810845" "chr1-184809420-184810155" 0
"ENSMUST00000045376" "ENSMUST00000045376" "Adk" "ENSMUSG00000039197" "protein_coding" "gap" "chr14-21423590-21447813" "chr14-21439374-21440284" 0
"ENSMUST00000033505" "ENSMUST00000033505" "Was" "ENSMUSG00000031165" "protein_coding" "cds" "chrX-8081934-8081989" "chrX-8081700-8082275" 0
"ENSMUST00000150077" "ENSMUST00000150077" "Capzb" "ENSMUSG00000028745" "protein_coding" "gap" "chr4-139238999-139257260" "chr4-139250139-139252586" 0
"ENSMUST00000183102" "ENSMUST00000183102" "Slc8a3" "ENSMUSG00000079055" "protein_coding" "gap" "chr12-81214170-81314259" "chr12-81279158-81279929" 0
"ENSMUST00000170429" "ENSMUST00000170429" "Slc6a17" "ENSMUSG00000027894" "protein_coding" "gap" "chr3-107494064-107495665" "chr3-107494429-107494852" 0
"ENSMUST00000152792" "ENSMUST00000152792" "Adcy3" "ENSMUSG00000020654" "protein_coding" "gap" "chr12-4135001-4173454" "chr12-4159122-4159706" 0
"ENSMUST00000142041" "ENSMUST00000142041" "Dtx2" "ENSMUSG00000004947" "protein_coding" "gap" "chr5-136021859-136026469" "chr5-136022853-136023227" 0
"ENSMUSE00001214922" "ENSMUST00000181988" "Gm27031" "ENSMUSG00000098220" "lincRNA" "exon" "chr13-95954594-95957171" "chr13-95948334-95949040" 5553
"ENSMUST00000059672" "ENSMUST00000059672" "Pik3ap1" "ENSMUSG00000025017" "protein_coding" "gap" "chr19-41287626-41292752" "chr19-41290932-41291448" 0
"ENSMUST00000056228" "ENSMUST00000056228" "Sptssa" "ENSMUSG00000044408" "protein_coding" "utr" "chr12-54645374-54646431" "chr12-54603089-54604167" 41206
"ENSMUST00000140872" "ENSMUST00000140872" "Nceh1" "ENSMUSG00000027698" "protein_coding" "gap" "chr3-27226143-27239531" "chr3-27227560-27229289" 0
"ENSMUST00000122103" "ENSMUST00000122103" "Rab11fip3" "ENSMUSG00000037098" "protein_coding" "cds" "chr17-26004551-26004644" "chr17-26003204-26005254" 0
"ENSMUST00000085272" "ENSMUST00000085272" "Htatip2" "ENSMUSG00000039745" "protein_coding" "gap" "chr7-49762168-49770809" "chr7-49763972-49764812" 0
"ENSMUSE00000793778" "ENSMUST00000152035" "Rph3al" "ENSMUSG00000020847" "protein_coding" "exon" "chr11-75938249-75938429" "chr11-75947707-75949403" 9277
"ENSMUST00000035115" "ENSMUST00000035115" "Vipr1" "ENSMUSG00000032528" "protein_coding" "cds" "chr9-121658047-121658154" "chr9-121654305-121659017" 0
"ENSMUST00000133478" "ENSMUST00000133478" "Ccser1" "ENSMUSG00000039578" "protein_coding" "gap" "chr6-61180602-61310813" "chr6-61263012-61263868" 0
"ENSMUSE00000484161" "ENSMUST00000028815" "Slc23a2" "ENSMUSG00000027340" "protein_coding" "exon" "chr2-132145012-132145108" "chr2-132168236-132168718" 23127
"ENSMUST00000115458" "ENSMUST00000115458" "Pde4a" "ENSMUSG00000032177" "protein_coding" "cds" "chr9-21210694-21211344" "chr9-21210858-21212057" 0
"ENSMUST00000012348" "ENSMUST00000012348" "Gstm2" "ENSMUSG00000040562" "protein_coding" "utr" "chr3-107981702-107982048" "chr3-107977507-107978288" 3413
"ENSMUST00000177633" "ENSMUST00000177633" "Zmynd8" "ENSMUSG00000039671" "protein_coding" "gap" "chr2-165852149-165875704" "chr2-165868802-165869726" 0
"ENSMUST00000071402" "ENSMUST00000071402" "Elovl6" "ENSMUSG00000041220" "protein_coding" "gap" "chr3-129605173-129628282" "chr3-129613596-129615369" 0
"ENSMUST00000172303" "ENSMUST00000172303" "Myo18a" "ENSMUSG00000000631" "protein_coding" "gap" "chr11-77853892-77857722" "chr11-77854148-77854668" 0
"ENSMUST00000031447" "ENSMUST00000031447" "Anxa3" "ENSMUSG00000029484" "protein_coding" "utr" "chr5-96845561-96845968" "chr5-96919094-96919678" 73125
"ENSMUST00000166429" "ENSMUST00000166429" "Sipa1l1" "ENSMUSG00000042700" "protein_coding" "gap" "chr12-82170077-82234462" "chr12-82206671-82207878" 0
"ENSMUST00000030757" "ENSMUST00000030757" "Fbxo42" "ENSMUSG00000028920" "protein_coding" "cds" "chr4-141198042-141198098" "chr4-141196935-141198331" 0
"ENSMUST00000180041" "ENSMUST00000180041" "Stard9" "ENSMUSG00000033705" "protein_coding" "gap" "chr2-120634290-120664879" "chr2-120656809-120657197" 0
"ENSMUST00000189710" "ENSMUST00000189710" "Adipor2" "ENSMUSG00000030168" "protein_coding" "gap" "chr6-119402023-119417419" "chr6-119409266-119410428" 0
"ENSMUSE00001181477" "ENSMUST00000181153" "Gm26810" "ENSMUSG00000097817" "lincRNA" "exon" "chr7-30200177-30200889" "chr7-30204398-30205801" 3508
"ENSMUST00000110164.1" "ENSMUST00000110164" "Tmem230" "ENSMUSG00000027341" "protein_coding" "utr" "chr2-132239492-132240485" "chr2-132233653-132237087" 2404
"ENSMUST00000166723" "ENSMUST00000166723" "Cox16" "ENSMUSG00000091803" "protein_coding" "gap" "chr12-81374508-81474586" "chr12-81434635-81435251" 0
"ENSMUST00000148850" "ENSMUST00000148850" "Arhgap26" "ENSMUSG00000036452" "protein_coding" "gap" "chr18-38676806-38933792" "chr18-38791899-38792235" 0
"ENSMUSE00000840309" "ENSMUST00000030315" "Pum1" "ENSMUSG00000028580" "protein_coding" "exon" "chr4-130663321-130663467" "chr4-130639865-130640873" 22447
"ENSMUST00000032440" "ENSMUST00000032440" "Sec13" "ENSMUSG00000030298" "protein_coding" "cds" "chr6-113737954-113737998" "chr6-113737171-113738356" 0
"ENSMUST00000111097" "ENSMUST00000111097" "Fis1" "ENSMUSG00000019054" "protein_coding" "cds" "chr5-136953563-136953590" "chr5-136952834-136953706" 0
"ENSMUST00000159990" "ENSMUST00000159990" "Poc1b" "ENSMUSG00000019952" "protein_coding" "gap" "chr10-99164950-99192781" "chr10-99165049-99166357" 0
"ENSMUSE00000679583" "ENSMUST00000091201" "Arl15" "ENSMUSG00000042348" "protein_coding" "exon" "chr13-113794505-113794696" "chr13-113769619-113770823" 23681
"ENSMUST00000150766" "ENSMUST00000150766" "Ankrd12" "ENSMUSG00000034647" "protein_coding" "gap" "chr17-65987494-66024075" "chr17-66007695-66008485" 0
"ENSMUST00000116615" "ENSMUST00000116615" "Barx2" "ENSMUSG00000032033" "protein_coding" "utr" "chr9-31846044-31846788" "chr9-31743707-31744161" 101882
"ENSMUST00000139179" "ENSMUST00000139179" "Coro2a" "ENSMUSG00000028337" "protein_coding" "gap" "chr4-46551446-46562894" "chr4-46553592-46557291" 0
"ENSMUST00000062957" "ENSMUST00000062957" "Ttc7b" "ENSMUSG00000033530" "protein_coding" "gap" "chr12-100466311-100495271" "chr12-100474443-100475545" 0
"ENSMUSE00000750262" "ENSMUST00000026208" "Abcc2" "ENSMUSG00000025194" "protein_coding" "exon" "chr19-43782192-43782433" "chr19-43777311-43777952" 4239
"ENSMUST00000187967" "ENSMUST00000187967" "1700120C14Rik" "ENSMUSG00000100599" "processed_transcript" "gap" "chr15-99252002-99261624" "chr15-99254459-99254986" 0
"ENSMUST00000099194" "ENSMUST00000099194" "Tspyl3" "ENSMUSG00000074671" "protein_coding" "utr" "chr2-153222370-153224311" "chr2-153217907-153219067" 3302
"ENSMUST00000166250" "ENSMUST00000166250" "Zfp710" "ENSMUSG00000048897" "protein_coding" "gap" "chr7-80024987-80081048" "chr7-80059832-80061001" 0
"ENSMUSE00000806794" "ENSMUST00000023736" "Lmbr1l" "ENSMUSG00000022999" "protein_coding" "exon" "chr15-98917850-98918231" "chr15-98922397-98923097" 4165
"ENSMUST00000003268" "ENSMUST00000003268" "Sh3gl1" "ENSMUSG00000003200" "protein_coding" "gap" "chr17-56020192-56036414" "chr17-56032012-56033188" 0
"ENSMUST00000176209" "ENSMUST00000176209" "Pcsk6" "ENSMUSG00000030513" "protein_coding" "gap" "chr7-65931766-65952918" "chr7-65945601-65946040" 0
"ENSMUST00000038661" "ENSMUST00000038661" "Slc25a34" "ENSMUSG00000040740" "protein_coding" "cds" "chr4-141623277-141623696" "chr4-141622263-141624278" 0
"ENSMUST00000023758" "ENSMUST00000023758" "Asic1" "ENSMUSG00000023017" "protein_coding" "utr" "chr15-99699139-99701127" "chr15-99699740-99701109" 0
"ENSMUST00000110865" "ENSMUST00000110865" "Adap1" "ENSMUSG00000056413" "protein_coding" "gap" "chr5-139307873-139325280" "chr5-139316471-139318502" 0
"ENSMUSE00000781695" "ENSMUST00000134448" "Gm15208" "ENSMUSG00000086975" "lincRNA" "exon" "chr12-107783919-107784041" "chr12-107823807-107824489" 39765
"ENSMUSE00000808643" "ENSMUST00000144998" "Mycl" "ENSMUSG00000028654" "protein_coding" "exon" "chr4-122995652-122995811" "chr4-122980624-122982382" 13269
"ENSMUST00000153515" "ENSMUST00000153515" "Por" "ENSMUSG00000005514" "protein_coding" "gap" "chr5-135674662-135715871" "chr5-135680959-135681565" 0
"ENSMUST00000188394" "ENSMUST00000188394" "Bok" "ENSMUSG00000026278" "protein_coding" "cds" "chr1-93694060-93694070" "chr1-93692044-93694350" 0
"ENSMUST00000025827" "ENSMUST00000025827" "Minpp1" "ENSMUSG00000024896" "protein_coding" "utr" "chr19-32514370-32515370" "chr19-32536906-32537307" 21535
"ENSMUST00000102973" "ENSMUST00000102973" "Aco1" "ENSMUSG00000028405" "protein_coding" "gap" "chr4-40181543-40182803" "chr4-40181618-40182190" 0
"ENSMUST00000030842" "ENSMUST00000030842" "Lzic" "ENSMUSG00000028990" "protein_coding" "gap" "chr4-149488729-149493198" "chr4-149489181-149490486" 0
"ENSMUST00000189540" "ENSMUST00000189540" "Mei1" "ENSMUSG00000068117" "protein_coding" "gap" "chr15-82115859-82123421" "chr15-82120307-82121045" 0
"ENSMUSE00000709491" "ENSMUST00000026818" "Sec11a" "ENSMUSG00000025724" "protein_coding" "exon" "chr7-80947402-80947780" "chr7-80951519-80952501" 3738
"ENSMUSE00000662032" "ENSMUST00000102592" "Tjp1" "ENSMUSG00000030516" "protein_coding" "exon" "chr7-65370810-65371239" "chr7-65406433-65406857" 35193
"ENSMUST00000180626" "ENSMUST00000180626" "Elmo1" "ENSMUSG00000041112" "protein_coding" "gap" "chr13-20290494-20342367" "chr13-20299601-20301045" 0
"ENSMUSE00000640769" "ENSMUST00000028836" "Bmp2" "ENSMUSG00000027358" "protein_coding" "exon" "chr2-133552159-133553351" "chr2-133517912-133518274" 33884
"ENSMUST00000121273" "ENSMUST00000121273" "Gm10639" "ENSMUSG00000074179" "protein_coding" "utr" "chr9-78289928-78290002" "chr9-78289632-78290059" 0
"ENSMUST00000163279" "ENSMUST00000163279" "Sh3glb1" "ENSMUSG00000037062" "protein_coding" "utr" "chr3-144688844-144691424" "chr3-144663229-144664144" 24699
"ENSMUST00000079597" "ENSMUST00000079597" "Paqr9" "ENSMUSG00000064225" "protein_coding" "utr" "chr9-95561087-95568023" "chr9-95569860-95570403" 1836
"ENSMUST00000164251" "ENSMUST00000164251" "Hagh" "ENSMUSG00000024158" "protein_coding" "gap" "chr17-24840282-24852730" "chr17-24847399-24847844" 0
"ENSMUST00000113270" "ENSMUST00000113270" "Alpi" "ENSMUSG00000079440" "protein_coding" "cds" "chr1-87101466-87101535" "chr1-87101197-87102614" 0
"ENSMUST00000171122" "ENSMUST00000171122" "Slc6a20b" "ENSMUSG00000025243" "protein_coding" "gap" "chr9-123612788-123628499" "chr9-123622358-123622826" 0
"ENSMUSE00001180075" "ENSMUST00000181732" "Gm26822" "ENSMUSG00000096921" "lincRNA" "exon" "chr16-10830220-10833507" "chr16-10830718-10831359" 0
"ENSMUST00000147579" "ENSMUST00000147579" "Dot1l" "ENSMUSG00000061589" "protein_coding" "gap" "chr10-80755525-80764601" "chr10-80760687-80761511" 0
"ENSMUST00000127489" "ENSMUST00000127489" "Esrrg" "ENSMUSG00000026610" "protein_coding" "gap" "chr1-187793413-188043333" "chr1-187826814-187827186" 0
"ENSMUST00000025827.1" "ENSMUST00000025827" "Minpp1" "ENSMUSG00000024896" "protein_coding" "utr" "chr19-32514370-32515370" "chr19-32540625-32541100" 25254
"ENSMUST00000181805" "ENSMUST00000181805" "4732419C18Rik" "ENSMUSG00000097203" "lincRNA" "gap" "chr8-123747994-123754057" "chr8-123753861-123755477" 0
"ENSMUSE00000597028" "ENSMUST00000045747" "Wnt4" "ENSMUSG00000036856" "protein_coding" "exon" "chr4-137277489-137277756" "chr4-137274319-137274686" 2802
"ENSMUST00000184454" "ENSMUST00000184454" "Inpp5b" "ENSMUSG00000028894" "protein_coding" "gap" "chr4-124751693-124777340" "chr4-124760784-124761334" 0
"ENSMUSE00000883409.1" "ENSMUST00000084985" "Ppp2r5c" "ENSMUSG00000017843" "protein_coding" "exon" "chr12-110485739-110485952" "chr12-110438325-110439301" 46437
"ENSMUST00000100206" "ENSMUST00000100206" "Larp4" "ENSMUSG00000023025" "protein_coding" "gap" "chr15-99972984-99984919" "chr15-99979643-99980089" 0
"ENSMUSE00001276794" "ENSMUST00000029658" "Enpep" "ENSMUSG00000028024" "protein_coding" "exon" "chr3-129331862-129332720" "chr3-129350966-129351985" 18245
"ENSMUSE00001343008" "ENSMUST00000194822" "RP24-400M20.5" "ENSMUSG00000103631" "lincRNA" "exon" "chr1-160839168-160839631" "chr1-160857989-160858607" 18357
"ENSMUSE00000436784" "ENSMUST00000038107" "Cited2" "ENSMUSG00000039910" "protein_coding" "exon" "chr10-17723228-17723459" "chr10-17411362-17411732" 311495
"ENSMUST00000037865" "ENSMUST00000037865" "Atp6v0a2" "ENSMUSG00000038023" "protein_coding" "gap" "chr5-124629291-124632878" "chr5-124631818-124632572" 0
"ENSMUST00000056113" "ENSMUST00000056113" "Acer1" "ENSMUSG00000045019" "protein_coding" "gap" "chr17-56959240-56981988" "chr17-56962865-56964343" 0
"ENSMUST00000040717" "ENSMUST00000040717" "Kif15" "ENSMUSG00000036768" "protein_coding" "gap" "chr9-122951153-122959116" "chr9-122952726-122953443" 0
"ENSMUSE00000839178" "ENSMUST00000125888" "Krt19" "ENSMUSG00000020911" "protein_coding" "exon" "chr11-100148421-100148665" "chr11-100161068-100162049" 12402
"ENSMUSE00000784356" "ENSMUST00000151382" "Sema6a" "ENSMUSG00000019647" "protein_coding" "exon" "chr18-47368238-47368870" "chr18-47435041-47435655" 66170
"ENSMUST00000190840" "ENSMUST00000190840" "Tenm3" "ENSMUSG00000031561" "protein_coding" "gap" "chr8-48417246-48646257" "chr8-48608978-48609407" 0
"ENSMUSE00001320289" "ENSMUST00000189978" "2310008N11Rik" "ENSMUSG00000100335" "lincRNA" "exon" "chr8-26814593-26814807" "chr8-26553616-26554524" 260068
"ENSMUST00000100206.1" "ENSMUST00000100206" "Larp4" "ENSMUSG00000023025" "protein_coding" "utr" "chr15-100012175-100016351" "chr15-100022418-100024020" 6066
"ENSMUSE00000914151" "ENSMUST00000026743" "Uqcrc1" "ENSMUSG00000025651" "protein_coding" "exon" "chr9-108936633-108936787" "chr9-108925570-108926779" 9853
"ENSMUST00000132734" "ENSMUST00000132734" "Ppargc1a" "ENSMUSG00000029167" "protein_coding" "utr" "chr5-51454249-51458179" "chr5-51449342-51450670" 3578
"ENSMUST00000156782" "ENSMUST00000156782" "Gata4" "ENSMUSG00000021944" "protein_coding" "gap" "chr14-63241646-63271056" "chr14-63260643-63263304" 0
"ENSMUST00000088386" "ENSMUST00000088386" "Slc15a1" "ENSMUSG00000025557" "protein_coding" "gap" "chr14-121491691-121505218" "chr14-121497746-121498545" 0
"ENSMUSE00000421563" "ENSMUST00000057423" "Ppapdc3" "ENSMUSG00000051373" "protein_coding" "exon" "chr2-32095528-32096262" "chr2-32094192-32094592" 935
"ENSMUST00000027952" "ENSMUST00000027952" "Plxna2" "ENSMUSG00000026640" "protein_coding" "gap" "chr1-194712319-194746129" "chr1-194736486-194736904" 0
"ENSMUST00000177416" "ENSMUST00000177416" "Mta3" "ENSMUSG00000055817" "protein_coding" "gap" "chr17-83738456-83753853" "chr17-83744384-83744728" 0
"ENSMUST00000101121" "ENSMUST00000101121" "Gm6116" "ENSMUSG00000072874" "lincRNA" "gap" "chr5-74956966-74962238" "chr5-74960299-74962251" 0
"ENSMUST00000178590" "ENSMUST00000178590" "Plekhs1" "ENSMUSG00000035818" "protein_coding" "cds" "chr19-56477154-56477288" "chr19-56477143-56477894" 0
"ENSMUST00000117422" "ENSMUST00000117422" "Creb3l3" "ENSMUSG00000035041" "protein_coding" "cds" "chr10-81092503-81092529" "chr10-81090390-81093875" 0
"ENSMUST00000112533" "ENSMUST00000112533" "Ly75" "ENSMUSG00000026980" "protein_coding" "cds" "chr2-60375858-60376229" "chr2-60375535-60376160" 0
"ENSMUST00000162184" "ENSMUST00000162184" "Ric1" "ENSMUSG00000038658" "protein_coding" "gap" "chr19-29522667-29533164" "chr19-29527214-29527779" 0
