"tx_id" "gene_name" "gene_id" "gene_biotype" "type" "closest_region" "query_region" "distance"
"ENSMUST00000023758" "ENSMUST00000023758" "Asic1" "ENSMUSG00000023017" "protein_coding" "utr" "chr15-99699139-99701127" "chr15-99699740-99701109" 0
"ENSMUST00000006629" "ENSMUST00000006629" "Sptbn1" "ENSMUSG00000020315" "protein_coding" "utr" "chr11-30099395-30100495" "chr11-30083171-30083638" 15756
"ENSMUST00000102826" "ENSMUST00000102826" "Ifit2" "ENSMUSG00000045932" "protein_coding" "cds" "chr19-34573067-34574474" "chr19-34573586-34574144" 0
"ENSMUSE00000311100" "ENSMUST00000167549" "Endod1" "ENSMUSG00000037419" "protein_coding" "exon" "chr9-14380671-14381242" "chr9-14383149-14383950" 1906
"ENSMUSE00000891807" "ENSMUST00000172332" "Ccdc71l" "ENSMUSG00000090946" "protein_coding" "exon" "chr12-32378704-32382943" "chr12-32299614-32300259" 78444
"ENSMUST00000053033" "ENSMUST00000053033" "D1Ertd622e" "ENSMUSG00000044768" "protein_coding" "utr" "chr1-97606318-97645714" "chr1-97576189-97578024" 28293
"ENSMUST00000097079" "ENSMUST00000097079" "Klf12" "ENSMUSG00000072294" "protein_coding" "utr" "chr14-99874486-99875132" "chr14-99812726-99813517" 60968
"ENSMUST00000161966" "ENSMUST00000161966" "Nos1ap" "ENSMUSG00000038473" "protein_coding" "gap" "chr1-170390824-170514614" "chr1-170456306-170457516" 0
"ENSMUSE00000502926" "ENSMUST00000073834" "Lrrc10" "ENSMUSG00000060187" "protein_coding" "exon" "chr10-117045341-117046768" "chr10-117036588-117037624" 7716
"ENSMUSE00000785281" "ENSMUST00000029761" "Myoz2" "ENSMUSG00000028116" "protein_coding" "exon" "chr3-123034820-123034990" "chr3-123035637-123036640" 646
"ENSMUST00000174831" "ENSMUST00000174831" "Ptprd" "ENSMUSG00000028399" "protein_coding" "gap" "chr4-76039379-76050326" "chr4-76043844-76044576" 0
"ENSMUSE00001222360" "ENSMUST00000103195" "Znhit3" "ENSMUSG00000020526" "protein_coding" "exon" "chr11-84916256-84916366" "chr11-84934704-84935659" 18337
"ENSMUSE00000795830" "ENSMUST00000122863" "Tnfaip3" "ENSMUSG00000019850" "protein_coding" "exon" "chr10-19015548-19015657" "chr10-19162086-19162462" 146428
"ENSMUST00000180187" "ENSMUST00000180187" "RP23-377G8.1" "ENSMUSG00000100006" "lincRNA" "gap" "chr12-102720195-102727203" "chr12-102725029-102726322" 0
"ENSMUST00000089317" "ENSMUST00000089317" "Magi1" "ENSMUSG00000045095" "protein_coding" "gap" "chr6-93943321-94283009" "chr6-94116442-94117501" 0
"ENSMUST00000111075" "ENSMUST00000111075" "Gm3054" "ENSMUSG00000079174" "lincRNA" "gap" "chr5-137154131-137165907" "chr5-137165420-137168377" 0
"ENSMUST00000056228" "ENSMUST00000056228" "Sptssa" "ENSMUSG00000044408" "protein_coding" "utr" "chr12-54645374-54646431" "chr12-54640309-54640766" 4607
"ENSMUST00000107544" "ENSMUST00000107544" "Susd1" "ENSMUSG00000038578" "protein_coding" "gap" "chr4-59315806-59324867" "chr4-59324220-59324762" 0
"ENSMUSE00000785281.1" "ENSMUST00000029761" "Myoz2" "ENSMUSG00000028116" "protein_coding" "exon" "chr3-123034820-123034990" "chr3-123038921-123039486" 3930
"ENSMUST00000031311" "ENSMUST00000031311" "Dck" "ENSMUSG00000029366" "protein_coding" "utr" "chr5-88781247-88783281" "chr5-88818278-88818766" 34996
"ENSMUSE00000335413" "ENSMUST00000056755" "Panx1" "ENSMUSG00000031934" "protein_coding" "exon" "chr9-15044857-15045478" "chr9-15046923-15047407" 1444
"ENSMUST00000155625" "ENSMUST00000155625" "Tmem245" "ENSMUSG00000055296" "protein_coding" "gap" "chr4-56886213-56888534" "chr4-56886287-56886937" 0
"ENSMUSE00000703935" "ENSMUST00000115712" "Nrg2" "ENSMUSG00000060275" "protein_coding" "exon" "chr18-36196428-36197380" "chr18-36235516-36236360" 38135
"ENSMUST00000153028" "ENSMUST00000153028" "AU019990" "ENSMUSG00000074783" "lincRNA" "gap" "chr2-132617755-132647965" "chr2-132634343-132634766" 0
"ENSMUSE00001052187" "ENSMUST00000180091" "n-R5s93" "ENSMUSG00000096219" "rRNA" "exon" "chr8-5069259-5069377" "chr8-5037280-5037901" 31357
"ENSMUST00000147062" "ENSMUST00000147062" "Nadk" "ENSMUSG00000029063" "protein_coding" "gap" "chr4-155563980-155576727" "chr4-155573458-155574307" 0
"ENSMUST00000149899" "ENSMUST00000149899" "Il17rc" "ENSMUSG00000030281" "protein_coding" "gap" "chr6-113476795-113478863" "chr6-113476973-113477747" 0
"ENSMUST00000110954" "ENSMUST00000110954" "Fmn1" "ENSMUSG00000044042" "protein_coding" "gap" "chr2-113327832-113363835" "chr2-113350745-113351379" 0
"ENSMUST00000064460" "ENSMUST00000064460" "St6galnac3" "ENSMUSG00000052544" "protein_coding" "cds" "chr3-153205405-153205591" "chr3-153118469-153119069" 86335
"ENSMUST00000145266" "ENSMUST00000145266" "Gtf2h2" "ENSMUSG00000021639" "protein_coding" "gap" "chr13-100461963-100468914" "chr13-100463415-100464186" 0
"ENSMUSE00000776858" "ENSMUST00000155634" "Slc2a9" "ENSMUSG00000005107" "protein_coding" "exon" "chr5-38503079-38503143" "chr5-38509434-38509994" 6290
"ENSMUST00000110164" "ENSMUST00000110164" "Tmem230" "ENSMUSG00000027341" "protein_coding" "utr" "chr2-132239492-132240485" "chr2-132233653-132237087" 2404
"ENSMUST00000034537" "ENSMUST00000034537" "St3gal4" "ENSMUSG00000032038" "protein_coding" "cds" "chr9-35054063-35054123" "chr9-35038811-35054129" 0
"ENSMUSE00001325716" "ENSMUST00000190550" "1700081H04Rik" "ENSMUSG00000100573" "lincRNA" "exon" "chr5-119108234-119108715" "chr5-119082726-119083592" 24641
"ENSMUSE00000909076" "ENSMUST00000167334" "Sis" "ENSMUSG00000027790" "protein_coding" "exon" "chr3-72967801-72967863" "chr3-72990963-72991349" 23099
"ENSMUST00000128817" "ENSMUST00000128817" "Sun1" "ENSMUSG00000036817" "protein_coding" "cds" "chr5-139241943-139242027" "chr5-139241071-139242441" 0
"ENSMUSE00000384709" "ENSMUST00000023509" "Klhl24" "ENSMUSG00000062901" "protein_coding" "exon" "chr16-20097554-20097671" "chr16-20063265-20063964" 33589
"ENSMUST00000111741" "ENSMUST00000111741" "Add3" "ENSMUSG00000025026" "protein_coding" "utr" "chr19-53245291-53247399" "chr19-53251052-53251403" 3652
"ENSMUSE00001050834" "ENSMUST00000178344" "Itpripl2" "ENSMUSG00000095115" "protein_coding" "exon" "chr7-118485114-118491975" "chr7-118498981-118500517" 7005
"ENSMUST00000178679" "ENSMUST00000178679" "Topaz1" "ENSMUSG00000094985" "protein_coding" "gap" "chr9-122750675-122757925" "chr9-122755561-122755915" 0
"ENSMUST00000141984" "ENSMUST00000141984" "Ipmk" "ENSMUSG00000060733" "protein_coding" "gap" "chr10-71381913-71402232" "chr10-71398215-71400328" 0
"ENSMUST00000069870" "ENSMUST00000069870" "Arl5b" "ENSMUSG00000017418" "protein_coding" "utr" "chr2-15076305-15082456" "chr2-15153987-15154613" 71530
"ENSMUST00000183873" "ENSMUST00000183873" "Lrrc1" "ENSMUSG00000032352" "protein_coding" "utr" "chr9-77430823-77432121" "chr9-77429170-77430324" 498
"ENSMUST00000121875" "ENSMUST00000121875" "Myo5b" "ENSMUSG00000025885" "protein_coding" "cds" "chr18-74733911-74734004" "chr18-74732636-74734023" 0
"ENSMUST00000150915" "ENSMUST00000150915" "Ssbp3" "ENSMUSG00000061887" "protein_coding" "gap" "chr4-106915730-107009678" "chr4-106985771-106986912" 0
"ENSMUST00000127664" "ENSMUST00000127664" "Gm20388" "ENSMUSG00000092329" "protein_coding" "gap" "chr8-119910940-124295357" "chr8-120683344-120685569" 0
"ENSMUST00000034034" "ENSMUST00000034034" "Isx" "ENSMUSG00000031621" "protein_coding" "utr" "chr8-74892905-74893506" "chr8-74910688-74911362" 17181
"ENSMUST00000155654" "ENSMUST00000155654" "Twf1" "ENSMUSG00000022451" "protein_coding" "gap" "chr15-94581325-94582749" "chr15-94581907-94582618" 0
"ENSMUSE00000336337" "ENSMUST00000187948" "1700104B16Rik" "ENSMUSG00000049476" "lincRNA" "exon" "chr8-33730534-33731077" "chr8-33720096-33720663" 9870
"ENSMUST00000069870.1" "ENSMUST00000069870" "Arl5b" "ENSMUSG00000017418" "protein_coding" "utr" "chr2-15076305-15082456" "chr2-15188075-15188441" 105618
"ENSMUST00000129347" "ENSMUST00000129347" "Ablim2" "ENSMUSG00000029095" "protein_coding" "gap" "chr5-35758061-35798452" "chr5-35782558-35783078" 0
"ENSMUST00000020672" "ENSMUST00000020672" "Fabp6" "ENSMUSG00000020405" "protein_coding" "cds" "chr11-43601445-43601511" "chr11-43601405-43601812" 0
"ENSMUSE00000740302" "ENSMUST00000135030" "Gm11195" "ENSMUSG00000086380" "lincRNA" "exon" "chr11-78444107-78444221" "chr11-78433957-78434620" 9486
"ENSMUSE00000954713" "ENSMUST00000188912" "Pbx1" "ENSMUSG00000052534" "protein_coding" "exon" "chr1-168431314-168432270" "chr1-168737258-168738158" 304987
"ENSMUST00000102495" "ENSMUST00000102495" "Tmigd1" "ENSMUSG00000020839" "protein_coding" "utr" "chr11-76902159-76902216" "chr11-76901802-76902203" 0
"ENSMUST00000063318" "ENSMUST00000063318" "Slc16a7" "ENSMUSG00000020102" "protein_coding" "utr" "chr10-125226464-125228011" "chr10-125171633-125171962" 54501
"ENSMUST00000089317.1" "ENSMUST00000089317" "Magi1" "ENSMUSG00000045095" "protein_coding" "gap" "chr6-93943321-94283009" "chr6-94095237-94096247" 0
"ENSMUST00000067033" "ENSMUST00000067033" "Stk3" "ENSMUSG00000022329" "protein_coding" "gap" "chr15-35008299-35072429" "chr15-35016227-35016592" 0
"ENSMUST00000106425" "ENSMUST00000106425" "Srp68" "ENSMUSG00000020780" "protein_coding" "cds" "chr11-116247816-116247945" "chr11-116246594-116248104" 0
"ENSMUST00000064139" "ENSMUST00000064139" "Ppap2b" "ENSMUSG00000028517" "protein_coding" "utr" "chr4-105231023-105232764" "chr4-105446627-105446925" 213862
"ENSMUST00000144910" "ENSMUST00000144910" "Arl4a" "ENSMUSG00000047446" "protein_coding" "utr" "chr12-40005447-40005711" "chr12-39971914-39972430" 33016
"ENSMUST00000103241" "ENSMUST00000103241" "Sema6d" "ENSMUSG00000027200" "protein_coding" "gap" "chr2-124490013-124653580" "chr2-124598979-124600148" 0
"ENSMUSE00001315199" "ENSMUST00000184658" "Gm19569" "ENSMUSG00000099094" "processed_transcript" "exon" "chr9-77545730-77546467" "chr9-77557838-77558315" 11370
"ENSMUSE00000738412" "ENSMUST00000132880" "Gm15290" "ENSMUSG00000085634" "lincRNA" "exon" "chr13-111522436-111522710" "chr13-111518087-111518828" 3607
"ENSMUSE00000903093" "ENSMUST00000171143" "Fam102b" "ENSMUSG00000040339" "protein_coding" "exon" "chr3-109027185-109027607" "chr3-109039377-109039729" 11769
"ENSMUSE00000405457" "ENSMUST00000020672" "Fabp6" "ENSMUSG00000020405" "protein_coding" "exon" "chr11-43601445-43601540" "chr11-43610029-43611097" 8488
"ENSMUST00000168029" "ENSMUST00000168029" "Serhl" "ENSMUSG00000058586" "protein_coding" "gap" "chr15-83103009-83104308" "chr15-83103833-83104160" 0
"ENSMUST00000167087" "ENSMUST00000167087" "Eif4ebp2" "ENSMUSG00000020091" "protein_coding" "gap" "chr10-61435104-61452401" "chr10-61440257-61440745" 0
"ENSMUST00000106310" "ENSMUST00000106310" "Foxj3" "ENSMUSG00000032998" "protein_coding" "utr" "chr4-119626405-119629119" "chr4-119630806-119632282" 1686
"ENSMUST00000064097" "ENSMUST00000064097" "8030423F21Rik" "ENSMUSG00000052295" "lincRNA" "gap" "chr5-52613305-52618886" "chr5-52613475-52614108" 0
"ENSMUST00000131390" "ENSMUST00000131390" "Mfsd9" "ENSMUSG00000041945" "protein_coding" "gap" "chr1-40774547-40781380" "chr1-40776079-40777411" 0
"ENSMUSE00001276794" "ENSMUST00000029658" "Enpep" "ENSMUSG00000028024" "protein_coding" "exon" "chr3-129331862-129332720" "chr3-129342629-129343267" 9908
"ENSMUST00000020017" "ENSMUST00000020017" "Aim1" "ENSMUSG00000019866" "protein_coding" "cds" "chr10-43979481-43979607" "chr10-43978514-43980633" 0
"ENSMUST00000136493" "ENSMUST00000136493" "Nlrp1b" "ENSMUSG00000070390" "protein_coding" "gap" "chr11-71173130-71216856" "chr11-71198762-71199935" 0
"ENSMUST00000111644" "ENSMUST00000111644" "Stk38l" "ENSMUSG00000001630" "protein_coding" "gap" "chr6-146760173-146766194" "chr6-146760751-146761106" 0
"ENSMUSE00000758954" "ENSMUST00000125575" "Gm14100" "ENSMUSG00000087585" "lincRNA" "exon" "chr2-133465531-133465784" "chr2-133501199-133502105" 35414
"ENSMUSE00000863721" "ENSMUST00000159906" "Rb1cc1" "ENSMUSG00000025907" "protein_coding" "exon" "chr1-6206197-6206270" "chr1-6188242-6189105" 17091
"ENSMUSE00000661673" "ENSMUST00000018478" "Ksr1" "ENSMUSG00000018334" "protein_coding" "exon" "chr11-79146055-79146407" "chr11-79181673-79182715" 35265
"ENSMUSE00000823789" "ENSMUST00000138842" "Tec" "ENSMUSG00000029217" "protein_coding" "exon" "chr5-72868394-72868483" "chr5-72873672-72873997" 5188
"ENSMUST00000120796" "ENSMUST00000120796" "Kcnt2" "ENSMUSG00000052726" "protein_coding" "gap" "chr1-140383096-140425192" "chr1-140409478-140409958" 0
"ENSMUSE00000361574" "ENSMUST00000039517" "Syde2" "ENSMUSG00000036863" "protein_coding" "exon" "chr3-145987870-145989169" "chr3-145980746-145981314" 6555
"ENSMUST00000040718" "ENSMUST00000040718" "Ostm1" "ENSMUSG00000038280" "protein_coding" "utr" "chr10-42700539-42702459" "chr10-42729858-42730386" 27398
"ENSMUSE00000688472" "ENSMUST00000032443" "Far2" "ENSMUSG00000030303" "protein_coding" "exon" "chr6-148047259-148047512" "chr6-147988754-147989092" 58166
"ENSMUST00000154169" "ENSMUST00000154169" "Rell1" "ENSMUSG00000047881" "protein_coding" "gap" "chr5-63911152-63924734" "chr5-63923221-63923947" 0
"ENSMUST00000111741.1" "ENSMUST00000111741" "Add3" "ENSMUSG00000025026" "protein_coding" "utr" "chr19-53245291-53247399" "chr19-53256760-53259709" 9360
"ENSMUST00000145374" "ENSMUST00000145374" "Mroh7" "ENSMUSG00000047502" "protein_coding" "gap" "chr4-106684012-106690214" "chr4-106688482-106689210" 0
"ENSMUSE00000888922" "ENSMUST00000164904" "Ubl3" "ENSMUSG00000001687" "protein_coding" "exon" "chr5-148552638-148552789" "chr5-148580406-148580947" 27616
"ENSMUSE00000896857" "ENSMUST00000169389" "Gm6811" "ENSMUSG00000091550" "protein_coding" "exon" "chr17-21093172-21094704" "chr17-21065248-21065929" 27242
"ENSMUST00000110089" "ENSMUST00000110089" "Mkks" "ENSMUSG00000027274" "protein_coding" "utr" "chr2-136873780-136874265" "chr2-136843521-136843815" 29964
"ENSMUSE00001031340" "ENSMUST00000167776" "Tle4" "ENSMUSG00000024642" "protein_coding" "exon" "chr19-14597368-14598051" "chr19-14655209-14656542" 57157
"ENSMUST00000105304" "ENSMUST00000105304" "Bpifc" "ENSMUSG00000050108" "protein_coding" "gap" "chr10-85996066-86000515" "chr10-85998991-85999288" 0
"ENSMUST00000088649" "ENSMUST00000088649" "Cpne8" "ENSMUSG00000052560" "protein_coding" "gap" "chr15-90584942-90615110" "chr15-90589529-90589849" 0
"ENSMUSE00000916368" "ENSMUST00000163193" "Hlcs" "ENSMUSG00000040820" "protein_coding" "exon" "chr16-94313518-94313563" "chr16-94315242-94315538" 1678
"ENSMUSE00000477232" "ENSMUST00000057481" "Nup160" "ENSMUSG00000051329" "protein_coding" "exon" "chr2-90677215-90677470" "chr2-90639339-90641762" 35452
"ENSMUSE00000937570" "ENSMUST00000173230" "Mapk6" "ENSMUSG00000042688" "protein_coding" "exon" "chr9-75369062-75369149" "chr9-75363013-75363607" 5454
"ENSMUST00000106091" "ENSMUST00000106091" "Gjb3" "ENSMUSG00000042367" "protein_coding" "gap" "chr4-127326772-127329075" "chr4-127327229-127328727" 0
"ENSMUST00000041008" "ENSMUST00000041008" "Fntb" "ENSMUSG00000033373" "protein_coding" "utr" "chr12-76920208-76921412" "chr12-76926697-76927721" 5284
"ENSMUST00000076169" "ENSMUST00000076169" "Mtx3" "ENSMUSG00000021704" "protein_coding" "utr" "chr13-92852895-92858230" "chr13-92884794-92885453" 26563
"ENSMUSE00000370027" "ENSMUST00000051482" "Kcng3" "ENSMUSG00000045053" "protein_coding" "exon" "chr17-83630963-83631895" "chr17-83649943-83651854" 18047
"ENSMUST00000059383" "ENSMUST00000059383" "Fhl4" "ENSMUSG00000050035" "protein_coding" "utr" "chr10-85097019-85098075" "chr10-85082574-85082811" 14207
"ENSMUST00000089317.2" "ENSMUST00000089317" "Magi1" "ENSMUSG00000045095" "protein_coding" "gap" "chr6-93943321-94283009" "chr6-94060665-94061690" 0
"ENSMUST00000108295" "ENSMUST00000108295" "Unc119" "ENSMUSG00000002058" "protein_coding" "utr" "chr11-78348644-78349164" "chr11-78349578-78350112" 413
"ENSMUST00000139340" "ENSMUST00000139340" "Nsl1" "ENSMUSG00000062510" "protein_coding" "gap" "chr1-191071233-191076616" "chr1-191071527-191072983" 0
"ENSMUST00000169232" "ENSMUST00000169232" "Lypd6" "ENSMUSG00000050447" "protein_coding" "cds" "chr2-50188711-50188841" "chr2-50188759-50189248" 0
"ENSMUST00000169573" "ENSMUST00000169573" "Myzap" "ENSMUSG00000041361" "protein_coding" "gap" "chr9-71579698-71592189" "chr9-71584722-71585281" 0
"ENSMUSE00000696921" "ENSMUST00000049721" "Fam3b" "ENSMUSG00000022938" "protein_coding" "exon" "chr16-97504823-97504936" "chr16-97521701-97524127" 16764
"ENSMUST00000155020" "ENSMUST00000155020" "RP24-426M1.3" "ENSMUSG00000104217" "protein_coding" "gap" "chr1-4841133-4867469" "chr1-4841925-4842620" 0
"ENSMUST00000156572" "ENSMUST00000156572" "Arf3" "ENSMUSG00000051853" "protein_coding" "gap" "chr15-98742830-98762724" "chr15-98747268-98748331" 0
"ENSMUSE00000233731" "ENSMUST00000027649" "Nr5a2" "ENSMUSG00000026398" "protein_coding" "exon" "chr1-136960227-136960448" "chr1-137213713-137214139" 253264
"ENSMUSE00000816596" "ENSMUST00000139894" "1700028P15Rik" "ENSMUSG00000086823" "processed_transcript" "exon" "chr2-171956879-171957159" "chr2-171718692-171719681" 237197
"ENSMUSE00001052187.1" "ENSMUST00000180091" "n-R5s93" "ENSMUSG00000096219" "rRNA" "exon" "chr8-5069259-5069377" "chr8-5030577-5031727" 37531
"ENSMUST00000181301" "ENSMUST00000181301" "Gm26904" "ENSMUSG00000097560" "lincRNA" "gap" "chr17-46471537-46599918" "chr17-46557631-46558235" 0
"ENSMUSE00001276794.1" "ENSMUST00000029658" "Enpep" "ENSMUSG00000028024" "protein_coding" "exon" "chr3-129331862-129332720" "chr3-129350966-129351985" 18245
"ENSMUSE00000679805" "ENSMUST00000069686" "Rnf180" "ENSMUSG00000021720" "protein_coding" "exon" "chr13-105270905-105271039" "chr13-105312583-105313460" 41543
"ENSMUSE00000785178" "ENSMUST00000130945" "Gm12132" "ENSMUSG00000085301" "lincRNA" "exon" "chr11-40008194-40008368" "chr11-39780071-39780330" 227863
"ENSMUST00000140042" "ENSMUST00000140042" "Lrrc16a" "ENSMUSG00000021338" "protein_coding" "gap" "chr13-24178258-24276456" "chr13-24245658-24247173" 0
"ENSMUST00000156238" "ENSMUST00000156238" "Slc4a4" "ENSMUSG00000060961" "protein_coding" "gap" "chr5-88954958-89028292" "chr5-88972192-88972779" 0
"ENSMUST00000078647" "ENSMUST00000078647" "Rab43" "ENSMUSG00000030055" "protein_coding" "utr" "chr6-87788853-87792589" "chr6-87785466-87785902" 2950
"ENSMUST00000110551" "ENSMUST00000110551" "Sord" "ENSMUSG00000027227" "protein_coding" "gap" "chr2-122260356-122263187" "chr2-122260386-122262245" 0
"ENSMUST00000151894" "ENSMUST00000151894" "Pfkp" "ENSMUSG00000021196" "protein_coding" "gap" "chr13-6635999-6648570" "chr13-6641276-6643102" 0
"ENSMUST00000114458" "ENSMUST00000114458" "Nfkbiz" "ENSMUSG00000035356" "protein_coding" "utr" "chr16-55811375-55812729" "chr16-55691019-55691400" 119974
"ENSMUST00000105297.1" "ENSMUST00000105297" "Nr1h4" "ENSMUSG00000047638" "protein_coding" "gap" "chr10-89456645-89473751" "chr10-89460052-89460402" 0
"ENSMUSE00001323770" "ENSMUST00000191428" "Fat1" "ENSMUSG00000070047" "protein_coding" "exon" "chr8-44935447-44935621" "chr8-44819407-44820064" 115382
"ENSMUST00000065856" "ENSMUST00000065856" "Hunk" "ENSMUSG00000053414" "protein_coding" "gap" "chr16-90386717-90432513" "chr16-90405671-90406251" 0
"ENSMUST00000119133" "ENSMUST00000119133" "1700064H15Rik" "ENSMUSG00000082766" "protein_coding" "gap" "chr3-19610572-19628487" "chr3-19612408-19612569" 0
"ENSMUSE00001142524" "ENSMUST00000180974" "C920006O11Rik" "ENSMUSG00000097574" "lincRNA" "exon" "chr9-78177825-78178879" "chr9-78178879-78179312" 0
"ENSMUST00000165957" "ENSMUST00000165957" "Vrk3" "ENSMUSG00000002205" "protein_coding" "utr" "chr7-44752115-44752176" "chr7-44752101-44752513" 0
"ENSMUSE00000716455" "ENSMUST00000117377" "Spock3" "ENSMUSG00000054162" "protein_coding" "exon" "chr8-62951009-62951301" "chr8-62708518-62708997" 242011
"ENSMUST00000127825" "ENSMUST00000127825" "Sh3tc1" "ENSMUSG00000036553" "protein_coding" "cds" "chr5-35710861-35710994" "chr5-35710299-35710937" 0
"ENSMUST00000128112" "ENSMUST00000128112" "C530008M17Rik" "ENSMUSG00000036377" "protein_coding" "gap" "chr5-76657854-76759585" "chr5-76684632-76685689" 0
"ENSMUST00000130926" "ENSMUST00000130926" "Mta1" "ENSMUSG00000021144" "protein_coding" "gap" "chr12-113112214-113116987" "chr12-113114135-113115606" 0
"ENSMUST00000105612" "ENSMUST00000105612" "Nadk" "ENSMUSG00000029063" "protein_coding" "cds" "chr4-155582614-155582648" "chr4-155582223-155582946" 0
"ENSMUST00000168878" "ENSMUST00000168878" "Shroom3" "ENSMUSG00000029381" "protein_coding" "gap" "chr5-92683832-92780752" "chr5-92729444-92730286" 0
"ENSMUSE00000850967" "ENSMUST00000160787" "Sepp1" "ENSMUSG00000064373" "protein_coding" "exon" "chr15-3268547-3268768" "chr15-3222486-3223247" 45299
"ENSMUST00000120904" "ENSMUST00000120904" "Hecw2" "ENSMUSG00000042807" "protein_coding" "gap" "chr1-53813334-53826875" "chr1-53816318-53816838" 0
"ENSMUST00000005406" "ENSMUST00000005406" "App" "ENSMUSG00000022892" "protein_coding" "gap" "chr16-85120698-85173501" "chr16-85144352-85145161" 0
