"tx_id" "gene_name" "gene_id" "gene_biotype" "type" "closest_region" "query_region" "distance"
"ENSMUST00000187603" "ENSMUST00000187603" "1700025G04Rik" "ENSMUSG00000032666" "protein_coding" "gap" "chr1-152006768-152089931" "chr1-152024465-152025697" 0
"ENSMUSE00000384709" "ENSMUST00000023509" "Klhl24" "ENSMUSG00000062901" "protein_coding" "exon" "chr16-20097554-20097671" "chr16-20063265-20063964" 33589
"ENSMUSE00001052187" "ENSMUST00000180091" "n-R5s93" "ENSMUSG00000096219" "rRNA" "exon" "chr8-5069259-5069377" "chr8-5073679-5074102" 4301
"ENSMUSE00001322244" "ENSMUST00000190368" "Gm28465" "ENSMUSG00000101540" "protein_coding" "exon" "chr13-6395716-6395958" "chr13-6255219-6256615" 139100
"ENSMUSE00000679038" "ENSMUST00000078170" "Dynlrb2" "ENSMUSG00000034467" "protein_coding" "exon" "chr8-116505015-116505049" "chr8-116111873-116112472" 392542
"ENSMUST00000063989" "ENSMUST00000063989" "Zfp438" "ENSMUSG00000050945" "protein_coding" "utr" "chr18-5210031-5210639" "chr18-5202802-5203437" 6593
"ENSMUST00000111644" "ENSMUST00000111644" "Stk38l" "ENSMUSG00000001630" "protein_coding" "gap" "chr6-146758606-146760120" "chr6-146759157-146759433" 0
"ENSMUSE00000769356" "ENSMUST00000127166" "9130409J20Rik" "ENSMUSG00000085683" "lincRNA" "exon" "chr11-66964156-66965016" "chr11-66968426-66969175" 3409
"ENSMUST00000110551" "ENSMUST00000110551" "Sord" "ENSMUSG00000027227" "protein_coding" "gap" "chr2-122260356-122263187" "chr2-122260386-122262245" 0
"ENSMUSE00000436784" "ENSMUST00000038107" "Cited2" "ENSMUSG00000039910" "protein_coding" "exon" "chr10-17723228-17723459" "chr10-17427271-17427753" 295474
"ENSMUSE00001341643" "ENSMUST00000193894" "RP23-172L16.3" "ENSMUSG00000102682" "lincRNA" "exon" "chr1-184358329-184358565" "chr1-184274618-184277520" 80808
"ENSMUSE00000954713" "ENSMUST00000188912" "Pbx1" "ENSMUSG00000052534" "protein_coding" "exon" "chr1-168431314-168432270" "chr1-168737258-168738158" 304987
"ENSMUST00000071874" "ENSMUST00000071874" "Ano6" "ENSMUSG00000064210" "protein_coding" "gap" "chr15-95791057-95864224" "chr15-95858806-95859713" 0
"ENSMUST00000129141" "ENSMUST00000129141" "Plb1" "ENSMUSG00000029134" "protein_coding" "gap" "chr5-32262424-32263673" "chr5-32262590-32262872" 0
"ENSMUSE00000843925" "ENSMUST00000096357" "Ncf4" "ENSMUSG00000071715" "protein_coding" "exon" "chr15-78244801-78245087" "chr15-78233993-78235353" 9447
"ENSMUSE00000679039" "ENSMUST00000109104" "Maf" "ENSMUSG00000055435" "protein_coding" "exon" "chr8-115701435-115707794" "chr8-116066889-116068309" 359094
"ENSMUSE00000609872" "ENSMUST00000061673" "Itga1" "ENSMUSG00000042284" "protein_coding" "exon" "chr13-115101471-115101964" "chr13-115606364-115606900" 504399
"ENSMUST00000149322" "ENSMUST00000149322" "Pccb" "ENSMUSG00000032527" "protein_coding" "cds" "chr9-100985531-100985631" "chr9-100984773-100985572" 0
"ENSMUST00000132838" "ENSMUST00000132838" "Slc38a8" "ENSMUSG00000034224" "protein_coding" "gap" "chr8-119487421-119492244" "chr8-119488097-119489277" 0
"ENSMUSE00000679805" "ENSMUST00000069686" "Rnf180" "ENSMUSG00000021720" "protein_coding" "exon" "chr13-105270905-105271039" "chr13-105312583-105313460" 41543
"ENSMUSE00000732376" "ENSMUST00000040917" "Rps27l" "ENSMUSG00000036781" "protein_coding" "exon" "chr9-66946086-66946180" "chr9-66942477-66943127" 2958
"ENSMUSE00000586706" "ENSMUST00000098603" "Tet2" "ENSMUSG00000040943" "protein_coding" "exon" "chr3-133544200-133544390" "chr3-133555272-133555905" 10881
"ENSMUST00000180233" "ENSMUST00000180233" "Ppp2r3d" "ENSMUSG00000093803" "protein_coding" "cds" "chr9-124440795-124440897" "chr9-124438864-124441075" 0
"ENSMUST00000143559" "ENSMUST00000143559" "4930547E08Rik" "ENSMUSG00000086687" "processed_transcript" "gap" "chr2-103806260-103810472" "chr2-103810409-103810779" 0
"ENSMUST00000089162" "ENSMUST00000089162" "Edem1" "ENSMUSG00000030104" "protein_coding" "utr" "chr6-108855557-108859356" "chr6-109001349-109002590" 141992
"ENSMUSE00000384764" "ENSMUST00000053407" "Alkbh8" "ENSMUSG00000025899" "protein_coding" "exon" "chr9-3335478-3335594" "chr9-3327910-3328719" 6758
"ENSMUSE00000623112" "ENSMUST00000045748" "Pdk3" "ENSMUSG00000035232" "protein_coding" "exon" "chrX-93831847-93832201" "chrX-93862333-93863019" 30131
"ENSMUST00000165028" "ENSMUST00000165028" "Mier2" "ENSMUSG00000042570" "protein_coding" "cds" "chr10-79545045-79545196" "chr10-79543249-79545140" 0
"ENSMUST00000179489" "ENSMUST00000179489" "Eftud1" "ENSMUSG00000038563" "protein_coding" "utr" "chr7-82777680-82777852" "chr7-82785205-82786191" 7352
"ENSMUST00000169134" "ENSMUST00000169134" "Fbxl17" "ENSMUSG00000023965" "protein_coding" "gap" "chr17-63225102-63356747" "chr17-63340362-63341681" 0
"ENSMUST00000145195" "ENSMUST00000145195" "Slc9b2" "ENSMUSG00000037994" "protein_coding" "gap" "chr3-135336575-135342269" "chr3-135341040-135341545" 0
"ENSMUST00000003818" "ENSMUST00000003818" "Insig2" "ENSMUSG00000003721" "protein_coding" "utr" "chr1-121304353-121305905" "chr1-121284024-121284696" 19656
"ENSMUST00000182790" "ENSMUST00000182790" "Ano4" "ENSMUSG00000035189" "protein_coding" "gap" "chr10-88949783-88952189" "chr10-88949861-88950588" 0
"ENSMUSE00000850967" "ENSMUST00000160787" "Sepp1" "ENSMUSG00000064373" "protein_coding" "exon" "chr15-3268547-3268768" "chr15-3222486-3223247" 45299
"ENSMUSE00000749093" "ENSMUST00000150455" "Gm12514" "ENSMUSG00000087614" "lincRNA" "exon" "chr4-55279343-55279479" "chr4-55288269-55288551" 8789
"ENSMUST00000143324" "ENSMUST00000143324" "Gm10649" "ENSMUSG00000074235" "processed_transcript" "gap" "chr8-76605495-76738388" "chr8-76618766-76619072" 0
"ENSMUST00000064097" "ENSMUST00000064097" "8030423F21Rik" "ENSMUSG00000052295" "lincRNA" "gap" "chr5-52613305-52618886" "chr5-52613475-52614108" 0
"ENSMUST00000028950" "ENSMUST00000028950" "Sdcbp2" "ENSMUSG00000027456" "protein_coding" "gap" "chr2-151572705-151582692" "chr2-151580550-151581474" 0
"ENSMUST00000004756" "ENSMUST00000004756" "Wwox" "ENSMUSG00000004637" "protein_coding" "utr" "chr8-115351827-115352708" "chr8-115441444-115441599" 88735
"ENSMUST00000162853" "ENSMUST00000162853" "Ppm1h" "ENSMUSG00000034613" "protein_coding" "gap" "chr10-122679431-122782182" "chr10-122693599-122694184" 0
"ENSMUST00000167492" "ENSMUST00000167492" "Reg3d" "ENSMUSG00000068341" "protein_coding" "utr" "chr6-78375874-78376070" "chr6-78374177-78375293" 580
"ENSMUST00000041500" "ENSMUST00000041500" "Srxn1" "ENSMUSG00000032802" "protein_coding" "cds" "chr2-152108989-152109192" "chr2-152108694-152109893" 0
"ENSMUST00000029780" "ENSMUST00000029780" "Ptbp2" "ENSMUSG00000028134" "protein_coding" "utr" "chr3-119718742-119720327" "chr3-119701129-119702445" 16296
"ENSMUST00000177544" "ENSMUST00000177544" "Senp6" "ENSMUSG00000034252" "protein_coding" "gap" "chr9-80068089-80087429" "chr9-80086547-80086960" 0
"ENSMUST00000021610" "ENSMUST00000021610" "Chga" "ENSMUSG00000021194" "protein_coding" "cds" "chr12-102564610-102564693" "chr12-102564506-102565681" 0
"ENSMUST00000108723" "ENSMUST00000108723" "Lrrc48" "ENSMUSG00000056598" "protein_coding" "gap" "chr11-60387364-60388812" "chr11-60387696-60388611" 0
"ENSMUSE00000797919" "ENSMUST00000149481" "Gm11986" "ENSMUSG00000087637" "lincRNA" "exon" "chr11-7289505-7290374" "chr11-7474045-7474602" 183670
"ENSMUSE00000676127" "ENSMUST00000108259" "Gpr160" "ENSMUSG00000037661" "protein_coding" "exon" "chr3-30855950-30856057" "chr3-30847280-30847982" 7967
"ENSMUSE00000640780" "ENSMUST00000099328" "Anapc15-ps" "ENSMUSG00000074780" "protein_coding" "exon" "chr10-95673397-95673451" "chr10-95689725-95690238" 16273
"ENSMUSE00000428268" "ENSMUST00000063988" "Tbl1xr1" "ENSMUSG00000027630" "protein_coding" "exon" "chr3-22076652-22076954" "chr3-22010395-22010796" 65855
"ENSMUSE00000891807" "ENSMUST00000172332" "Ccdc71l" "ENSMUSG00000090946" "protein_coding" "exon" "chr12-32378704-32382943" "chr12-32307178-32308055" 70648
"ENSMUST00000106128" "ENSMUST00000106128" "Lphn2" "ENSMUSG00000028184" "protein_coding" "utr" "chr3-148815586-148817173" "chr3-148798140-148798669" 16916
"ENSMUST00000028836" "ENSMUST00000028836" "Bmp2" "ENSMUSG00000027358" "protein_coding" "utr" "chr2-133561716-133562885" "chr2-133738592-133739830" 175706
"ENSMUSE00001324789" "ENSMUST00000186843" "1700016G22Rik" "ENSMUSG00000100625" "lincRNA" "exon" "chr13-5855508-5855951" "chr13-5366982-5367774" 487733
"ENSMUST00000144283" "ENSMUST00000144283" "Lgals8" "ENSMUSG00000057554" "protein_coding" "gap" "chr13-12456433-12459173" "chr13-12456457-12457228" 0
"ENSMUSE00000347028" "ENSMUST00000040260" "Frrs1" "ENSMUSG00000033386" "protein_coding" "exon" "chr3-116878227-116878450" "chr3-116846090-116846540" 31686
"ENSMUST00000037998" "ENSMUST00000037998" "Tram2" "ENSMUSG00000041779" "protein_coding" "gap" "chr1-21037461-21078993" "chr1-21072772-21073470" 0
"ENSMUST00000162817" "ENSMUST00000162817" "Fhit" "ENSMUSG00000060579" "protein_coding" "gap" "chr14-10421614-10729724" "chr14-10568942-10569626" 0
"ENSMUSE00000846719" "ENSMUST00000157584" "Gm23752" "ENSMUSG00000088209" "rRNA" "exon" "chr12-5843712-5843826" "chr12-5736010-5736461" 107250
"ENSMUSE00000752291" "ENSMUST00000156541" "Gm13912" "ENSMUSG00000086758" "lincRNA" "exon" "chr2-108183716-108185344" "chr2-108156189-108156546" 27169
"ENSMUST00000184949" "ENSMUST00000184949" "Il6st" "ENSMUSG00000021756" "protein_coding" "gap" "chr13-112481545-112487708" "chr13-112486172-112486895" 0
"ENSMUST00000133939" "ENSMUST00000133939" "4933427G17Rik" "ENSMUSG00000030877" "protein_coding" "gap" "chr7-121000218-121014519" "chr7-121003782-121004517" 0
"ENSMUSE00000382479" "ENSMUST00000032330" "Emp1" "ENSMUSG00000030208" "protein_coding" "exon" "chr6-135362931-135363102" "chr6-135347554-135348051" 14879
"ENSMUST00000112621" "ENSMUST00000112621" "Ccdc93" "ENSMUSG00000026339" "protein_coding" "cds" "chr1-121463099-121463185" "chr1-121462372-121464580" 0
"ENSMUST00000173408" "ENSMUST00000173408" "Bicd1" "ENSMUSG00000003452" "protein_coding" "gap" "chr6-149409642-149483983" "chr6-149457190-149457785" 0
"ENSMUST00000173899" "ENSMUST00000173899" "Mecom" "ENSMUSG00000027684" "protein_coding" "gap" "chr3-30009898-30237977" "chr3-30165370-30166954" 0
"ENSMUSE00000413320" "ENSMUST00000037270" "D15Ertd621e" "ENSMUSG00000037119" "protein_coding" "exon" "chr15-58415468-58415777" "chr15-58397069-58397657" 17810
"ENSMUSE00000503256" "ENSMUST00000022895" "Grhl2" "ENSMUSG00000022286" "protein_coding" "exon" "chr15-37233036-37233406" "chr15-37200953-37201417" 31618
"ENSMUST00000195372" "ENSMUST00000195372" "Disp1" "ENSMUSG00000030768" "protein_coding" "utr" "chr1-183086266-183086288" "chr1-183047038-183049279" 36986
"ENSMUSE00001340098" "ENSMUST00000051239" "Sptssb" "ENSMUSG00000043461" "protein_coding" "exon" "chr3-69859831-69859940" "chr3-69869667-69870221" 9726
"ENSMUSE00000927112" "ENSMUST00000173356" "Greb1l" "ENSMUSG00000042942" "protein_coding" "exon" "chr18-10325177-10325289" "chr18-10255281-10255827" 69349
"ENSMUST00000046993" "ENSMUST00000046993" "Dnah3" "ENSMUSG00000052273" "protein_coding" "gap" "chr7-119956204-119962134" "chr7-119959471-119960033" 0
"ENSMUST00000171737" "ENSMUST00000171737" "Odc1" "ENSMUSG00000011179" "protein_coding" "utr" "chr12-17550752-17551502" "chr12-17551155-17551955" 0
"ENSMUST00000149034" "ENSMUST00000149034" "Slc39a11" "ENSMUSG00000041654" "protein_coding" "gap" "chr11-113464096-113523465" "chr11-113512131-113512615" 0
"ENSMUST00000024981" "ENSMUST00000024981" "Hn1l" "ENSMUSG00000024165" "protein_coding" "gap" "chr17-24948781-24956017" "chr17-24950704-24951073" 0
"ENSMUST00000006949" "ENSMUST00000006949" "Tph2" "ENSMUSG00000006764" "protein_coding" "utr" "chr10-115078641-115079666" "chr10-115035670-115036178" 42462
"ENSMUSE00000500813" "ENSMUST00000016106" "1700016C15Rik" "ENSMUSG00000015962" "protein_coding" "exon" "chr1-177729814-177729961" "chr1-177708451-177709225" 20588
"ENSMUST00000054002" "ENSMUST00000054002" "Socs3" "ENSMUSG00000053113" "protein_coding" "utr" "chr11-117966079-117967552" "chr11-117944507-117944815" 21263
"ENSMUSE00000733689" "ENSMUST00000047812" "Dpp4" "ENSMUSG00000035000" "protein_coding" "exon" "chr2-62411786-62412231" "chr2-62419870-62420622" 7638
"ENSMUST00000064930" "ENSMUST00000064930" "C130026L21Rik" "ENSMUSG00000052848" "protein_coding" "utr" "chr5-111585988-111587945" "chr5-111633372-111633890" 45426
"ENSMUSE00000370020" "ENSMUST00000084299" "Akirin2" "ENSMUSG00000028291" "protein_coding" "exon" "chr4-34550937-34551273" "chr4-34498412-34499596" 51340
"ENSMUSE00000456791" "ENSMUST00000029845" "Ddah1" "ENSMUSG00000028194" "protein_coding" "exon" "chr3-145758675-145759164" "chr3-145750252-145750561" 8113
"ENSMUST00000154182" "ENSMUST00000154182" "Cald1" "ENSMUSG00000029761" "protein_coding" "gap" "chr6-34686075-34741788" "chr6-34713132-34713516" 0
"ENSMUST00000099401" "ENSMUST00000099401" "Lbx1" "ENSMUSG00000025216" "protein_coding" "utr" "chr19-45232684-45233733" "chr19-45205221-45206012" 26671
"ENSMUST00000039652" "ENSMUST00000039652" "Ins1" "ENSMUSG00000035804" "protein_coding" "utr" "chr19-52264951-52265456" "chr19-52448824-52449922" 183367
"ENSMUST00000113466" "ENSMUST00000113466" "Fgd5" "ENSMUSG00000034037" "protein_coding" "gap" "chr6-92024634-92038024" "chr6-92030290-92031249" 0
"ENSMUST00000064460" "ENSMUST00000064460" "St6galnac3" "ENSMUSG00000052544" "protein_coding" "gap" "chr3-153206726-153411461" "chr3-153237047-153237553" 0
"ENSMUSE00001052187.1" "ENSMUST00000180091" "n-R5s93" "ENSMUSG00000096219" "rRNA" "exon" "chr8-5069259-5069377" "chr8-5003402-5003645" 65613
"ENSMUST00000020448" "ENSMUST00000020448" "Irak3" "ENSMUSG00000020227" "protein_coding" "utr" "chr10-120141648-120142714" "chr10-120135929-120136562" 5085
"ENSMUSE00000716940" "ENSMUST00000117396" "Ncapg" "ENSMUSG00000015880" "protein_coding" "exon" "chr5-45669922-45670133" "chr5-45658264-45658659" 11262
"ENSMUST00000170356" "ENSMUST00000170356" "Dpy19l1" "ENSMUSG00000043067" "protein_coding" "gap" "chr9-24485730-24502838" "chr9-24488247-24488743" 0
"ENSMUST00000057495" "ENSMUST00000057495" "Tmem161b" "ENSMUSG00000035762" "protein_coding" "gap" "chr13-84260241-84272170" "chr13-84264515-84264904" 0
"ENSMUSE00000734576" "ENSMUST00000135984" "Lrmp" "ENSMUSG00000030263" "protein_coding" "exon" "chr6-145115653-145115731" "chr6-145106067-145106707" 8945
"ENSMUST00000137078" "ENSMUST00000137078" "Hipk1" "ENSMUSG00000008730" "protein_coding" "gap" "chr3-103756751-103758534" "chr3-103756860-103757418" 0
"ENSMUSE00001338103" "ENSMUST00000195724" "Mbnl1" "ENSMUSG00000027763" "protein_coding" "exon" "chr3-60472830-60472884" "chr3-60320289-60320649" 152180
"ENSMUST00000163007" "ENSMUST00000163007" "Pam" "ENSMUSG00000026335" "protein_coding" "gap" "chr1-98074177-98095484" "chr1-98092544-98092925" 0
"ENSMUSE00000472055" "ENSMUST00000016088" "Gatsl2" "ENSMUSG00000015944" "protein_coding" "exon" "chr5-134099711-134100151" "chr5-133450426-133450753" 648957
"ENSMUST00000046614" "ENSMUST00000046614" "Gipc2" "ENSMUSG00000039131" "protein_coding" "cds" "chr3-152102619-152102700" "chr3-152102205-152103365" 0
"ENSMUST00000169951" "ENSMUST00000169951" "Setd3" "ENSMUSG00000056770" "protein_coding" "gap" "chr12-108119165-108162972" "chr12-108141652-108142031" 0
"ENSMUST00000020969" "ENSMUST00000020969" "Cmpk2" "ENSMUSG00000020638" "protein_coding" "utr" "chr12-26478130-26479835" "chr12-26531544-26533389" 51708
"ENSMUSE00000455618" "ENSMUST00000063982" "Fzd5" "ENSMUSG00000045005" "protein_coding" "exon" "chr1-64737133-64737751" "chr1-64753737-64753969" 15985
"ENSMUST00000072972" "ENSMUST00000072972" "Vmn1r215" "ENSMUSG00000099917" "protein_coding" "cds" "chr13-23075792-23076694" "chr13-23087489-23087848" 10794
"ENSMUST00000143376" "ENSMUST00000143376" "Stxbp6" "ENSMUSG00000046314" "protein_coding" "gap" "chr12-44902991-45019466" "chr12-44924475-44925065" 0
"ENSMUSE00001002684" "ENSMUST00000171804" "Slc15a5" "ENSMUSG00000044378" "protein_coding" "exon" "chr6-138079577-138079916" "chr6-138101808-138102125" 21891
"ENSMUST00000172203" "ENSMUST00000172203" "Vmn2r103" "ENSMUSG00000091771" "protein_coding" "cds" "chr17-19811611-19812536" "chr17-19908962-19909392" 96425
"ENSMUST00000053594" "ENSMUST00000053594" "Cradd" "ENSMUSG00000045867" "protein_coding" "utr" "chr10-95174746-95175676" "chr10-95110049-95110630" 64115
"ENSMUST00000120748" "ENSMUST00000120748" "Mgat4c" "ENSMUSG00000019888" "protein_coding" "utr" "chr10-102374435-102374644" "chr10-102373886-102374676" 0
"ENSMUSE00000699117" "ENSMUST00000098760" "Tnfaip8l3" "ENSMUSG00000074345" "protein_coding" "exon" "chr9-54068219-54068411" "chr9-54080362-54080827" 11950
"ENSMUSE00000877476" "ENSMUST00000072632" "Vmn1r192" "ENSMUSG00000099787" "protein_coding" "exon" "chr13-22187146-22188048" "chr13-22202975-22203524" 14926
"ENSMUSE00000867151" "ENSMUST00000161324" "Ppp4r1" "ENSMUSG00000061950" "protein_coding" "exon" "chr17-65782573-65782683" "chr17-65777391-65778388" 4184
"ENSMUSE00000929290" "ENSMUST00000012664" "Phox2b" "ENSMUSG00000012520" "protein_coding" "exon" "chr5-67098701-67099301" "chr5-67155575-67156053" 56273
"ENSMUST00000042664" "ENSMUST00000042664" "Slc16a2" "ENSMUSG00000033965" "protein_coding" "utr" "chrX-103697414-103699746" "chrX-103671330-103671633" 25780
"ENSMUST00000099276" "ENSMUST00000099276" "Atxn7l3b" "ENSMUSG00000074748" "protein_coding" "utr" "chr10-112925430-112928428" "chr10-112882988-112883484" 41945
"ENSMUST00000033727" "ENSMUST00000033727" "Ctps2" "ENSMUSG00000031360" "protein_coding" "utr" "chrX-163031114-163032508" "chrX-163128519-163129198" 96010
"ENSMUST00000155450" "ENSMUST00000155450" "Tpd52" "ENSMUSG00000027506" "protein_coding" "gap" "chr3-8953800-9003279" "chr3-8956832-8957281" 0
"ENSMUST00000184480" "ENSMUST00000184480" "Myo6" "ENSMUSG00000033577" "protein_coding" "gap" "chr9-80165230-80217615" "chr9-80207060-80207431" 0
"ENSMUST00000125738" "ENSMUST00000125738" "Taok3" "ENSMUSG00000061288" "protein_coding" "utr" "chr5-117126301-117126503" "chr5-117125447-117126380" 0
"ENSMUSE00000468671" "ENSMUST00000035732" "Tekt3" "ENSMUSG00000042189" "protein_coding" "exon" "chr11-63061654-63061777" "chr11-63054651-63055029" 6624
"ENSMUSE00000843392" "ENSMUST00000147657" "Tox" "ENSMUSG00000041272" "protein_coding" "exon" "chr4-6991382-6991557" "chr4-7171624-7172013" 180066
"ENSMUST00000110344" "ENSMUST00000110344" "Acoxl" "ENSMUSG00000027380" "protein_coding" "gap" "chr2-128044456-128075846" "chr2-128058583-128059001" 0
"ENSMUST00000032089" "ENSMUST00000032089" "Reg3g" "ENSMUSG00000030017" "protein_coding" "utr" "chr6-78466269-78466484" "chr6-78462870-78463129" 3139
"ENSMUST00000134694" "ENSMUST00000134694" "Itgam" "ENSMUSG00000030786" "protein_coding" "gap" "chr7-128116504-128126807" "chr7-128118857-128119850" 0
"ENSMUSE00001327649.1" "ENSMUST00000185991" "Gm29113" "ENSMUSG00000100354" "lincRNA" "exon" "chr1-69490357-69493788" "chr1-69470654-69471845" 18511
"ENSMUST00000072369" "ENSMUST00000072369" "Vmn1r191" "ENSMUSG00000095916" "protein_coding" "cds" "chr13-22178686-22179582" "chr13-22168021-22168716" 9969
"ENSMUSE00000416496" "ENSMUST00000037198" "Osgin2" "ENSMUSG00000041153" "protein_coding" "exon" "chr4-16013687-16013888" "chr4-16051936-16052353" 38047
"ENSMUSE00000797919.1" "ENSMUST00000149481" "Gm11986" "ENSMUSG00000087637" "lincRNA" "exon" "chr11-7289505-7290374" "chr11-7758807-7759435" 468432
"ENSMUST00000084891" "ENSMUST00000084891" "Pacs2" "ENSMUSG00000021143" "protein_coding" "gap" "chr12-113056968-113059722" "chr12-113059027-113059394" 0
"ENSMUSE00001339557" "ENSMUST00000044190" "Hhat" "ENSMUSG00000037375" "protein_coding" "exon" "chr1-192770980-192771223" "chr1-192794841-192795459" 23617
"ENSMUST00000035657" "ENSMUST00000035657" "Tssc1" "ENSMUSG00000036613" "protein_coding" "gap" "chr12-28766905-28828707" "chr12-28803033-28803506" 0
"ENSMUST00000058099" "ENSMUST00000058099" "F2rl3" "ENSMUSG00000050147" "protein_coding" "utr" "chr8-72763338-72763874" "chr8-72780282-72781067" 16407
"ENSMUST00000169143" "ENSMUST00000169143" "Catsperg1" "ENSMUSG00000049676" "protein_coding" "utr" "chr7-29213916-29213984" "chr7-29213557-29214543" 0
"ENSMUST00000114634" "ENSMUST00000114634" "Boc" "ENSMUSG00000022687" "protein_coding" "gap" "chr16-44521336-44558437" "chr16-44547944-44548338" 0
"ENSMUSE00000519108" "ENSMUST00000074739" "Olfr166" "ENSMUSG00000056822" "protein_coding" "exon" "chr16-19486793-19487830" "chr16-19459023-19459337" 27455
"ENSMUST00000194236" "ENSMUST00000194236" "Trim52" "ENSMUSG00000022113" "protein_coding" "gap" "chr14-106106340-106135416" "chr14-106135369-106135800" 0
"ENSMUST00000128575" "ENSMUST00000128575" "Smco2" "ENSMUSG00000030292" "protein_coding" "gap" "chr6-146852694-146856044" "chr6-146855012-146855632" 0
"ENSMUST00000062122" "ENSMUST00000062122" "Cmya5" "ENSMUSG00000047419" "protein_coding" "cds" "chr13-93089120-93098429" "chr13-93096613-93097169" 0
"ENSMUST00000162265" "ENSMUST00000162265" "Spink14" "ENSMUSG00000051050" "protein_coding" "utr" "chr18-44032023-44032208" "chr18-44041617-44041902" 9408
"ENSMUSE00000408884" "ENSMUST00000043259" "Pde3a" "ENSMUSG00000041741" "protein_coding" "exon" "chr6-141249269-141250543" "chr6-141200038-141200705" 48563
"ENSMUSE00001330120" "ENSMUST00000191599" "Gm28548" "ENSMUSG00000099599" "lincRNA" "exon" "chr9-104384862-104385031" "chr9-104444637-104445274" 59605
"ENSMUSE00000531567" "ENSMUST00000085299" "Daam1" "ENSMUSG00000034574" "protein_coding" "exon" "chr12-71831078-71831331" "chr12-71772780-71773470" 57607
