"tx_id" "gene_name" "gene_id" "gene_biotype" "type" "closest_region" "query_region" "distance"
"ENSMUST00000128496" "ENSMUST00000128496" "Ankrd6" "ENSMUSG00000040183" "protein_coding" "gap" "chr4-32860589-32923296" "chr4-32868990-32869124" 0
"ENSMUST00000139806" "ENSMUST00000139806" "Casz1" "ENSMUSG00000028977" "protein_coding" "gap" "chr4-148934650-148936165" "chr4-148935160-148935693" 0
"ENSMUST00000195181" "ENSMUST00000195181" "P4htm" "ENSMUSG00000006675" "protein_coding" "gap" "chr9-108583833-108596898" "chr9-108587768-108588291" 0
"ENSMUST00000082054" "ENSMUST00000082054" "Rims2" "ENSMUSG00000037386" "protein_coding" "cds" "chr15-39198363-39198538" "chr15-39196525-39199538" 0
"ENSMUST00000109621" "ENSMUST00000109621" "Tox3" "ENSMUSG00000043668" "protein_coding" "utr" "chr8-90247040-90248273" "chr8-90244841-90245017" 2022
"ENSMUST00000143082" "ENSMUST00000143082" "Saal1" "ENSMUSG00000006763" "protein_coding" "utr" "chr7-46686108-46689362" "chr7-46682857-46683101" 3006
"ENSMUST00000156532" "ENSMUST00000156532" "Scarb1" "ENSMUSG00000037936" "protein_coding" "gap" "chr5-125304353-125326033" "chr5-125321964-125322288" 0
"ENSMUST00000095527" "ENSMUST00000095527" "Lrrc74a" "ENSMUSG00000059114" "protein_coding" "utr" "chr12-86763624-86763795" "chr12-86816226-86816486" 52430
"ENSMUST00000113158" "ENSMUST00000113158" "Zbtb34" "ENSMUSG00000068966" "protein_coding" "utr" "chr2-33406108-33410970" "chr2-33393986-33394377" 11730
"ENSMUST00000111346.2" "ENSMUST00000111346" "Rimbp2" "ENSMUSG00000029420" "protein_coding" "gap" "chr5-128845672-128952966" "chr5-128877582-128877858" 0
"ENSMUST00000126002" "ENSMUST00000126002" "D930015M05Rik" "ENSMUSG00000084781" "processed_transcript" "gap" "chr2-92423027-92432057" "chr2-92425045-92425365" 0
"ENSMUST00000174817" "ENSMUST00000174817" "Dnmt3a" "ENSMUSG00000020661" "protein_coding" "gap" "chr12-3873429-3895542" "chr12-3887624-3887967" 0
"ENSMUST00000006721" "ENSMUST00000006721" "Cryba2" "ENSMUSG00000006546" "protein_coding" "utr" "chr1-74893077-74893143" "chr1-74892921-74897128" 0
"ENSMUST00000021734" "ENSMUST00000021734" "Gng4" "ENSMUSG00000021303" "protein_coding" "utr" "chr13-13825376-13827897" "chr13-13862386-13863114" 34488
"ENSMUST00000175681" "ENSMUST00000175681" "Kcnb2" "ENSMUSG00000092083" "protein_coding" "utr" "chr1-15287254-15287484" "chr1-15286415-15287623" 0
"ENSMUST00000059433" "ENSMUST00000059433" "Pced1b" "ENSMUSG00000044250" "protein_coding" "gap" "chr15-97247165-97277333" "chr15-97272298-97272611" 0
"ENSMUSE00000939245" "ENSMUST00000174539" "Dlk1" "ENSMUSG00000040856" "protein_coding" "exon" "chr12-109452823-109453294" "chr12-109441447-109442362" 10460
"ENSMUST00000129308" "ENSMUST00000129308" "Flad1" "ENSMUSG00000042642" "protein_coding" "cds" "chr3-89407409-89407556" "chr3-89407005-89407448" 0
"ENSMUST00000020695" "ENSMUST00000020695" "Tns3" "ENSMUSG00000020422" "protein_coding" "utr" "chr11-8431652-8434493" "chr11-8424183-8425304" 6347
"ENSMUST00000021734.1" "ENSMUST00000021734" "Gng4" "ENSMUSG00000021303" "protein_coding" "utr" "chr13-13784329-13784643" "chr13-13783731-13785845" 0
"ENSMUST00000059826" "ENSMUST00000059826" "Kcnb1" "ENSMUSG00000050556" "protein_coding" "gap" "chr2-167106360-167188056" "chr2-167138829-167139280" 0
"ENSMUST00000047786" "ENSMUST00000047786" "March4" "ENSMUSG00000039372" "protein_coding" "utr" "chr1-72535138-72536930" "chr1-72536215-72537306" 0
"ENSMUST00000140700" "ENSMUST00000140700" "Nudcd3" "ENSMUSG00000053838" "protein_coding" "gap" "chr11-6150628-6193153" "chr11-6184518-6184892" 0
"ENSMUST00000102920" "ENSMUST00000102920" "Gck" "ENSMUSG00000041798" "protein_coding" "utr" "chr11-5949600-5950081" "chr11-5949970-5950262" 0
"ENSMUSE00000117048" "ENSMUST00000021770" "Scgn" "ENSMUSG00000021337" "protein_coding" "exon" "chr13-23990952-23991214" "chr13-23994086-23994330" 2871
"ENSMUST00000153602" "ENSMUST00000153602" "Cerkl" "ENSMUSG00000075256" "protein_coding" "gap" "chr2-79393186-79456550" "chr2-79410374-79410975" 0
"ENSMUSE00000490725" "ENSMUST00000054716" "Actbl2" "ENSMUSG00000055194" "protein_coding" "exon" "chr13-111255013-111257749" "chr13-111099350-111099522" 155490
"ENSMUST00000163867" "ENSMUST00000163867" "Shc2" "ENSMUSG00000020312" "protein_coding" "gap" "chr10-79631336-79637448" "chr10-79631502-79631726" 0
"ENSMUST00000171238" "ENSMUST00000171238" "Zfp516" "ENSMUSG00000058881" "protein_coding" "gap" "chr18-82957450-82986743" "chr18-82983640-82983738" 0
"ENSMUSE00000555729" "ENSMUST00000035346" "Nol4l" "ENSMUSG00000061411" "protein_coding" "exon" "chr2-153529442-153529971" "chr2-153560567-153561343" 30595
"ENSMUST00000188842" "ENSMUST00000188842" "Syt2" "ENSMUSG00000026452" "protein_coding" "gap" "chr1-134663999-134740834" "chr1-134713224-134714469" 0
"ENSMUST00000064762" "ENSMUST00000064762" "Map1b" "ENSMUSG00000052727" "protein_coding" "gap" "chr13-99444297-99508107" "chr13-99501450-99501661" 0
"ENSMUST00000021044" "ENSMUST00000021044" "5530401A14Rik" "ENSMUSG00000020703" "protein_coding" "utr" "chr11-81860679-81861336" "chr11-81860632-81860872" 0
"ENSMUST00000109401" "ENSMUST00000109401" "Tnpo1" "ENSMUSG00000009470" "protein_coding" "gap" "chr13-98890791-98926250" "chr13-98914875-98915087" 0
"ENSMUSE00000733456" "ENSMUST00000123824" "Aen" "ENSMUSG00000030609" "protein_coding" "exon" "chr7-78895854-78896014" "chr7-78887302-78888128" 7725
"ENSMUST00000111346.3" "ENSMUST00000111346" "Rimbp2" "ENSMUSG00000029420" "protein_coding" "gap" "chr5-128845672-128952966" "chr5-128894655-128895010" 0
"ENSMUST00000034510" "ENSMUST00000034510" "Pvrl1" "ENSMUSG00000032012" "protein_coding" "gap" "chr9-43744723-43791036" "chr9-43750101-43750501" 0
"ENSMUST00000170909" "ENSMUST00000170909" "Tfdp1" "ENSMUSG00000038482" "protein_coding" "gap" "chr8-13339740-13357042" "chr8-13356249-13357035" 0
"ENSMUST00000188912" "ENSMUST00000188912" "Pbx1" "ENSMUSG00000052534" "protein_coding" "gap" "chr1-168209596-168427868" "chr1-168354737-168355337" 0
"ENSMUST00000138783" "ENSMUST00000138783" "Gng4" "ENSMUSG00000021303" "protein_coding" "gap" "chr13-13784108-13803598" "chr13-13798931-13799200" 0
"ENSMUST00000145524" "ENSMUST00000145524" "Rap1gap2" "ENSMUSG00000038807" "protein_coding" "gap" "chr11-74441786-74484886" "chr11-74468194-74468659" 0
"ENSMUST00000073056" "ENSMUST00000073056" "Gm21957" "ENSMUSG00000073844" "protein_coding" "cds" "chr7-125219449-125219595" "chr7-125213125-125213399" 6049
"ENSMUST00000029770" "ENSMUST00000029770" "Abcd3" "ENSMUSG00000028127" "protein_coding" "utr" "chr3-121758910-121760231" "chr3-121758338-121758531" 378
"ENSMUST00000080917" "ENSMUST00000080917" "Olfr15" "ENSMUSG00000059043" "protein_coding" "cds" "chr16-3838975-3839913" "chr16-3842945-3843637" 3031
"ENSMUST00000184744" "ENSMUST00000184744" "Kctd12" "ENSMUSG00000098557" "protein_coding" "utr" "chr14-102976581-102981456" "chr14-102926094-102926365" 50215
"ENSMUSE00000460988" "ENSMUST00000060251" "Higd1a" "ENSMUSG00000038412" "protein_coding" "exon" "chr9-121857512-121858000" "chr9-121869956-121870537" 11955
"ENSMUST00000137170" "ENSMUST00000137170" "Lin52" "ENSMUSG00000085793" "protein_coding" "gap" "chr12-84462453-84529689" "chr12-84487554-84487999" 0
"ENSMUSE00000430598" "ENSMUST00000027690" "Avpr1b" "ENSMUSG00000026432" "protein_coding" "exon" "chr1-131599239-131600671" "chr1-131586883-131587195" 12043
"ENSMUST00000165183" "ENSMUST00000165183" "Sstr5" "ENSMUSG00000050824" "protein_coding" "utr" "chr17-25489875-25491164" "chr17-25484676-25485876" 3998
"ENSMUST00000077159" "ENSMUST00000077159" "Mical3" "ENSMUSG00000003178" "protein_coding" "gap" "chr6-121027114-121029646" "chr6-121027276-121027674" 0
"ENSMUST00000189469" "ENSMUST00000189469" "Pdzd2" "ENSMUSG00000022197" "protein_coding" "gap" "chr15-12592911-12716141" "chr15-12675713-12675952" 0
"ENSMUSE00000790634" "ENSMUST00000123997" "Slc6a19" "ENSMUSG00000021565" "protein_coding" "exon" "chr13-73704670-73704865" "chr13-73709541-73710078" 4675
"ENSMUST00000169129" "ENSMUST00000169129" "Sox6" "ENSMUSG00000051910" "protein_coding" "gap" "chr7-115597620-115659515" "chr7-115606125-115606526" 0
"ENSMUST00000161661" "ENSMUST00000161661" "B230216N24Rik" "ENSMUSG00000089706" "processed_transcript" "gap" "chr1-98040314-98047701" "chr1-98047666-98047996" 0
"ENSMUST00000042661" "ENSMUST00000042661" "Ttyh3" "ENSMUSG00000036565" "protein_coding" "gap" "chr5-140636067-140648704" "chr5-140636929-140637443" 0
"ENSMUSE00000894491" "ENSMUST00000109431" "Lincenc1" "ENSMUSG00000078952" "lincRNA" "exon" "chr13-97434970-97435092" "chr13-97384481-97384830" 50139
"ENSMUST00000060722" "ENSMUST00000060722" "Cxxc5" "ENSMUSG00000046668" "protein_coding" "gap" "chr18-35829987-35858392" "chr18-35857121-35857617" 0
"ENSMUSE00000432417" "ENSMUST00000023849" "Ccrn4l" "ENSMUSG00000023087" "protein_coding" "exon" "chr3-51224447-51225287" "chr3-51204972-51205107" 19339
"ENSMUSE00000814341" "ENSMUST00000102707" "Cyp4b1" "ENSMUSG00000028713" "protein_coding" "exon" "chr4-115647508-115647723" "chr4-115657153-115657906" 9429
"ENSMUST00000027579" "ENSMUST00000027579" "Actr3" "ENSMUSG00000026341" "protein_coding" "utr" "chr1-125392905-125393994" "chr1-125378862-125379178" 13726
"ENSMUST00000087195" "ENSMUST00000087195" "Ociad2" "ENSMUSG00000029153" "protein_coding" "gap" "chr5-73329321-73332103" "chr5-73331044-73331372" 0
"ENSMUST00000125567" "ENSMUST00000125567" "Dagla" "ENSMUSG00000035735" "protein_coding" "gap" "chr19-10265096-10269186" "chr19-10265097-10265503" 0
"ENSMUST00000034537" "ENSMUST00000034537" "St3gal4" "ENSMUSG00000032038" "protein_coding" "gap" "chr9-35055650-35116697" "chr9-35098792-35099153" 0
"ENSMUSE00001007876" "ENSMUST00000069483" "Fbrsl1" "ENSMUSG00000043323" "protein_coding" "exon" "chr5-110447880-110448503" "chr5-110466477-110467051" 17973
"ENSMUSE00001323402" "ENSMUST00000189848" "Gm29431" "ENSMUSG00000100728" "lincRNA" "exon" "chr13-54887470-54887554" "chr13-54879352-54879644" 7825
"ENSMUST00000177329" "ENSMUST00000177329" "Scnn1a" "ENSMUSG00000030340" "protein_coding" "gap" "chr6-125322375-125330910" "chr6-125322813-125323051" 0
"ENSMUST00000142772" "ENSMUST00000142772" "Pax6" "ENSMUSG00000027168" "protein_coding" "utr" "chr2-105668935-105669049" "chr2-105666352-105670763" 0
"ENSMUST00000191333" "ENSMUST00000191333" "Map3k19" "ENSMUSG00000051590" "protein_coding" "gap" "chr1-127832797-127834534" "chr1-127833714-127834045" 0
"ENSMUST00000105050" "ENSMUST00000105050" "Krtap16-1" "ENSMUSG00000078253" "protein_coding" "cds" "chr11-99985068-99986576" "chr11-99985292-99986257" 0
"ENSMUST00000006991" "ENSMUST00000006991" "Hcn1" "ENSMUSG00000021730" "protein_coding" "gap" "chr13-117925785-117971566" "chr13-117958991-117959416" 0
"ENSMUST00000180868" "ENSMUST00000180868" "Gm26694" "ENSMUSG00000097518" "lincRNA" "gap" "chr17-25796782-25964770" "chr17-25803127-25803544" 0
"ENSMUSE00000647344" "ENSMUST00000100377" "Nfam1" "ENSMUSG00000058099" "protein_coding" "exon" "chr15-83033113-83033306" "chr15-83034766-83035276" 1459
"ENSMUSE00000761242" "ENSMUST00000142151" "Gm12052" "ENSMUSG00000086256" "lincRNA" "exon" "chr11-22617978-22618487" "chr11-22662082-22663082" 43594
"ENSMUSE00000811988" "ENSMUST00000153810" "A930031H19Rik" "ENSMUSG00000086262" "lincRNA" "exon" "chr4-131010289-131010474" "chr4-131205348-131207646" 194873
"ENSMUST00000020695.1" "ENSMUST00000020695" "Tns3" "ENSMUSG00000020422" "protein_coding" "gap" "chr11-8479666-8492092" "chr11-8481683-8482454" 0
"ENSMUST00000058534" "ENSMUST00000058534" "Med26" "ENSMUSG00000045248" "protein_coding" "gap" "chr8-72497598-72547894" "chr8-72504028-72505017" 0
"ENSMUST00000152035" "ENSMUST00000152035" "Rph3al" "ENSMUSG00000020847" "protein_coding" "gap" "chr11-75911060-75938248" "chr11-75918918-75919378" 0
"ENSMUST00000183178" "ENSMUST00000183178" "Ccdc154" "ENSMUSG00000059562" "protein_coding" "utr" "chr17-25171759-25171913" "chr17-25175273-25176010" 3359
"ENSMUST00000179002" "ENSMUST00000179002" "Unc79" "ENSMUSG00000021198" "protein_coding" "cds" "chr12-102949554-102949575" "chr12-102948668-102949905" 0
"ENSMUST00000100739" "ENSMUST00000100739" "Fam105a" "ENSMUSG00000056069" "protein_coding" "gap" "chr15-27664814-27681396" "chr15-27668124-27668500" 0
"ENSMUST00000047331" "ENSMUST00000047331" "Lgi3" "ENSMUSG00000033595" "protein_coding" "utr" "chr14-70537035-70538323" "chr14-70540591-70541463" 2267
"ENSMUST00000024970" "ENSMUST00000024970" "Gtf2a1l" "ENSMUSG00000024154" "protein_coding" "gap" "chr17-88694669-88711440" "chr17-88706304-88706670" 0
"ENSMUSE00000435323" "ENSMUST00000067230" "Sox4" "ENSMUSG00000076431" "protein_coding" "exon" "chr13-28948919-28953713" "chr13-28974658-28975003" 20944
"ENSMUST00000180410" "ENSMUST00000180410" "Gm26786" "ENSMUSG00000097026" "lincRNA" "gap" "chr8-106237924-106419506" "chr8-106404832-106405375" 0
"ENSMUST00000148298" "ENSMUST00000148298" "Anxa6" "ENSMUSG00000018340" "protein_coding" "gap" "chr11-55021581-55033358" "chr11-55024444-55024753" 0
"ENSMUST00000022693" "ENSMUST00000022693" "Bmp1" "ENSMUSG00000022098" "protein_coding" "cds" "chr14-70475115-70475249" "chr14-70473800-70475150" 0
"ENSMUSE00000886813" "ENSMUST00000168362" "Snd1" "ENSMUSG00000001424" "protein_coding" "exon" "chr6-28475139-28475207" "chr6-28464527-28464962" 10176
"ENSMUST00000110909" "ENSMUST00000110909" "Arhgef7" "ENSMUSG00000031511" "protein_coding" "cds" "chr8-11728252-11728416" "chr8-11727662-11729067" 0
"ENSMUSE00000355062" "ENSMUST00000030841" "Klhl7" "ENSMUSG00000028986" "protein_coding" "exon" "chr5-24100590-24100874" "chr5-24078943-24079113" 21476
"ENSMUST00000101118" "ENSMUST00000101118" "Rybp" "ENSMUSG00000072872" "protein_coding" "utr" "chr6-100228566-100232172" "chr6-100011372-100012123" 216442
"ENSMUSE00000734680" "ENSMUST00000047768" "Neil3" "ENSMUSG00000039396" "protein_coding" "exon" "chr8-53638756-53639065" "chr8-53661032-53661304" 21966
"ENSMUST00000159780" "ENSMUST00000159780" "Vwa5b2" "ENSMUSG00000046613" "protein_coding" "cds" "chr16-20591380-20591550" "chr16-20589755-20591632" 0
"ENSMUST00000097742" "ENSMUST00000097742" "Tmem88b" "ENSMUSG00000073680" "protein_coding" "utr" "chr4-155781591-155784267" "chr4-155780990-155781327" 263
"ENSMUST00000108479" "ENSMUST00000108479" "Dmwd" "ENSMUSG00000030410" "protein_coding" "cds" "chr7-19076270-19076701" "chr7-19075319-19076996" 0
"ENSMUST00000182825" "ENSMUST00000182825" "Baiap3" "ENSMUSG00000047507" "protein_coding" "utr" "chr17-25253723-25253947" "chr17-25253730-25256580" 0
"ENSMUST00000087086" "ENSMUST00000087086" "Pax3" "ENSMUSG00000004872" "protein_coding" "gap" "chr1-78132434-78192441" "chr1-78141673-78141958" 0
"ENSMUST00000039331" "ENSMUST00000039331" "Igsf21" "ENSMUSG00000040972" "protein_coding" "gap" "chr4-140028784-140034350" "chr4-140030066-140030344" 0
"ENSMUSE00001155323" "ENSMUST00000181274" "Gm16880" "ENSMUSG00000097448" "lincRNA" "exon" "chr1-136724971-136726142" "chr1-136768855-136769295" 42712
"ENSMUSE00001330144" "ENSMUST00000188623" "Gm29019" "ENSMUSG00000100552" "lincRNA" "exon" "chr15-82982725-82982973" "chr15-82959202-82959616" 23108
"ENSMUSE00000468886" "ENSMUST00000064667" "Rap1b" "ENSMUSG00000052681" "protein_coding" "exon" "chr10-117845831-117845935" "chr10-117888712-117889182" 42776
"ENSMUST00000124096" "ENSMUST00000124096" "Fgfr2" "ENSMUSG00000030849" "protein_coding" "gap" "chr7-130172940-133081756" "chr7-132031889-132032421" 0
"ENSMUST00000038163" "ENSMUST00000038163" "Pnmal1" "ENSMUSG00000041141" "protein_coding" "utr" "chr7-16959795-16959891" "chr7-16959569-16959970" 0
"ENSMUST00000099508.1" "ENSMUST00000099508" "Kcnj6" "ENSMUSG00000043301" "protein_coding" "gap" "chr16-94941230-94997186" "chr16-94979510-94979828" 0
"ENSMUST00000147918" "ENSMUST00000147918" "Pigl" "ENSMUSG00000014245" "protein_coding" "gap" "chr11-62458695-62473368" "chr11-62466715-62467101" 0
"ENSMUSE00000840191" "ENSMUST00000155035" "Abr" "ENSMUSG00000017631" "protein_coding" "exon" "chr11-76622177-76622314" "chr11-76639390-76639993" 17075
"ENSMUST00000049126" "ENSMUST00000049126" "Dner" "ENSMUSG00000036766" "protein_coding" "cds" "chr1-84695453-84695728" "chr1-84694913-84697418" 0
"ENSMUST00000030765" "ENSMUST00000030765" "Padi2" "ENSMUSG00000028927" "protein_coding" "gap" "chr4-140906550-140917572" "chr4-140910637-140911149" 0
"ENSMUST00000035657" "ENSMUST00000035657" "Tssc1" "ENSMUSG00000036613" "protein_coding" "utr" "chr12-28867096-28867491" "chr12-28877611-28877860" 10119
"ENSMUST00000034774" "ENSMUST00000034774" "Itga11" "ENSMUSG00000032243" "protein_coding" "utr" "chr9-62782700-62783982" "chr9-62783321-62783418" 0
"ENSMUSE00000455800" "ENSMUST00000053568" "Lingo1" "ENSMUSG00000049556" "protein_coding" "exon" "chr9-56685120-56685253" "chr9-56757810-56758372" 72556
"ENSMUST00000127664" "ENSMUST00000127664" "Gm20388" "ENSMUSG00000092329" "protein_coding" "gap" "chr8-119910940-124295357" "chr8-120606079-120606503" 0
"ENSMUSE00001329128" "ENSMUST00000190927" "Gm28441" "ENSMUSG00000100830" "lincRNA" "exon" "chr1-133835189-133835244" "chr1-133825653-133825973" 9215
"ENSMUSE00001291393" "ENSMUST00000166890" "Pde1c" "ENSMUSG00000004347" "protein_coding" "exon" "chr6-56369541-56369634" "chr6-56373268-56373505" 3633
"ENSMUST00000191473" "ENSMUST00000191473" "Rbpms" "ENSMUSG00000031586" "protein_coding" "cds" "chr8-33806717-33806850" "chr8-33804985-33808222" 0
"ENSMUST00000032198" "ENSMUST00000032198" "Usp18" "ENSMUSG00000030107" "protein_coding" "gap" "chr6-121246063-121252316" "chr6-121248778-121249162" 0
"ENSMUSE00000727290" "ENSMUST00000123255" "Socs3" "ENSMUSG00000053113" "protein_coding" "exon" "chr11-117969786-117970047" "chr11-117974270-117975167" 4222
"ENSMUST00000106933" "ENSMUST00000106933" "Dnajc6" "ENSMUSG00000028528" "protein_coding" "cds" "chr4-101550669-101550855" "chr4-101549996-101551055" 0
"ENSMUST00000033123" "ENSMUST00000033123" "Abcc8" "ENSMUSG00000040136" "protein_coding" "gap" "chr7-46139506-46150726" "chr7-46145940-46146120" 0
"ENSMUST00000022242" "ENSMUST00000022242" "Emb" "ENSMUSG00000021728" "protein_coding" "gap" "chr13-117232817-117249271" "chr13-117235498-117235930" 0
"ENSMUSE00000434882" "ENSMUST00000039205" "Galm" "ENSMUSG00000035473" "protein_coding" "exon" "chr17-80127471-80127905" "chr17-80123031-80123988" 3482
"ENSMUST00000052740" "ENSMUST00000052740" "Tcaim" "ENSMUSG00000046603" "protein_coding" "utr" "chr9-122834977-122836334" "chr9-122843619-122844270" 7284
"ENSMUSE00001175972" "ENSMUST00000181306" "D930007P13Rik" "ENSMUSG00000097003" "lincRNA" "exon" "chr15-103123070-103123292" "chr15-103121524-103121819" 1250
"ENSMUSE00000682361" "ENSMUST00000110009" "Arc" "ENSMUSG00000022602" "protein_coding" "exon" "chr15-74670565-74672570" "chr15-74678674-74680021" 6103
"ENSMUST00000166497" "ENSMUST00000166497" "Abhd6" "ENSMUSG00000025277" "protein_coding" "gap" "chr14-8049909-8055470" "chr14-8054577-8055141" 0
"ENSMUST00000075303" "ENSMUST00000075303" "Cecr5" "ENSMUSG00000058979" "protein_coding" "cds" "chr6-120510631-120510819" "chr6-120510538-120510873" 0
"ENSMUST00000105001" "ENSMUST00000105001" "H2afb1" "ENSMUSG00000062651" "protein_coding" "utr" "chr2-17996417-17996537" "chr2-17898911-17899087" 97329
"ENSMUST00000120825" "ENSMUST00000120825" "Grid2ip" "ENSMUSG00000010825" "protein_coding" "cds" "chr5-143377489-143377643" "chr5-143377422-143377842" 0
"ENSMUST00000043760" "ENSMUST00000043760" "Mvk" "ENSMUSG00000041939" "protein_coding" "utr" "chr5-114460192-114460591" "chr5-114482498-114483182" 21906
"ENSMUST00000099508.2" "ENSMUST00000099508" "Kcnj6" "ENSMUSG00000043301" "protein_coding" "gap" "chr16-94833220-94941180" "chr16-94931550-94932477" 0
"ENSMUSE00000812012" "ENSMUST00000141000" "9530026F06Rik" "ENSMUSG00000085447" "lincRNA" "exon" "chr1-61395631-61395904" "chr1-61398038-61398107" 2133
