"tx_id" "gene_name" "gene_id" "gene_biotype" "type" "closest_region" "query_region" "distance"
"ENSMUSE00000345114" "ENSMUST00000048788" "BC027231" "ENSMUSG00000036208" "protein_coding" "exon" "chr16-44724301-44724468" "chr16-44665406-44666972" 57328
"ENSMUST00000100083" "ENSMUST00000100083" "A930003A15Rik" "ENSMUSG00000075330" "protein_coding" "gap" "chr16-19877111-19883692" "chr16-19879762-19880226" 0
"ENSMUST00000107289" "ENSMUST00000107289" "Ptprd" "ENSMUSG00000028399" "protein_coding" "utr" "chr4-75941238-75944957" "chr4-75818639-75820019" 121218
"ENSMUSE00001068336" "ENSMUST00000179654" "Gm21726" "ENSMUSG00000094277" "protein_coding" "exon" "chr13-90583400-90583765" "chr13-90420961-90421339" 162060
"ENSMUST00000079812" "ENSMUST00000079812" "Notch2" "ENSMUSG00000027878" "protein_coding" "gap" "chr3-98013772-98047727" "chr3-98043729-98046798" 0
"ENSMUST00000151288" "ENSMUST00000151288" "Slc45a4" "ENSMUSG00000079020" "protein_coding" "gap" "chr15-73589575-73605441" "chr15-73601124-73602681" 0
"ENSMUST00000079812.1" "ENSMUST00000079812" "Notch2" "ENSMUSG00000027878" "protein_coding" "gap" "chr3-98098330-98099423" "chr3-98098558-98099415" 0
"ENSMUSE00000471849" "ENSMUST00000079772" "Tnfrsf11b" "ENSMUSG00000063727" "protein_coding" "exon" "chr15-54278215-54278484" "chr15-54294442-54295471" 15957
"ENSMUSE00000277008" "ENSMUST00000035860" "1700017G19Rik" "ENSMUSG00000037884" "lincRNA" "exon" "chr3-40504867-40506013" "chr3-40426070-40426770" 78096
"ENSMUST00000067048" "ENSMUST00000067048" "Dnah5" "ENSMUSG00000022262" "protein_coding" "gap" "chr15-28403541-28408280" "chr15-28404636-28405462" 0
"ENSMUST00000098496" "ENSMUST00000098496" "BC007180" "ENSMUSG00000078161" "protein_coding" "cds" "chr3-154695739-154695832" "chr3-154695184-154697085" 0
"ENSMUST00000005406" "ENSMUST00000005406" "App" "ENSMUSG00000022892" "protein_coding" "cds" "chr16-84971408-84971461" "chr16-84971327-84973384" 0
"ENSMUST00000148538" "ENSMUST00000148538" "Adamts17" "ENSMUSG00000058145" "protein_coding" "gap" "chr7-66968915-67002457" "chr7-66970947-66971614" 0
"ENSMUSE00000904156.1" "ENSMUST00000048880" "Macc1" "ENSMUSG00000041886" "protein_coding" "exon" "chr12-119443410-119443524" "chr12-119386613-119387102" 56307
"ENSMUST00000140278" "ENSMUST00000140278" "Cdkal1" "ENSMUSG00000006191" "protein_coding" "gap" "chr13-29195256-29354629" "chr13-29202331-29203046" 0
"ENSMUSE00000523047" "ENSMUST00000083889" "n-R5s182" "ENSMUSG00000065823" "rRNA" "exon" "chr4-12812706-12812812" "chr4-12858304-12858763" 45491
"ENSMUSE00000777580" "ENSMUST00000156086" "4930551L18Rik" "ENSMUSG00000085377" "lincRNA" "exon" "chr4-95091081-95091419" "chr4-95132778-95134489" 41358
"ENSMUSE00000245793" "ENSMUST00000020255" "Slc5a8" "ENSMUSG00000020062" "protein_coding" "exon" "chr10-88885992-88886657" "chr10-88871328-88871814" 14177
"ENSMUSE00000352189" "ENSMUST00000034058" "Cbr4" "ENSMUSG00000031641" "protein_coding" "exon" "chr8-61487734-61487990" "chr8-61471816-61472476" 15257
"ENSMUSE00000408884" "ENSMUST00000043259" "Pde3a" "ENSMUSG00000041741" "protein_coding" "exon" "chr6-141249269-141250543" "chr6-141014791-141015830" 233438
"ENSMUSE00000856258" "ENSMUST00000035083" "Stac" "ENSMUSG00000032502" "protein_coding" "exon" "chr9-111689998-111690348" "chr9-111757962-111758705" 67613
"ENSMUST00000136389" "ENSMUST00000136389" "Slco3a1" "ENSMUSG00000025790" "protein_coding" "gap" "chr7-74359920-74504176" "chr7-74408477-74410568" 0
"ENSMUSE00001152053.1" "ENSMUST00000181712" "4930448E22Rik" "ENSMUSG00000097463" "lincRNA" "exon" "chr9-46328743-46329413" "chr9-46599975-46601284" 270561
"ENSMUST00000096430" "ENSMUST00000096430" "Zhx2" "ENSMUSG00000071757" "protein_coding" "utr" "chr15-57838591-57839832" "chr15-57853448-57854838" 13615
"ENSMUST00000159948" "ENSMUST00000159948" "Lmo7" "ENSMUSG00000033060" "protein_coding" "gap" "chr14-101902370-101910765" "chr14-101904511-101905546" 0
"ENSMUST00000161970" "ENSMUST00000161970" "Ttll11" "ENSMUSG00000026885" "protein_coding" "gap" "chr2-35752493-35784088" "chr2-35783172-35783965" 0
"ENSMUSE00001095367" "ENSMUST00000180738" "Gm17529" "ENSMUSG00000097443" "lincRNA" "exon" "chr12-58953095-58953159" "chr12-58624712-58625640" 327454
"ENSMUST00000045521" "ENSMUST00000045521" "Dtx4" "ENSMUSG00000039982" "protein_coding" "gap" "chr19-12469710-12473229" "chr19-12471615-12472982" 0
"ENSMUST00000154119" "ENSMUST00000154119" "Samd12" "ENSMUSG00000058656" "protein_coding" "gap" "chr15-53462217-53658349" "chr15-53490832-53491442" 0
"ENSMUSE00000946147" "ENSMUST00000175499" "Gm24573" "ENSMUSG00000093240" "rRNA" "exon" "chr4-48762851-48762962" "chr4-48721148-48721609" 41241
"ENSMUST00000173740" "ENSMUST00000173740" "Lgr5" "ENSMUSG00000020140" "protein_coding" "gap" "chr10-115502439-115520605" "chr10-115504975-115506830" 0
"ENSMUST00000173376" "ENSMUST00000173376" "Ptprd" "ENSMUSG00000028399" "protein_coding" "gap" "chr4-76325346-76594266" "chr4-76468437-76468838" 0
"ENSMUSE00000816596" "ENSMUST00000139894" "1700028P15Rik" "ENSMUSG00000086823" "processed_transcript" "exon" "chr2-171956879-171957159" "chr2-171852373-171854721" 102157
"ENSMUST00000095585" "ENSMUST00000095585" "Gpr98" "ENSMUSG00000069170" "protein_coding" "cds" "chr13-81385888-81386027" "chr13-81385301-81386456" 0
"ENSMUST00000155760" "ENSMUST00000155760" "Gpr158" "ENSMUSG00000045967" "protein_coding" "gap" "chr2-21369158-21399320" "chr2-21396127-21396845" 0
"ENSMUST00000065666" "ENSMUST00000065666" "Retnlg" "ENSMUSG00000022651" "protein_coding" "utr" "chr16-48874345-48874498" "chr16-48887904-48888315" 13405
"ENSMUSE00000345422" "ENSMUST00000034507" "Sesn3" "ENSMUSG00000032009" "protein_coding" "exon" "chr9-14276301-14276629" "chr9-14134720-14135405" 140895
"ENSMUST00000156694" "ENSMUST00000156694" "Rap2a" "ENSMUSG00000051615" "protein_coding" "utr" "chr14-120503839-120507194" "chr14-120603674-120604660" 96479
"ENSMUST00000144920" "ENSMUST00000144920" "Cmas" "ENSMUSG00000030282" "protein_coding" "gap" "chr6-142757027-142764553" "chr6-142758894-142760457" 0
"ENSMUSE00001324789" "ENSMUST00000186843" "1700016G22Rik" "ENSMUSG00000100625" "lincRNA" "exon" "chr13-5855508-5855951" "chr13-5831862-5832735" 22772
"ENSMUST00000094894" "ENSMUST00000094894" "Trabd2b" "ENSMUSG00000070867" "protein_coding" "utr" "chr4-114610130-114615098" "chr4-114623800-114625881" 8701
"ENSMUST00000022725" "ENSMUST00000022725" "Dct" "ENSMUSG00000022129" "protein_coding" "cds" "chr14-118051484-118051778" "chr14-118050753-118052800" 0
"ENSMUST00000033449" "ENSMUST00000033449" "1700080O16Rik" "ENSMUSG00000031118" "protein_coding" "utr" "chrX-51968695-51968952" "chrX-51888314-51888697" 79997
"ENSMUST00000177034" "ENSMUST00000177034" "Mtcl1" "ENSMUSG00000052105" "protein_coding" "cds" "chr17-66358022-66358189" "chr17-66356929-66358827" 0
"ENSMUST00000129603" "ENSMUST00000129603" "Mmrn1" "ENSMUSG00000054641" "protein_coding" "utr" "chr6-60988620-60989378" "chr6-61078364-61079177" 88985
"ENSMUST00000173740.1" "ENSMUST00000173740" "Lgr5" "ENSMUSG00000020140" "protein_coding" "gap" "chr10-115475246-115495169" "chr10-115492170-115493867" 0
"ENSMUSE00000359075" "ENSMUST00000062626" "Tigd2" "ENSMUSG00000049232" "protein_coding" "exon" "chr6-59208870-59209181" "chr6-59161773-59163168" 45701
"ENSMUST00000127664" "ENSMUST00000127664" "Gm20388" "ENSMUSG00000092329" "protein_coding" "gap" "chr8-119910940-124295357" "chr8-121163922-121164706" 0
"ENSMUST00000138456" "ENSMUST00000138456" "Eml1" "ENSMUSG00000058070" "protein_coding" "gap" "chr12-108371353-108463526" "chr12-108392204-108393813" 0
"ENSMUST00000173899" "ENSMUST00000173899" "Mecom" "ENSMUSG00000027684" "protein_coding" "gap" "chr3-30238322-30509429" "chr3-30394540-30395333" 0
"ENSMUST00000166646" "ENSMUST00000166646" "Abcc4" "ENSMUSG00000032849" "protein_coding" "utr" "chr14-118482692-118484332" "chr14-118473301-118475072" 7619
"ENSMUSE00000593244" "ENSMUST00000094348" "1700084C01Rik" "ENSMUSG00000070532" "protein_coding" "exon" "chr1-169928648-169929003" "chr1-169916630-169919940" 8707
"ENSMUSE00000796578" "ENSMUST00000154367" "Gm13976" "ENSMUSG00000086197" "lincRNA" "exon" "chr2-115346719-115346968" "chr2-115397810-115398920" 50841
"ENSMUST00000152499" "ENSMUST00000152499" "Cttnbp2" "ENSMUSG00000000416" "protein_coding" "gap" "chr6-18367617-18374523" "chr6-18368589-18369287" 0
"ENSMUSE00001191792" "ENSMUST00000181815" "Gm26834" "ENSMUSG00000097307" "lincRNA" "exon" "chr16-29811058-29811300" "chr16-29799141-29800864" 10193
"ENSMUST00000122120" "ENSMUST00000122120" "Fam19a1" "ENSMUSG00000059187" "protein_coding" "gap" "chr6-96523476-96649061" "chr6-96587125-96588113" 0
"ENSMUSE00001098292" "ENSMUST00000181547" "4933440J02Rik" "ENSMUSG00000097082" "lincRNA" "exon" "chr10-111594104-111594273" "chr10-111769840-111770446" 175566
"ENSMUST00000055355" "ENSMUST00000055355" "Rassf9" "ENSMUSG00000044921" "protein_coding" "utr" "chr10-102546067-102546560" "chr10-102615932-102616606" 69371
"ENSMUST00000088735" "ENSMUST00000088735" "Olfm4" "ENSMUSG00000022026" "protein_coding" "cds" "chr14-80021119-80021930" "chr14-80024043-80024613" 2112
"ENSMUST00000063956" "ENSMUST00000063956" "Cd177" "ENSMUSG00000052212" "protein_coding" "cds" "chr7-24760235-24760286" "chr7-24759486-24761702" 0
"ENSMUST00000013633" "ENSMUST00000013633" "Fgfrl1" "ENSMUSG00000008090" "protein_coding" "cds" "chr5-108703286-108703558" "chr5-108703372-108704328" 0
"ENSMUST00000167679" "ENSMUST00000167679" "Ptpro" "ENSMUSG00000030223" "protein_coding" "cds" "chr6-137443895-137444017" "chr6-137442646-137444081" 0
"ENSMUST00000036226" "ENSMUST00000036226" "Fem1c" "ENSMUSG00000033319" "protein_coding" "utr" "chr18-46501746-46505079" "chr18-46419113-46422251" 79494
"ENSMUST00000117445" "ENSMUST00000117445" "Spata22" "ENSMUSG00000069825" "protein_coding" "utr" "chr11-73353749-73355913" "chr11-73355924-73356325" 10
"ENSMUSE00000180531" "ENSMUST00000123027" "Tnfrsf8" "ENSMUSG00000028602" "protein_coding" "exon" "chr4-145315022-145315164" "chr4-145319122-145319805" 3957
"ENSMUSE00000530353" "ENSMUST00000021347" "Sel1l" "ENSMUSG00000020964" "protein_coding" "exon" "chr12-91848959-91849157" "chr12-92028453-92028771" 179295
"ENSMUSE00000833713" "ENSMUST00000114943" "Dcc" "ENSMUSG00000060534" "protein_coding" "exon" "chr18-72350356-72351069" "chr18-72918424-72919384" 567354
"ENSMUSE00001164741" "ENSMUST00000181547" "4933440J02Rik" "ENSMUSG00000097082" "lincRNA" "exon" "chr10-111586719-111587481" "chr10-111558189-111560551" 26167
"ENSMUST00000138829" "ENSMUST00000138829" "Apba2" "ENSMUSG00000030519" "protein_coding" "gap" "chr7-64553772-64695023" "chr7-64665165-64665564" 0
"ENSMUST00000116615" "ENSMUST00000116615" "Barx2" "ENSMUSG00000032033" "protein_coding" "utr" "chr9-31846044-31846788" "chr9-31838748-31840390" 5653
"ENSMUST00000105146" "ENSMUST00000105146" "Ifna6" "ENSMUSG00000101252" "protein_coding" "cds" "chr4-88827416-88827985" "chr4-88830989-88831355" 3003
"ENSMUST00000079772" "ENSMUST00000079772" "Tnfrsf11b" "ENSMUSG00000063727" "protein_coding" "utr" "chr15-54250619-54251993" "chr15-54113907-54114840" 135778
"ENSMUST00000188454" "ENSMUST00000188454" "Slco5a1" "ENSMUSG00000025938" "protein_coding" "cds" "chr1-12989580-12990495" "chr1-12990173-12992989" 0
"ENSMUST00000155715" "ENSMUST00000155715" "Hmcn1" "ENSMUSG00000066842" "protein_coding" "gap" "chr1-150876496-150992783" "chr1-150914234-150915391" 0
"ENSMUST00000128797" "ENSMUST00000128797" "Adamts20" "ENSMUSG00000022449" "protein_coding" "gap" "chr15-94418240-94465305" "chr15-94462321-94462700" 0
"ENSMUST00000144582" "ENSMUST00000144582" "Rpusd4" "ENSMUSG00000032044" "protein_coding" "utr" "chr9-35277420-35277731" "chr9-35335764-35336541" 58032
"ENSMUSE00000636296" "ENSMUST00000098658" "Gm10655" "ENSMUSG00000074256" "lincRNA" "exon" "chr9-61370797-61372193" "chr9-61306207-61307094" 63702
"ENSMUST00000179394" "ENSMUST00000179394" "Fhit" "ENSMUSG00000060579" "protein_coding" "gap" "chr14-9870176-10421494" "chr14-10396943-10397352" 0
"ENSMUST00000144044" "ENSMUST00000144044" "Spo11" "ENSMUSG00000005883" "protein_coding" "gap" "chr2-172978194-172984015" "chr2-172976604-172978663" 0
"ENSMUSE00001328683" "ENSMUST00000190006" "Gm28826" "ENSMUSG00000101447" "lincRNA" "exon" "chr1-47188765-47189071" "chr1-47545718-47546004" 356646
"ENSMUST00000029871" "ENSMUST00000029871" "Cdh17" "ENSMUSG00000028217" "protein_coding" "utr" "chr4-11817075-11817895" "chr4-11847890-11849246" 29994
"ENSMUST00000180427" "ENSMUST00000180427" "Gm6999" "ENSMUSG00000097927" "lincRNA" "gap" "chr14-79888589-79933160" "chr14-79916696-79917595" 0
"ENSMUST00000146881" "ENSMUST00000146881" "Etl4" "ENSMUSG00000036617" "protein_coding" "gap" "chr2-20340110-20529958" "chr2-20445503-20446175" 0
"ENSMUST00000111879" "ENSMUST00000111879" "Dclk3" "ENSMUSG00000032500" "protein_coding" "gap" "chr9-111439353-111467477" "chr9-111460379-111462195" 0
"ENSMUST00000030339" "ENSMUST00000030339" "Tnfrsf8" "ENSMUSG00000028602" "protein_coding" "utr" "chr4-145267137-145268990" "chr4-145264257-145265346" 1790
"ENSMUSE00000902549" "ENSMUST00000072972" "Vmn1r215" "ENSMUSG00000099917" "protein_coding" "exon" "chr13-23075792-23076694" "chr13-23069224-23069793" 5998
"ENSMUST00000148459" "ENSMUST00000148459" "Fam189a1" "ENSMUSG00000030518" "protein_coding" "gap" "chr7-64983438-65156104" "chr7-65047802-65049915" 0
"ENSMUST00000163347" "ENSMUST00000163347" "C530008M17Rik" "ENSMUSG00000036377" "protein_coding" "gap" "chr5-76859146-76865999" "chr5-76859332-76860362" 0
"ENSMUSE00000709349" "ENSMUST00000120349" "Aktip" "ENSMUSG00000031667" "protein_coding" "exon" "chr8-91134330-91134465" "chr8-91137849-91138119" 3383
"ENSMUST00000020163" "ENSMUST00000020163" "Nedd1" "ENSMUSG00000019988" "protein_coding" "utr" "chr10-92684746-92686190" "chr10-92595478-92595987" 88758
"ENSMUSE00000278936.1" "ENSMUST00000063750" "Rarb" "ENSMUSG00000017491" "protein_coding" "exon" "chr14-16574858-16575472" "chr14-16728264-16728873" 152791
"ENSMUSE00001192284" "ENSMUST00000181833" "C430002E04Rik" "ENSMUSG00000097639" "lincRNA" "exon" "chr3-41488804-41489736" "chr3-41488284-41488766" 37
"ENSMUST00000097295" "ENSMUST00000097295" "AU016765" "ENSMUSG00000073377" "protein_coding" "utr" "chr17-64514081-64514410" "chr17-64480607-64481183" 32897
"ENSMUST00000174114" "ENSMUST00000174114" "Gm20514" "ENSMUSG00000092355" "lincRNA" "gap" "chr3-34324991-34351636" "chr3-34330815-34332208" 0
"ENSMUSE00001334239" "ENSMUST00000187453" "Gm28746" "ENSMUSG00000101843" "lincRNA" "exon" "chr7-73185014-73185393" "chr7-73196696-73198585" 11302
"ENSMUST00000162777" "ENSMUST00000162777" "Tnik" "ENSMUSG00000027692" "protein_coding" "gap" "chr3-28359057-28493966" "chr3-28374797-28375471" 0
"ENSMUST00000033898" "ENSMUST00000033898" "Col4a1" "ENSMUSG00000031502" "protein_coding" "cds" "chr8-11206226-11206403" "chr8-11206269-11206690" 0
"ENSMUST00000188032" "ENSMUST00000188032" "Gramd1a" "ENSMUSG00000001248" "protein_coding" "gap" "chr7-31145838-31150895" "chr7-31145424-31146865" 0
"ENSMUSE00001172575" "ENSMUST00000181209" "6030443J06Rik" "ENSMUSG00000097207" "lincRNA" "exon" "chr5-22805870-22807850" "chr5-22864175-22864768" 56324
"ENSMUSE00000555295" "ENSMUST00000170578" "Rgmb" "ENSMUSG00000048027" "protein_coding" "exon" "chr17-15826012-15826586" "chr17-15938765-15939709" 112178
"ENSMUST00000181784" "ENSMUST00000181784" "Gm26529" "ENSMUSG00000097585" "protein_coding" "utr" "chr7-89981250-89981848" "chr7-90026361-90027074" 44512
"ENSMUST00000055355.1" "ENSMUST00000055355" "Rassf9" "ENSMUSG00000044921" "protein_coding" "utr" "chr10-102546067-102546560" "chr10-102636494-102636846" 89933
"ENSMUST00000151104" "ENSMUST00000151104" "Ppargc1a" "ENSMUSG00000029167" "protein_coding" "gap" "chr5-51498229-51548511" "chr5-51523451-51523907" 0
"ENSMUST00000171239" "ENSMUST00000171239" "Apob" "ENSMUSG00000020609" "protein_coding" "utr" "chr12-8015898-8016835" "chr12-8089712-8090563" 72876
"ENSMUST00000131716" "ENSMUST00000131716" "Gm1305" "ENSMUSG00000087236" "protein_coding" "gap" "chr1-179716780-179728208" "chr1-179722824-179723616" 0
"ENSMUST00000037923" "ENSMUST00000037923" "Rbm24" "ENSMUSG00000038132" "protein_coding" "utr" "chr13-46429318-46431090" "chr13-46450550-46451885" 19459
"ENSMUSE00000765423" "ENSMUST00000146034" "Gm13582" "ENSMUSG00000075325" "lincRNA" "exon" "chr2-60975057-60975151" "chr2-61246616-61247097" 271464
"ENSMUST00000152513" "ENSMUST00000152513" "Ntm" "ENSMUSG00000059974" "protein_coding" "gap" "chr9-29179255-29411555" "chr9-29318552-29319701" 0
"ENSMUSE00000342971" "ENSMUST00000051017" "Defb1" "ENSMUSG00000044748" "protein_coding" "exon" "chr8-21776599-21776712" "chr8-21762550-21763196" 13402
"ENSMUST00000015049" "ENSMUST00000015049" "Dnajb9" "ENSMUSG00000014905" "protein_coding" "utr" "chr12-44205897-44206953" "chr12-44197339-44198420" 7476
"ENSMUST00000024596" "ENSMUST00000024596" "Slc22a1" "ENSMUSG00000023829" "protein_coding" "cds" "chr17-12659546-12659760" "chr17-12658630-12660015" 0
"ENSMUST00000159342" "ENSMUST00000159342" "Focad" "ENSMUSG00000038368" "protein_coding" "gap" "chr4-88186083-88229322" "chr4-88187741-88188017" 0
"ENSMUST00000155016" "ENSMUST00000155016" "Dlgap1" "ENSMUSG00000003279" "protein_coding" "gap" "chr17-70766090-70786787" "chr17-70780719-70781995" 0
"ENSMUST00000148430" "ENSMUST00000148430" "Tcte2" "ENSMUSG00000038347" "protein_coding" "gap" "chr17-13728023-13761285" "chr17-13742848-13745236" 0
"ENSMUST00000164648" "ENSMUST00000164648" "Etv6" "ENSMUSG00000030199" "protein_coding" "gap" "chr6-134036139-134137287" "chr6-134091256-134092022" 0
"ENSMUSE00000513731" "ENSMUST00000079869" "Znrf2" "ENSMUSG00000058446" "protein_coding" "exon" "chr6-54816916-54817472" "chr6-54781528-54782443" 34472
"ENSMUST00000182831" "ENSMUST00000182831" "Npy2r" "ENSMUSG00000028004" "protein_coding" "utr" "chr3-82547837-82547960" "chr3-82547725-82550489" 0
"ENSMUST00000040069" "ENSMUST00000040069" "Colec12" "ENSMUSG00000036103" "protein_coding" "gap" "chr18-9720972-9840238" "chr18-9827802-9828189" 0
"ENSMUST00000118411" "ENSMUST00000118411" "Mab21l3" "ENSMUSG00000044313" "protein_coding" "gap" "chr3-101826872-101834993" "chr3-101828407-101828963" 0
"ENSMUSE00000823370" "ENSMUST00000132759" "Gm11916" "ENSMUSG00000086339" "lincRNA" "exon" "chr4-29091041-29091662" "chr4-29133376-29134347" 41713
"ENSMUST00000182884" "ENSMUST00000182884" "Ank3" "ENSMUSG00000069601" "protein_coding" "utr" "chr10-70023832-70027438" "chr10-70059956-70061249" 32517
"ENSMUSE00000887927" "ENSMUST00000048471" "Abi3bp" "ENSMUSG00000035258" "protein_coding" "exon" "chr16-56477846-56477992" "chr16-56396548-56396875" 80970
"ENSMUST00000189514" "ENSMUST00000189514" "6030407O03Rik" "ENSMUSG00000100301" "lincRNA" "gap" "chr1-73673067-73858064" "chr1-73844581-73844986" 0
"ENSMUSE00001322115" "ENSMUST00000190320" "B130024G19Rik" "ENSMUSG00000100005" "processed_transcript" "exon" "chr7-70410589-70411146" "chr7-70514665-70516034" 103518
"ENSMUSE00000555295.1" "ENSMUST00000170578" "Rgmb" "ENSMUSG00000048027" "protein_coding" "exon" "chr17-15826012-15826586" "chr17-16003958-16005740" 177371
"ENSMUSE00000852318" "ENSMUST00000046941" "Rnf122" "ENSMUSG00000039328" "protein_coding" "exon" "chr8-31111820-31112172" "chr8-31106153-31107386" 4433
"ENSMUSE00000809661" "ENSMUST00000032419" "Cmas" "ENSMUSG00000030282" "protein_coding" "exon" "chr6-142756686-142757026" "chr6-142752378-142752797" 3888
"ENSMUST00000050702" "ENSMUST00000050702" "Ptprq" "ENSMUSG00000035916" "protein_coding" "gap" "chr10-107686651-107688330" "chr10-107687453-107687764" 0
"ENSMUST00000022925" "ENSMUST00000022925" "Eif3h" "ENSMUSG00000022312" "protein_coding" "utr" "chr15-51786558-51786727" "chr15-51775032-51776135" 10422
"ENSMUST00000114765" "ENSMUST00000114765" "Tmem182" "ENSMUSG00000079588" "protein_coding" "gap" "chr1-40807721-40838297" "chr1-40829351-40831761" 0
"ENSMUST00000107415" "ENSMUST00000107415" "Zfp618" "ENSMUSG00000028358" "protein_coding" "gap" "chr4-62965707-63061520" "chr4-63037425-63038575" 0
"ENSMUSE00000732230" "ENSMUST00000037607" "Map3k7" "ENSMUSG00000028284" "protein_coding" "exon" "chr4-31964097-31964382" "chr4-31601413-31602112" 361984
