"tx_id" "gene_name" "gene_id" "gene_biotype" "type" "closest_region" "query_region" "distance"
"ENSMUSE00000737715" "ENSMUST00000144110" "Trim44" "ENSMUSG00000027189" "protein_coding" "exon" "chr2-102407796-102407828" "chr2-102415726-102416177" 7897
"ENSMUSE00001329291" "ENSMUST00000186885" "Gm28187" "ENSMUSG00000099375" "lincRNA" "exon" "chr1-101892958-101895091" "chr1-102375764-102376184" 480672
"ENSMUSE00001330097" "ENSMUST00000189090" "Gm29465" "ENSMUSG00000101461" "lincRNA" "exon" "chr5-75353203-75353252" "chr5-75449998-75450432" 96745
"ENSMUST00000096332" "ENSMUST00000096332" "Gm382" "ENSMUSG00000062791" "protein_coding" "utr" "chrX-127063947-127063986" "chrX-127221816-127222173" 157829
"ENSMUSE00000981068" "ENSMUST00000061628" "Pcdh20" "ENSMUSG00000050505" "protein_coding" "exon" "chr14-88471381-88471396" "chr14-88992630-88992983" 521233
"ENSMUST00000148827" "ENSMUST00000148827" "Pld1" "ENSMUSG00000027695" "protein_coding" "utr" "chr3-28131739-28133362" "chr3-28136241-28136687" 2878
"ENSMUSE00000661655" "ENSMUST00000103231" "Nppb" "ENSMUSG00000029019" "protein_coding" "exon" "chr4-147985788-147986101" "chr4-147973297-147973755" 12032
"ENSMUST00000063562" "ENSMUST00000063562" "Mipep" "ENSMUSG00000021993" "protein_coding" "utr" "chr14-60903466-60903610" "chr14-60917613-60918067" 14002
"ENSMUST00000108300" "ENSMUST00000108300" "Ect2" "ENSMUSG00000027699" "protein_coding" "utr" "chr3-27097222-27098398" "chr3-27055422-27055789" 41432
"ENSMUST00000185722" "ENSMUST00000185722" "Gm20125" "ENSMUSG00000101969" "lincRNA" "gap" "chr10-16990458-17095442" "chr10-17024074-17024498" 0
"ENSMUST00000168438" "ENSMUST00000168438" "Pde4dip" "ENSMUSG00000038170" "protein_coding" "gap" "chr3-97824326-97841633" "chr3-97826730-97827101" 0
"ENSMUSE00000808415" "ENSMUST00000148907" "Tmem61" "ENSMUSG00000085933" "lincRNA" "exon" "chr4-106505647-106506335" "chr4-106518880-106519283" 12544
"ENSMUST00000042103" "ENSMUST00000042103" "Myo16" "ENSMUSG00000039057" "protein_coding" "gap" "chr8-10439705-10442217" "chr8-10440220-10440669" 0
"ENSMUST00000141164" "ENSMUST00000141164" "Prdm16" "ENSMUSG00000039410" "protein_coding" "gap" "chr4-154367313-154476638" "chr4-154450371-154450818" 0
"ENSMUSE00000530353" "ENSMUST00000021347" "Sel1l" "ENSMUSG00000020964" "protein_coding" "exon" "chr12-91848959-91849157" "chr12-92020364-92020767" 171206
"ENSMUST00000181258" "ENSMUST00000181258" "Gm26811" "ENSMUSG00000097816" "lincRNA" "gap" "chr6-89304835-89317098" "chr6-89311454-89311815" 0
"ENSMUST00000171847" "ENSMUST00000171847" "Slc29a1" "ENSMUSG00000023942" "protein_coding" "cds" "chr17-45587228-45587313" "chr17-45587044-45587498" 0
"ENSMUST00000091927" "ENSMUST00000091927" "Kctd16" "ENSMUSG00000051401" "protein_coding" "utr" "chr18-40531104-40531168" "chr18-40829538-40829875" 298369
"ENSMUSE00001208477" "ENSMUST00000138569" "Atp11c" "ENSMUSG00000062949" "protein_coding" "exon" "chrX-60592530-60592698" "chrX-60596638-60597018" 3939
"ENSMUST00000193823" "ENSMUST00000193823" "Tbc1d8" "ENSMUSG00000003134" "protein_coding" "gap" "chr1-39406871-39426067" "chr1-39423842-39424265" 0
"ENSMUST00000177089" "ENSMUST00000177089" "Eps15" "ENSMUSG00000028552" "protein_coding" "gap" "chr4-109280445-109297186" "chr4-109296576-109296919" 0
"ENSMUSE00001326704" "ENSMUST00000186146" "Gm28215" "ENSMUSG00000100836" "lincRNA" "exon" "chr9-43470192-43470317" "chr9-43603963-43604395" 133645
"ENSMUST00000178464" "ENSMUST00000178464" "Gm10125" "ENSMUSG00000063087" "processed_transcript" "gap" "chr18-5540679-5583011" "chr18-5568995-5569367" 0
"ENSMUST00000074729" "ENSMUST00000074729" "Dgkh" "ENSMUSG00000034731" "protein_coding" "gap" "chr14-78653797-78724906" "chr14-78660522-78660928" 0
"ENSMUST00000060576" "ENSMUST00000060576" "Lpar4" "ENSMUSG00000049929" "protein_coding" "utr" "chrX-106931325-106933900" "chrX-106952137-106952586" 18236
"ENSMUSE00000738695" "ENSMUST00000124028" "BC006965" "ENSMUSG00000041674" "processed_transcript" "exon" "chr11-112663927-112664956" "chr11-112502511-112502945" 160981
"ENSMUST00000119341" "ENSMUST00000119341" "Cap2" "ENSMUSG00000021373" "protein_coding" "gap" "chr13-46560582-46635620" "chr13-46589923-46590360" 0
"ENSMUST00000106925" "ENSMUST00000106925" "Ngf" "ENSMUSG00000027859" "protein_coding" "utr" "chr3-102520849-102521013" "chr3-102592086-102592462" 71072
"ENSMUST00000099400" "ENSMUST00000099400" "Papolb" "ENSMUSG00000074817" "protein_coding" "utr" "chr5-142529887-142530076" "chr5-142529901-142530332" 0
"ENSMUST00000163159" "ENSMUST00000163159" "Adamts3" "ENSMUSG00000043635" "protein_coding" "gap" "chr5-89721854-89775284" "chr5-89745103-89745462" 0
"ENSMUST00000130674" "ENSMUST00000130674" "Spata5" "ENSMUSG00000027722" "protein_coding" "gap" "chr3-37464659-37528157" "chr3-37499390-37499768" 0
"ENSMUSE00001331201" "ENSMUST00000188791" "Gm6657" "ENSMUSG00000099418" "lincRNA" "exon" "chr12-78197174-78197220" "chr12-77856662-77857039" 340134
"ENSMUSE00001334075" "ENSMUST00000190053" "1700036A12Rik" "ENSMUSG00000095956" "lincRNA" "exon" "chr9-60768848-60770276" "chr9-60775384-60775778" 5107
"ENSMUSE00000718005" "ENSMUST00000117845" "Ttc29" "ENSMUSG00000037101" "protein_coding" "exon" "chr8-78213297-78213444" "chr8-78069441-78069860" 143436
"ENSMUST00000121006" "ENSMUST00000121006" "Trim35" "ENSMUSG00000022043" "protein_coding" "gap" "chr14-66297550-66303180" "chr14-66300949-66301325" 0
"ENSMUST00000161501" "ENSMUST00000161501" "Ccm2" "ENSMUSG00000000378" "protein_coding" "gap" "chr11-6585218-6590752" "chr11-6587422-6587829" 0
"ENSMUST00000135141" "ENSMUST00000135141" "Ntn1" "ENSMUSG00000020902" "protein_coding" "cds" "chr11-68385644-68386120" "chr11-68384799-68387432" 0
"ENSMUST00000186770" "ENSMUST00000186770" "1700016P04Rik" "ENSMUSG00000101894" "protein_coding" "utr" "chr6-13415934-13415996" "chr6-13417685-13418054" 1688
"ENSMUST00000062149" "ENSMUST00000062149" "Rnf144a" "ENSMUSG00000020642" "protein_coding" "cds" "chr12-26320952-26321159" "chr12-26320913-26321712" 0
"ENSMUSE00000884982" "ENSMUST00000169054" "A430057M04Rik" "ENSMUSG00000090564" "processed_transcript" "exon" "chr14-21853834-21856926" "chr14-21857197-21857622" 270
"ENSMUST00000066193" "ENSMUST00000066193" "Gykl1" "ENSMUSG00000053624" "protein_coding" "utr" "chr18-52695372-52695668" "chr18-52720211-52720576" 24542
"ENSMUST00000176874" "ENSMUST00000176874" "Vmn1r28" "ENSMUSG00000094291" "protein_coding" "utr" "chr6-58266083-58266162" "chr6-58282830-58283171" 16667
"ENSMUST00000067048" "ENSMUST00000067048" "Dnah5" "ENSMUSG00000022262" "protein_coding" "utr" "chr15-28470509-28472045" "chr15-28814809-28815171" 342763
"ENSMUST00000114943" "ENSMUST00000114943" "Dcc" "ENSMUSG00000060534" "protein_coding" "gap" "chr18-71457013-71542244" "chr18-71464918-71465279" 0
"ENSMUST00000148739" "ENSMUST00000148739" "Lmntd1" "ENSMUSG00000054966" "protein_coding" "gap" "chr6-145413589-145417399" "chr6-145414662-145415065" 0
"ENSMUST00000191821" "ENSMUST00000191821" "Fmn2" "ENSMUSG00000028354" "protein_coding" "gap" "chr1-174537212-174581915" "chr1-174564299-174564661" 0
"ENSMUST00000078039" "ENSMUST00000078039" "Vmn1r78" "ENSMUSG00000061602" "protein_coding" "cds" "chr7-12152464-12153405" "chr7-12163721-12164066" 10315
"ENSMUSE00000584532" "ENSMUST00000093852" "Zbtb16" "ENSMUSG00000066687" "protein_coding" "exon" "chr9-48835788-48835945" "chr9-48840231-48840686" 4285
"ENSMUSE00000980714" "ENSMUST00000088132" "Eya2" "ENSMUSG00000017897" "protein_coding" "exon" "chr2-165595032-165595264" "chr2-165561158-165562076" 32955
"ENSMUST00000149177" "ENSMUST00000149177" "Ajap1" "ENSMUSG00000039546" "protein_coding" "gap" "chr4-153374318-153382206" "chr4-153381746-153382169" 0
"ENSMUST00000165220" "ENSMUST00000165220" "Gm9742" "ENSMUSG00000091053" "protein_coding" "cds" "chr13-8029828-8030067" "chr13-7857938-7858316" 171511
"ENSMUST00000187985" "ENSMUST00000187985" "Ptpn7" "ENSMUSG00000031506" "protein_coding" "cds" "chr1-135139124-135139278" "chr1-135138995-135139439" 0
"ENSMUST00000190626" "ENSMUST00000190626" "Nrxn3" "ENSMUSG00000066392" "protein_coding" "gap" "chr12-88723187-89187021" "chr12-88811665-88812000" 0
"ENSMUST00000105393" "ENSMUST00000105393" "Icosl" "ENSMUSG00000000732" "protein_coding" "utr" "chr10-78077904-78079525" "chr10-78111757-78112207" 32231
"ENSMUSE00000699505" "ENSMUST00000031843" "Npy" "ENSMUSG00000029819" "protein_coding" "exon" "chr6-49822710-49822801" "chr6-49659092-49659484" 163225
"ENSMUST00000082120" "ENSMUST00000082120" "Zfp42" "ENSMUSG00000051176" "protein_coding" "gap" "chr8-43296537-43300627" "chr8-43298346-43298778" 0
"ENSMUST00000190703" "ENSMUST00000190703" "Plin4" "ENSMUSG00000002831" "protein_coding" "utr" "chr17-56109693-56109803" "chr17-56109622-56110064" 0
"ENSMUSE00000457329" "ENSMUST00000173293" "Gm9921" "ENSMUSG00000092404" "processed_transcript" "exon" "chr12-45437414-45441698" "chr12-45878797-45879161" 437098
"ENSMUST00000159780" "ENSMUST00000159780" "Vwa5b2" "ENSMUSG00000046613" "protein_coding" "cds" "chr16-20601836-20602193" "chr16-20602025-20602416" 0
"ENSMUST00000008626" "ENSMUST00000008626" "Rnf151" "ENSMUSG00000008482" "protein_coding" "cds" "chr17-24716236-24716709" "chr17-24716370-24716804" 0
"ENSMUST00000109242" "ENSMUST00000109242" "Pkd1l3" "ENSMUSG00000048827" "protein_coding" "cds" "chr8-109665548-109665708" "chr8-109665324-109665764" 0
"ENSMUSE00000684286" "ENSMUST00000031654" "Pomp" "ENSMUSG00000029649" "protein_coding" "exon" "chr5-147860628-147860691" "chr5-147794782-147795218" 65409
"ENSMUST00000149754" "ENSMUST00000149754" "Arhgap20" "ENSMUSG00000053199" "protein_coding" "gap" "chr9-51840556-51843665" "chr9-51841191-51842445" 0
"ENSMUST00000087622" "ENSMUST00000087622" "Plekha5" "ENSMUSG00000030231" "protein_coding" "gap" "chr6-140589756-140591627" "chr6-140590352-140590703" 0
"ENSMUSE00000989531" "ENSMUST00000166025" "Gm3269" "ENSMUSG00000091494" "protein_coding" "exon" "chr14-4838106-4838240" "chr14-4819984-4820331" 17774
"ENSMUSE00000556824" "ENSMUST00000089200" "Cst7" "ENSMUSG00000068129" "protein_coding" "exon" "chr2-150570415-150570585" "chr2-150537461-150537838" 32576
"ENSMUST00000102948" "ENSMUST00000102948" "E2f3" "ENSMUSG00000016477" "protein_coding" "cds" "chr13-29916846-29917004" "chr13-29916639-29917019" 0
"ENSMUST00000153149" "ENSMUST00000153149" "Cdh23" "ENSMUSG00000012819" "protein_coding" "gap" "chr10-60597759-60650089" "chr10-60613402-60613810" 0
"ENSMUST00000110483" "ENSMUST00000110483" "Stard13" "ENSMUSG00000016128" "protein_coding" "utr" "chr5-151037628-151039654" "chr5-151028222-151028635" 8992
"ENSMUSE00000789262" "ENSMUST00000064821" "Itgam" "ENSMUSG00000030786" "protein_coding" "exon" "chr7-128062640-128062770" "chr7-128052732-128053053" 9586
"ENSMUST00000156979" "ENSMUST00000156979" "Syt1" "ENSMUSG00000035864" "protein_coding" "gap" "chr10-108831172-108902214" "chr10-108896530-108896872" 0
"ENSMUST00000036060" "ENSMUST00000036060" "Isl1" "ENSMUSG00000042258" "protein_coding" "utr" "chr13-116298281-116299479" "chr13-116036209-116036585" 261695
"ENSMUST00000177846" "ENSMUST00000177846" "Lhx8" "ENSMUSG00000096225" "protein_coding" "gap" "chr3-154307006-154311539" "chr3-154309085-154309446" 0
"ENSMUST00000142416" "ENSMUST00000142416" "Zp3r" "ENSMUSG00000042554" "protein_coding" "gap" "chr1-130583601-130591363" "chr1-130588592-130589016" 0
"ENSMUSE00000795245" "ENSMUST00000008016" "Id3" "ENSMUSG00000007872" "protein_coding" "exon" "chr4-136143497-136144178" "chr4-136138648-136139076" 4420
"ENSMUST00000098090" "ENSMUST00000098090" "Coq7" "ENSMUSG00000030652" "protein_coding" "cds" "chr7-118528304-118528418" "chr7-118528090-118528553" 0
"ENSMUST00000124033" "ENSMUST00000124033" "Bcor" "ENSMUSG00000040363" "protein_coding" "utr" "chrX-12036740-12037625" "chrX-11829965-11830403" 206336
"ENSMUSE00000711623" "ENSMUST00000121834" "Syt6" "ENSMUSG00000027849" "protein_coding" "exon" "chr3-103575231-103575540" "chr3-103500890-103501332" 73898
"ENSMUST00000062626" "ENSMUST00000062626" "Tigd2" "ENSMUSG00000049232" "protein_coding" "utr" "chr6-59211728-59212033" "chr6-59221375-59221737" 9341
"ENSMUST00000194677" "ENSMUST00000194677" "Lamb3" "ENSMUSG00000026639" "protein_coding" "gap" "chr1-193207878-193269443" "chr1-193263323-193263617" 0
"ENSMUST00000057817" "ENSMUST00000057817" "Olfr693" "ENSMUSG00000051680" "protein_coding" "cds" "chr7-106677534-106678484" "chr7-106543751-106544093" 133440
"ENSMUST00000022091" "ENSMUST00000022091" "8030423J24Rik" "ENSMUSG00000021600" "protein_coding" "utr" "chr13-70884240-70884503" "chr13-70969654-70970093" 85150
"ENSMUST00000036069" "ENSMUST00000036069" "Mamdc2" "ENSMUSG00000033207" "protein_coding" "gap" "chr19-23359244-23363709" "chr19-23362032-23362854" 0
"ENSMUST00000054791" "ENSMUST00000054791" "Vtcn1" "ENSMUSG00000051076" "protein_coding" "gap" "chr3-100825591-100874760" "chr3-100861561-100861928" 0
"ENSMUST00000187603" "ENSMUST00000187603" "1700025G04Rik" "ENSMUSG00000032666" "protein_coding" "gap" "chr1-151854345-151893321" "chr1-151865181-151865624" 0
"ENSMUST00000166750" "ENSMUST00000166750" "Cmip" "ENSMUSG00000034390" "protein_coding" "gap" "chr8-117257402-117377074" "chr8-117352130-117353079" 0
"ENSMUST00000098580" "ENSMUST00000098580" "Mttp" "ENSMUSG00000028158" "protein_coding" "gap" "chr3-138107311-138108955" "chr3-138108444-138108888" 0
"ENSMUST00000162492" "ENSMUST00000162492" "Ric1" "ENSMUSG00000038658" "protein_coding" "cds" "chr19-29595271-29595999" "chr19-29595470-29595891" 0
"ENSMUST00000109091" "ENSMUST00000109091" "Jade2" "ENSMUSG00000020387" "protein_coding" "gap" "chr11-51835731-51846605" "chr11-51838889-51839253" 0
"ENSMUSE00000785049" "ENSMUST00000146148" "Gm362" "ENSMUSG00000078320" "protein_coding" "exon" "chrX-43593323-43593532" "chrX-43750269-43750716" 156736
"ENSMUST00000169034" "ENSMUST00000169034" "Tusc3" "ENSMUSG00000039530" "protein_coding" "utr" "chr8-39164826-39165112" "chr8-39349242-39349693" 184129
"ENSMUST00000182898" "ENSMUST00000182898" "Anapc16" "ENSMUSG00000020107" "protein_coding" "utr" "chr10-59987409-59988722" "chr10-59976645-59977055" 10353
"ENSMUST00000177199" "ENSMUST00000177199" "Vipr2" "ENSMUSG00000011171" "protein_coding" "gap" "chr12-116080133-116092644" "chr12-116087643-116088106" 0
"ENSMUST00000153285" "ENSMUST00000153285" "Spg7" "ENSMUSG00000000738" "protein_coding" "gap" "chr8-123089048-123091634" "chr8-123090820-123091277" 0
"ENSMUST00000034728" "ENSMUST00000034728" "Dock6" "ENSMUSG00000032198" "protein_coding" "gap" "chr9-21804851-21809520" "chr9-21807208-21807603" 0
"ENSMUST00000112824" "ENSMUST00000112824" "Arhgap15" "ENSMUSG00000049744" "protein_coding" "gap" "chr2-44243240-44322675" "chr2-44294473-44294836" 0
"ENSMUSE00001076284.1" "ENSMUST00000140196" "Gm12724" "ENSMUSG00000086249" "processed_transcript" "exon" "chr4-106241216-106241327" "chr4-106224111-106224552" 16663
"ENSMUST00000190549" "ENSMUST00000190549" "Kirrel3" "ENSMUSG00000032036" "protein_coding" "gap" "chr9-34944520-34990934" "chr9-34956601-34956989" 0
"ENSMUST00000183018" "ENSMUST00000183018" "Sftpb" "ENSMUSG00000056370" "protein_coding" "gap" "chr6-72312948-72313976" "chr6-72313441-72313883" 0
"ENSMUST00000111607" "ENSMUST00000111607" "Far2" "ENSMUSG00000030303" "protein_coding" "gap" "chr6-148047513-148138535" "chr6-148058879-148059302" 0
"ENSMUST00000090277" "ENSMUST00000090277" "Efcab1" "ENSMUSG00000068617" "protein_coding" "utr" "chr16-14924143-14925879" "chr16-14954062-14954424" 28182
"ENSMUST00000190840" "ENSMUST00000190840" "Tenm3" "ENSMUSG00000031561" "protein_coding" "gap" "chr8-48236902-48240244" "chr8-48237860-48238583" 0
"ENSMUST00000150640" "ENSMUST00000150640" "Ccdc57" "ENSMUSG00000048445" "protein_coding" "gap" "chr11-120826925-120860400" "chr11-120827293-120827700" 0
"ENSMUST00000132832" "ENSMUST00000132832" "Mad1l1" "ENSMUSG00000029554" "protein_coding" "gap" "chr5-140167362-140193913" "chr5-140178661-140179000" 0
"ENSMUSE00000835280" "ENSMUST00000156109" "Gm15323" "ENSMUSG00000086092" "lincRNA" "exon" "chr13-112005502-112005627" "chr13-112003444-112003830" 1671
"ENSMUST00000149851" "ENSMUST00000149851" "Fam189a1" "ENSMUSG00000030518" "protein_coding" "gap" "chr7-64856220-64925473" "chr7-64897988-64898367" 0
"ENSMUSE00000688884" "ENSMUST00000039652" "Ins1" "ENSMUSG00000035804" "protein_coding" "exon" "chr19-52264323-52264491" "chr19-51859767-51859969" 404353
"ENSMUST00000144237" "ENSMUST00000144237" "Dpf3" "ENSMUSG00000021221" "protein_coding" "utr" "chr12-83269010-83269424" "chr12-83268496-83269085" 0
"ENSMUST00000099904" "ENSMUST00000099904" "Olfr1045" "ENSMUSG00000075198" "protein_coding" "cds" "chr2-86197803-86198750" "chr2-86195967-86196343" 1459
"ENSMUSE00000759427" "ENSMUST00000144412" "Gm14643" "ENSMUSG00000086157" "processed_transcript" "exon" "chrX-40474451-40475561" "chrX-40642342-40642698" 166780
"ENSMUSE00000523146" "ENSMUST00000083988" "n-R5-8s1" "ENSMUSG00000065922" "rRNA" "exon" "chr18-73533403-73533550" "chr18-73317133-73317482" 215920
"ENSMUST00000147943" "ENSMUST00000147943" "Tub" "ENSMUSG00000031028" "protein_coding" "gap" "chr7-109027871-109029261" "chr7-109028892-109029260" 0
"ENSMUST00000132121" "ENSMUST00000132121" "Immp2l" "ENSMUSG00000056899" "protein_coding" "utr" "chr12-41955101-41955588" "chr12-42558897-42559278" 603308
"ENSMUST00000136908" "ENSMUST00000136908" "Gm15270" "ENSMUSG00000087400" "processed_transcript" "gap" "chr10-24549588-24580107" "chr10-24571655-24572085" 0
"ENSMUSE00001324783" "ENSMUST00000186042" "Gm29336" "ENSMUSG00000100367" "lincRNA" "exon" "chr1-88656308-88656447" "chr1-88628686-88629078" 27229
"ENSMUST00000185931" "ENSMUST00000185931" "1600010M07Rik" "ENSMUSG00000101585" "lincRNA" "gap" "chr7-110003716-110147627" "chr7-110108551-110108918" 0
"ENSMUSE00001327530" "ENSMUST00000187344" "Gm28616" "ENSMUSG00000100420" "lincRNA" "exon" "chr5-132545376-132545593" "chr5-132738588-132738997" 192994
"ENSMUSE00000323583" "ENSMUST00000007708" "Ppp2r1a" "ENSMUSG00000007564" "protein_coding" "exon" "chr17-20945311-20945583" "chr17-20934125-20934480" 10830
"ENSMUST00000026975" "ENSMUST00000026975" "Heatr2" "ENSMUSG00000025857" "protein_coding" "cds" "chr5-139161701-139161933" "chr5-139161644-139162342" 0
"ENSMUST00000113406" "ENSMUST00000113406" "Epha5" "ENSMUSG00000029245" "protein_coding" "utr" "chr5-84057791-84059041" "chr5-83771024-83771329" 286461
"ENSMUST00000180164" "ENSMUST00000180164" "Fsd1l" "ENSMUSG00000054752" "protein_coding" "gap" "chr4-53682199-53686387" "chr4-53683214-53683626" 0
"ENSMUST00000035657" "ENSMUST00000035657" "Tssc1" "ENSMUSG00000036613" "protein_coding" "gap" "chr12-28859389-28862954" "chr12-28860011-28860500" 0
"ENSMUST00000148642" "ENSMUST00000148642" "Stx8" "ENSMUSG00000020903" "protein_coding" "gap" "chr11-67966518-67969771" "chr11-67967630-67968745" 0
"ENSMUST00000036060.1" "ENSMUST00000036060" "Isl1" "ENSMUSG00000042258" "protein_coding" "utr" "chr13-116298281-116299479" "chr13-115952431-115952782" 345498
"ENSMUST00000161651" "ENSMUST00000161651" "Utp23" "ENSMUSG00000022313" "protein_coding" "gap" "chr15-51877644-51882273" "chr15-51880078-51880452" 0
"ENSMUST00000039390" "ENSMUST00000039390" "Ky" "ENSMUSG00000035606" "protein_coding" "gap" "chr9-102528018-102537600" "chr9-102536075-102536512" 0
"ENSMUSE00000639217" "ENSMUST00000099093" "F830104G03Rik" "ENSMUSG00000074592" "protein_coding" "exon" "chr3-56890464-56890593" "chr3-57040727-57041131" 150133
"ENSMUST00000161846" "ENSMUST00000161846" "Ctnna2" "ENSMUSG00000063063" "protein_coding" "gap" "chr6-76981901-77114929" "chr6-77063892-77064346" 0
"ENSMUST00000024709" "ENSMUST00000024709" "Cd2ap" "ENSMUSG00000061665" "protein_coding" "gap" "chr17-42820658-42822348" "chr17-42820784-42821165" 0
"ENSMUST00000114863" "ENSMUST00000114863" "D17Wsu92e" "ENSMUSG00000056692" "protein_coding" "gap" "chr17-27753996-27767910" "chr17-27765008-27765369" 0
