"tx_id" "gene_name" "gene_id" "gene_biotype" "type" "closest_region" "query_region" "distance"
"ENSMUST00000147604" "ENSMUST00000147604" "Aim2" "ENSMUSG00000037860" "protein_coding" "gap" "chr1-173394034-173419456" "chr1-173410895-173411296" 0
"ENSMUST00000191826" "ENSMUST00000191826" "Chmp4c" "ENSMUSG00000027536" "protein_coding" "gap" "chr3-10367222-10419064" "chr3-10381223-10382178" 0
"ENSMUST00000164415" "ENSMUST00000164415" "Klhl33" "ENSMUSG00000090799" "protein_coding" "cds" "chr14-50892375-50893255" "chr14-50892489-50893484" 0
"ENSMUST00000154119" "ENSMUST00000154119" "Samd12" "ENSMUSG00000058656" "protein_coding" "gap" "chr15-53462217-53658349" "chr15-53490832-53491442" 0
"ENSMUST00000112633" "ENSMUST00000112633" "Kcnj3" "ENSMUSG00000026824" "protein_coding" "cds" "chr2-55437201-55437902" "chr2-55435199-55437691" 0
"ENSMUST00000189832" "ENSMUST00000189832" "Mei4" "ENSMUSG00000043289" "protein_coding" "utr" "chr9-81863705-81863917" "chr9-81863405-81864054" 0
"ENSMUST00000137309" "ENSMUST00000137309" "Pate2" "ENSMUSG00000074452" "protein_coding" "gap" "chr9-35611872-35646146" "chr9-35632758-35633254" 0
"ENSMUSE00000554113" "ENSMUST00000088735" "Olfm4" "ENSMUSG00000022026" "protein_coding" "exon" "chr14-80000302-80000504" "chr14-79985123-79988049" 12252
"ENSMUSE00000125915" "ENSMUST00000092640" "St3gal1" "ENSMUSG00000013846" "protein_coding" "exon" "chr15-67113507-67113992" "chr15-67149121-67150194" 35128
"ENSMUSE00000554113.1" "ENSMUST00000088735" "Olfm4" "ENSMUSG00000022026" "protein_coding" "exon" "chr14-80000302-80000504" "chr14-79981094-79982262" 18039
"ENSMUSE00000620794" "ENSMUST00000025618" "Pcsk5" "ENSMUSG00000024713" "protein_coding" "exon" "chr19-17836955-17837632" "chr19-17868792-17869056" 31159
"ENSMUSE00000913388" "ENSMUST00000043493" "Ice1" "ENSMUSG00000034525" "protein_coding" "exon" "chr13-70637517-70637634" "chr13-70681249-70682534" 43614
"ENSMUSE00000386788" "ENSMUST00000024896" "4930583I09Rik" "ENSMUSG00000024088" "protein_coding" "exon" "chr17-64835938-64836071" "chr17-65040932-65041494" 204860
"ENSMUSE00000876480" "ENSMUST00000112498" "Crim1" "ENSMUSG00000024074" "protein_coding" "exon" "chr17-78200248-78201099" "chr17-77244948-77245917" 954330
"ENSMUST00000105473" "ENSMUST00000105473" "Slc35f1" "ENSMUSG00000038602" "protein_coding" "gap" "chr10-52691170-52933091" "chr10-52866321-52866577" 0
"ENSMUSE00000902269" "ENSMUST00000080925" "Olfr695" "ENSMUSG00000057832" "protein_coding" "exon" "chr7-106716278-106716345" "chr7-106726902-106727238" 10556
"ENSMUSE00000961594" "ENSMUST00000176934" "Gm10860" "ENSMUSG00000093634" "processed_transcript" "exon" "chr14-67436596-67437171" "chr14-67484380-67485863" 47208
"ENSMUST00000102848" "ENSMUST00000102848" "Tle1" "ENSMUSG00000008305" "protein_coding" "cds" "chr4-72124772-72125019" "chr4-72124588-72125706" 0
"ENSMUSE00000855070" "ENSMUST00000163048" "Krr1" "ENSMUSG00000063334" "protein_coding" "exon" "chr10-111972664-111972874" "chr10-111923143-111924731" 47932
"ENSMUST00000092176" "ENSMUST00000092176" "Caps2" "ENSMUSG00000035694" "protein_coding" "utr" "chr10-112163621-112163688" "chr10-112163188-112163845" 0
"ENSMUST00000165519" "ENSMUST00000165519" "Zc3h12c" "ENSMUSG00000035164" "protein_coding" "gap" "chr9-52144427-52168030" "chr9-52149193-52149826" 0
"ENSMUST00000005488" "ENSMUST00000005488" "Casp14" "ENSMUSG00000005355" "protein_coding" "utr" "chr10-78718107-78718293" "chr10-78718010-78718626" 0
"ENSMUSE00000806451" "ENSMUST00000144039" "4930509K18Rik" "ENSMUSG00000087137" "lincRNA" "exon" "chr4-40313232-40313907" "chr4-40310747-40311404" 1827
"ENSMUSE00000818511" "ENSMUST00000151828" "Rubie" "ENSMUSG00000085123" "lincRNA" "exon" "chr14-46575679-46575847" "chr14-46664176-46664771" 88328
"ENSMUST00000163727" "ENSMUST00000163727" "St18" "ENSMUSG00000033740" "protein_coding" "utr" "chr1-6858601-6860940" "chr1-6904500-6905166" 43559
"ENSMUSE00000488195" "ENSMUST00000020974" "Id2" "ENSMUSG00000020644" "protein_coding" "exon" "chr12-25095663-25096092" "chr12-25208860-25209915" 112767
"ENSMUSE00000408884" "ENSMUST00000043259" "Pde3a" "ENSMUSG00000041741" "protein_coding" "exon" "chr6-141249269-141250543" "chr6-141018345-141020070" 229198
"ENSMUST00000052375" "ENSMUST00000052375" "Rgs13" "ENSMUSG00000051079" "protein_coding" "utr" "chr1-144138654-144139500" "chr1-144115905-144116700" 21953
"ENSMUSE00000489938" "ENSMUST00000063219" "Pabpc2" "ENSMUSG00000051732" "protein_coding" "exon" "chr18-39773497-39776082" "chr18-39693217-39693910" 79586
"ENSMUST00000045441" "ENSMUST00000045441" "Pygb" "ENSMUSG00000033059" "protein_coding" "cds" "chr2-150823976-150824034" "chr2-150823703-150824894" 0
"ENSMUST00000181784" "ENSMUST00000181784" "Gm26529" "ENSMUSG00000097585" "protein_coding" "utr" "chr7-89981250-89981848" "chr7-90026361-90027074" 44512
"ENSMUST00000093859" "ENSMUST00000093859" "Grin3a" "ENSMUSG00000039579" "protein_coding" "gap" "chr4-49672638-49702718" "chr4-49690819-49692246" 0
"ENSMUSE00000488195.1" "ENSMUST00000020974" "Id2" "ENSMUSG00000020644" "protein_coding" "exon" "chr12-25095663-25096092" "chr12-25269081-25270059" 172988
"ENSMUST00000167309" "ENSMUST00000167309" "Arhgap17" "ENSMUSG00000030766" "protein_coding" "cds" "chr7-123308286-123308413" "chr7-123307835-123308562" 0
"ENSMUSE00000442073" "ENSMUST00000069453" "Paqr3" "ENSMUSG00000055725" "protein_coding" "exon" "chr5-97111259-97111596" "chr5-97236930-97237024" 125333
"ENSMUST00000163727.1" "ENSMUST00000163727" "St18" "ENSMUSG00000033740" "protein_coding" "utr" "chr1-6858601-6860940" "chr1-6973666-6974340" 112725
"ENSMUST00000030339" "ENSMUST00000030339" "Tnfrsf8" "ENSMUSG00000028602" "protein_coding" "utr" "chr4-145267137-145268990" "chr4-145264257-145265346" 1790
"ENSMUST00000058491" "ENSMUST00000058491" "Tmem121" "ENSMUSG00000049036" "protein_coding" "utr" "chr12-113189121-113189520" "chr12-113210844-113211346" 21323
"ENSMUST00000139306" "ENSMUST00000139306" "Pmepa1" "ENSMUSG00000038400" "protein_coding" "gap" "chr2-173234462-173271566" "chr2-173261044-173262244" 0
"ENSMUSE00000359223" "ENSMUST00000029773" "Cnn3" "ENSMUSG00000053931" "protein_coding" "exon" "chr3-121426541-121426828" "chr3-121404936-121405757" 20783
"ENSMUSE00000359075" "ENSMUST00000062626" "Tigd2" "ENSMUSG00000049232" "protein_coding" "exon" "chr6-59208870-59209181" "chr6-59161773-59163168" 45701
"ENSMUST00000195084" "ENSMUST00000195084" "Fam188a" "ENSMUSG00000026767" "protein_coding" "gap" "chr2-12364520-12382102" "chr2-12380061-12380600" 0
"ENSMUSE00000655278" "ENSMUST00000042101" "Agr3" "ENSMUSG00000036231" "protein_coding" "exon" "chr12-35925620-35925727" "chr12-35824437-35825134" 100485
"ENSMUST00000020003" "ENSMUST00000020003" "Fam184a" "ENSMUSG00000019856" "protein_coding" "cds" "chr10-53750713-53750880" "chr10-53750398-53751628" 0
"ENSMUST00000042092" "ENSMUST00000042092" "Cdh26" "ENSMUSG00000039155" "protein_coding" "utr" "chr2-178486949-178487366" "chr2-178888356-178889371" 400989
"ENSMUST00000162313" "ENSMUST00000162313" "Unc5cl" "ENSMUSG00000043592" "protein_coding" "utr" "chr17-48539437-48539714" "chr17-48723111-48725236" 183396
"ENSMUST00000191114" "ENSMUST00000191114" "6030407O03Rik" "ENSMUSG00000100301" "lincRNA" "gap" "chr1-73673067-73743599" "chr1-73702089-73702885" 0
"ENSMUST00000142822" "ENSMUST00000142822" "Trim61" "ENSMUSG00000079042" "protein_coding" "utr" "chr8-65037281-65037336" "chr8-65037010-65037590" 0
"ENSMUST00000169134" "ENSMUST00000169134" "Fbxl17" "ENSMUSG00000023965" "protein_coding" "gap" "chr17-63225102-63356747" "chr17-63245728-63246998" 0
"ENSMUST00000041080" "ENSMUST00000041080" "Fzd8" "ENSMUSG00000036904" "protein_coding" "cds" "chr18-9212920-9214977" "chr18-9210988-9214963" 0
"ENSMUST00000110116" "ENSMUST00000110116" "Plcb1" "ENSMUSG00000051177" "protein_coding" "cds" "chr2-134786533-134786631" "chr2-134785803-134786946" 0
"ENSMUST00000134459" "ENSMUST00000134459" "Fmnl2" "ENSMUSG00000036053" "protein_coding" "utr" "chr2-53128809-53128842" "chr2-53128841-53129668" 0
"ENSMUST00000037488" "ENSMUST00000037488" "Dock4" "ENSMUSG00000035954" "protein_coding" "gap" "chr12-40446395-40621220" "chr12-40537827-40539316" 0
"ENSMUSE00001324040" "ENSMUST00000187626" "4930558N11Rik" "ENSMUSG00000100431" "lincRNA" "exon" "chr7-39797532-39797727" "chr7-39822467-39823291" 24739
"ENSMUST00000005406" "ENSMUST00000005406" "App" "ENSMUSG00000022892" "protein_coding" "cds" "chr16-84971408-84971461" "chr16-84971327-84973384" 0
"ENSMUST00000156317" "ENSMUST00000156317" "Wnt2" "ENSMUSG00000010797" "protein_coding" "gap" "chr6-17990044-18008583" "chr6-17990199-17991064" 0
"ENSMUST00000123534" "ENSMUST00000123534" "Slc35f4" "ENSMUSG00000021852" "protein_coding" "cds" "chr14-49525511-49525613" "chr14-49525028-49525987" 0
"ENSMUSE00000180531" "ENSMUST00000123027" "Tnfrsf8" "ENSMUSG00000028602" "protein_coding" "exon" "chr4-145315022-145315164" "chr4-145319122-145319805" 3957
"ENSMUST00000150570" "ENSMUST00000150570" "Enpp1" "ENSMUSG00000037370" "protein_coding" "gap" "chr10-24679261-24711805" "chr10-24697952-24698818" 0
"ENSMUST00000162540" "ENSMUST00000162540" "1700112E06Rik" "ENSMUSG00000063458" "protein_coding" "gap" "chr14-22684893-23055954" "chr14-22783238-22784030" 0
"ENSMUSE00000693463" "ENSMUST00000112866" "Cxcl12" "ENSMUSG00000061353" "protein_coding" "exon" "chr6-117168535-117168716" "chr6-117031966-117032741" 135793
"ENSMUST00000162617" "ENSMUST00000162617" "Tbc1d4" "ENSMUSG00000033083" "protein_coding" "gap" "chr14-101507691-101607962" "chr14-101559331-101560054" 0
"ENSMUST00000020969" "ENSMUST00000020969" "Cmpk2" "ENSMUSG00000020638" "protein_coding" "utr" "chr12-26478130-26479835" "chr12-26524828-26526029" 44992
"ENSMUSE00000694891" "ENSMUST00000031226" "Ambn" "ENSMUSG00000029288" "protein_coding" "exon" "chr5-88456011-88456106" "chr5-88426663-88427318" 28692
"ENSMUST00000030042" "ENSMUST00000030042" "Kif12" "ENSMUSG00000028357" "protein_coding" "cds" "chr4-63171980-63172005" "chr4-63171129-63172994" 0
"ENSMUST00000129115" "ENSMUST00000129115" "Hus1" "ENSMUSG00000020413" "protein_coding" "utr" "chr11-8993137-8996346" "chr11-8986056-8986953" 6183
"ENSMUST00000156263" "ENSMUST00000156263" "Rad23b" "ENSMUSG00000028426" "protein_coding" "gap" "chr4-55370473-55378233" "chr4-55371299-55371737" 0
"ENSMUST00000134823" "ENSMUST00000134823" "Tns3" "ENSMUSG00000020422" "protein_coding" "gap" "chr11-8549722-8579082" "chr11-8572493-8573677" 0
"ENSMUSE00000378432" "ENSMUST00000043094" "Itln1" "ENSMUSG00000038209" "protein_coding" "exon" "chr1-171535221-171535294" "chr1-171539994-171541598" 4699
"ENSMUST00000055355" "ENSMUST00000055355" "Rassf9" "ENSMUSG00000044921" "protein_coding" "utr" "chr10-102546067-102546560" "chr10-102615932-102616606" 69371
"ENSMUST00000105473.1" "ENSMUST00000105473" "Slc35f1" "ENSMUSG00000038602" "protein_coding" "cds" "chr10-52690997-52691169" "chr10-52690261-52691479" 0
"ENSMUST00000115388" "ENSMUST00000115388" "Adam22" "ENSMUSG00000040537" "protein_coding" "cds" "chr5-8367876-8367954" "chr5-8367854-8368448" 0
"ENSMUSE00000914722" "ENSMUST00000164553" "Myadm" "ENSMUSG00000068566" "protein_coding" "exon" "chr7-3289038-3289325" "chr7-3286856-3288128" 909
"ENSMUST00000061601" "ENSMUST00000061601" "Ust" "ENSMUSG00000047712" "protein_coding" "cds" "chr10-8518150-8518399" "chr10-8517413-8519341" 0
"ENSMUST00000072961" "ENSMUST00000072961" "Vps41" "ENSMUSG00000041236" "protein_coding" "gap" "chr13-18854662-18862536" "chr13-18858400-18858874" 0
"ENSMUST00000029900" "ENSMUST00000029900" "Atp6v0d2" "ENSMUSG00000028238" "protein_coding" "gap" "chr4-19881453-19887307" "chr4-19882985-19884142" 0
"ENSMUST00000163083" "ENSMUST00000163083" "Cyb5a" "ENSMUSG00000024646" "protein_coding" "gap" "chr18-84852001-84871504" "chr18-84857478-84859107" 0
"ENSMUSE00000766951" "ENSMUST00000123904" "3110004A20Rik" "ENSMUSG00000085588" "lincRNA" "exon" "chr11-40474718-40474964" "chr11-40468633-40469742" 4975
"ENSMUST00000159948" "ENSMUST00000159948" "Lmo7" "ENSMUSG00000033060" "protein_coding" "gap" "chr14-101902370-101910765" "chr14-101904511-101905546" 0
"ENSMUSE00000480914" "ENSMUST00000054442" "N6amt1" "ENSMUSG00000044442" "protein_coding" "exon" "chr16-87354185-87354386" "chr16-86816115-86817714" 536470
"ENSMUST00000098825" "ENSMUST00000098825" "AI429214" "ENSMUSG00000074384" "protein_coding" "cds" "chr8-36993700-36994581" "chr8-36993280-36993950" 0
"ENSMUSE00000684913" "ENSMUST00000047379" "Ptger4" "ENSMUSG00000039942" "protein_coding" "exon" "chr15-5243683-5244187" "chr15-5604704-5605302" 360516
"ENSMUST00000139438" "ENSMUST00000139438" "Adarb2" "ENSMUSG00000052551" "protein_coding" "gap" "chr13-8203321-8339624" "chr13-8272058-8272516" 0
"ENSMUST00000140278" "ENSMUST00000140278" "Cdkal1" "ENSMUSG00000006191" "protein_coding" "gap" "chr13-29195256-29354629" "chr13-29202331-29203046" 0
"ENSMUST00000110067" "ENSMUST00000110067" "Macrod2" "ENSMUSG00000068205" "protein_coding" "gap" "chr2-140825082-141024024" "chr2-140985554-140986894" 0
"ENSMUST00000102632" "ENSMUST00000102632" "Sort1" "ENSMUSG00000068747" "protein_coding" "utr" "chr3-108357244-108361511" "chr3-108360244-108360680" 0
"ENSMUST00000073238" "ENSMUST00000073238" "Gm10076" "ENSMUSG00000060143" "protein_coding" "utr" "chr14-105681947-105682211" "chr14-105684299-105685517" 2087
"ENSMUST00000110671" "ENSMUST00000110671" "Sstr1" "ENSMUSG00000035431" "protein_coding" "cds" "chr12-58212593-58213768" "chr12-58211076-58215119" 0
"ENSMUST00000180277" "ENSMUST00000180277" "Slx4ip" "ENSMUSG00000027281" "protein_coding" "gap" "chr2-136905601-137000183" "chr2-136951938-136952690" 0
"ENSMUST00000105158" "ENSMUST00000105158" "Mos" "ENSMUSG00000078365" "protein_coding" "cds" "chr4-3870783-3871814" "chr4-3870727-3871676" 0
"ENSMUSE00000943021" "ENSMUST00000173078" "Otud4" "ENSMUSG00000036990" "protein_coding" "exon" "chr8-79639618-79640064" "chr8-79547869-79548622" 90995
"ENSMUST00000168064" "ENSMUST00000168064" "Vgll3" "ENSMUSG00000091243" "protein_coding" "cds" "chr16-65815633-65815758" "chr16-65814689-65816025" 0
"ENSMUSE00000378432.1" "ENSMUST00000043094" "Itln1" "ENSMUSG00000038209" "protein_coding" "exon" "chr1-171535221-171535294" "chr1-171537663-171539002" 2368
"ENSMUST00000114059" "ENSMUST00000114059" "Pls3" "ENSMUSG00000016382" "protein_coding" "utr" "chrX-75875048-75875182" "chrX-75873893-75875504" 0
"ENSMUSE00000905360" "ENSMUST00000166086" "Gm3495" "ENSMUSG00000091827" "protein_coding" "exon" "chr5-17373208-17373343" "chr5-17208655-17209339" 163868
"ENSMUST00000052455" "ENSMUST00000052455" "Pigm" "ENSMUSG00000050229" "protein_coding" "utr" "chr1-172377971-172384099" "chr1-172413366-172413951" 29266
"ENSMUST00000093219" "ENSMUST00000093219" "Nsg2" "ENSMUSG00000020297" "protein_coding" "cds" "chr11-32031770-32031859" "chr11-32031380-32031870" 0
"ENSMUST00000119129" "ENSMUST00000119129" "Cdon" "ENSMUSG00000038119" "protein_coding" "gap" "chr9-35491925-35503159" "chr9-35493368-35493801" 0
"ENSMUSE00000508345" "ENSMUST00000070663" "Ppp1r12a" "ENSMUSG00000019907" "protein_coding" "exon" "chr10-108162400-108162636" "chr10-108043422-108044243" 118156
"ENSMUST00000061280" "ENSMUST00000061280" "Pcmtd1" "ENSMUSG00000051285" "protein_coding" "utr" "chr1-7169883-7173628" "chr1-7205966-7207036" 32337
"ENSMUST00000105307" "ENSMUST00000105307" "Btbd11" "ENSMUSG00000020042" "protein_coding" "gap" "chr10-85388479-85546441" "chr10-85430412-85430840" 0
"ENSMUST00000184749" "ENSMUST00000184749" "Gm27224" "ENSMUSG00000098685" "lincRNA" "gap" "chr9-80803011-80851085" "chr9-80813904-80814357" 0
"ENSMUST00000033463" "ENSMUST00000033463" "Slc9a9" "ENSMUSG00000031129" "protein_coding" "cds" "chr9-94670062-94670236" "chr9-94669683-94670062" 0
"ENSMUST00000190840" "ENSMUST00000190840" "Tenm3" "ENSMUSG00000031561" "protein_coding" "gap" "chr8-48674723-48843777" "chr8-48686361-48687215" 0
"ENSMUSE00000475816" "ENSMUST00000079063" "Sox11" "ENSMUSG00000063632" "protein_coding" "exon" "chr12-27334264-27342574" "chr12-27356917-27357792" 14342
"ENSMUST00000159945" "ENSMUST00000159945" "Slc9c1" "ENSMUSG00000033210" "protein_coding" "gap" "chr16-45535383-45539490" "chr16-45537908-45538876" 0
"ENSMUST00000113169" "ENSMUST00000113169" "Srgap3" "ENSMUSG00000030257" "protein_coding" "gap" "chr6-112727541-112729648" "chr6-112728617-112729430" 0
"ENSMUST00000123107" "ENSMUST00000123107" "0610043K17Rik" "ENSMUSG00000087361" "lincRNA" "gap" "chr4-101374324-101398889" "chr4-101393094-101393857" 0
"ENSMUSE00000905360.1" "ENSMUST00000166086" "Gm3495" "ENSMUSG00000091827" "protein_coding" "exon" "chr5-17373208-17373343" "chr5-17296467-17297074" 76133
"ENSMUST00000170367" "ENSMUST00000170367" "Sox5" "ENSMUSG00000041540" "protein_coding" "gap" "chr6-144041356-144116443" "chr6-144056815-144057216" 0
"ENSMUSE00001045980" "ENSMUST00000105160" "Vmn1r2" "ENSMUSG00000094798" "protein_coding" "exon" "chr4-3172083-3173006" "chr4-3049932-3056572" 115510
"ENSMUSE00001154092" "ENSMUST00000180497" "Gm6634" "ENSMUSG00000097252" "lincRNA" "exon" "chr3-70807217-70807291" "chr3-71274145-71274984" 466853
"ENSMUSE00000518419" "ENSMUST00000079081" "Aqp4" "ENSMUSG00000024411" "protein_coding" "exon" "chr18-15403600-15403684" "chr18-15427354-15428234" 23669
"ENSMUST00000183542" "ENSMUST00000183542" "Nr4a2" "ENSMUSG00000026826" "protein_coding" "utr" "chr2-57106830-57108412" "chr2-56990803-56992285" 114544
"ENSMUST00000115421" "ENSMUST00000115421" "Steap4" "ENSMUSG00000012428" "protein_coding" "utr" "chr5-7960472-7960541" "chr5-7960113-7960652" 0
"ENSMUST00000145111" "ENSMUST00000145111" "9130019P16Rik" "ENSMUSG00000073067" "lincRNA" "gap" "chr6-54332011-54401024" "chr6-54362639-54363370" 0
"ENSMUSE00001345168" "ENSMUST00000193395" "RP23-204C6.1" "ENSMUSG00000103692" "lincRNA" "exon" "chr1-194212187-194212336" "chr1-194032534-194033010" 179176
"ENSMUSE00000501074" "ENSMUST00000052867" "Gm9843" "ENSMUSG00000050299" "protein_coding" "exon" "chr16-76403209-76403712" "chr16-76532248-76533144" 128535
"ENSMUST00000097651" "ENSMUST00000097651" "Nol4" "ENSMUSG00000041923" "protein_coding" "utr" "chr18-23040043-23041653" "chr18-23041189-23042079" 0
"ENSMUST00000022925" "ENSMUST00000022925" "Eif3h" "ENSMUSG00000022312" "protein_coding" "utr" "chr15-51786558-51786727" "chr15-51775032-51776135" 10422
"ENSMUSE00000501074.1" "ENSMUST00000052867" "Gm9843" "ENSMUSG00000050299" "protein_coding" "exon" "chr16-76403209-76403712" "chr16-76635148-76635537" 231435
"ENSMUSE00001323184" "ENSMUST00000187700" "Gm29052" "ENSMUSG00000100154" "lincRNA" "exon" "chr17-83068905-83068939" "chr17-82846508-82847827" 221077
"ENSMUST00000107909" "ENSMUST00000107909" "Msi2" "ENSMUSG00000069769" "protein_coding" "utr" "chr11-88339382-88344660" "chr11-88330756-88331221" 8160
"ENSMUSE00000692387" "ENSMUST00000022303" "Thrb" "ENSMUSG00000021779" "protein_coding" "exon" "chr14-17660960-17661024" "chr14-17172261-17173213" 487746
"ENSMUST00000112656" "ENSMUST00000112656" "Synpr" "ENSMUSG00000056296" "protein_coding" "utr" "chr14-13613982-13615459" "chr14-13622960-13623460" 7500
"ENSMUST00000134780" "ENSMUST00000134780" "Tmem132c" "ENSMUSG00000034324" "protein_coding" "gap" "chr5-127242021-127286862" "chr5-127282443-127283240" 0
"ENSMUST00000132017" "ENSMUST00000132017" "Vps54" "ENSMUSG00000020128" "protein_coding" "cds" "chr11-21306909-21307021" "chr11-21306892-21307731" 0
"ENSMUST00000069992" "ENSMUST00000069992" "Gm5468" "ENSMUSG00000056089" "protein_coding" "utr" "chr15-25414834-25414844" "chr15-25498672-25499020" 83827
"ENSMUST00000106633" "ENSMUST00000106633" "Slc39a11" "ENSMUSG00000041654" "protein_coding" "gap" "chr11-113305955-113369727" "chr11-113323289-113324492" 0
"ENSMUSE00000777824" "ENSMUST00000130725" "Nebl" "ENSMUSG00000053702" "protein_coding" "exon" "chr2-17730793-17731464" "chr2-17812162-17813156" 80697
"ENSMUST00000043094" "ENSMUST00000043094" "Itln1" "ENSMUSG00000038209" "protein_coding" "cds" "chr1-171534754-171534811" "chr1-171533389-171535649" 0
"ENSMUSE00000455153" "ENSMUST00000027020" "Gria4" "ENSMUSG00000025892" "protein_coding" "exon" "chr9-4795845-4796234" "chr9-4910440-4912181" 114205
"ENSMUST00000022953" "ENSMUST00000022953" "Fam135b" "ENSMUSG00000036800" "protein_coding" "utr" "chr15-71445678-71445899" "chr15-70600741-70601251" 844426
"ENSMUST00000035890" "ENSMUST00000035890" "Slc7a13" "ENSMUSG00000041052" "protein_coding" "gap" "chr4-19819493-19823923" "chr4-19820038-19820406" 0
"ENSMUSE00000778785" "ENSMUST00000137884" "Lppr1" "ENSMUSG00000063446" "protein_coding" "exon" "chr4-49059273-49059617" "chr4-49041485-49042185" 17087
