"tx_id" "gene_name" "gene_id" "gene_biotype" "type" "closest_region" "query_region" "distance"
"ENSMUST00000050389" "ENSMUST00000050389" "Tmem174" "ENSMUSG00000046082" "protein_coding" "utr" "chr13-98634978-98636407" "chr13-98593613-98595664" 39313
"ENSMUST00000164666" "ENSMUST00000164666" "Mcc" "ENSMUSG00000071856" "protein_coding" "gap" "chr18-44534301-44661697" "chr18-44623093-44625421" 0
"ENSMUSE00000777580" "ENSMUST00000156086" "4930551L18Rik" "ENSMUSG00000085377" "lincRNA" "exon" "chr4-95091081-95091419" "chr4-95132778-95134489" 41358
"ENSMUST00000110452" "ENSMUST00000110452" "Hist1h2bj" "ENSMUSG00000069300" "protein_coding" "utr" "chr13-22043611-22043676" "chr13-22063463-22063840" 19786
"ENSMUST00000079363" "ENSMUST00000079363" "Gm10093" "ENSMUSG00000061062" "protein_coding" "utr" "chr17-78493031-78493541" "chr17-78495884-78496362" 2342
"ENSMUSE00000846703" "ENSMUST00000157568" "Gm23905" "ENSMUSG00000088193" "rRNA" "exon" "chr17-83947588-83947696" "chr17-83997681-84001673" 49984
"ENSMUST00000120977" "ENSMUST00000120977" "Wwtr1" "ENSMUSG00000027803" "protein_coding" "cds" "chr3-57575714-57575880" "chr3-57574819-57576791" 0
"ENSMUST00000155016" "ENSMUST00000155016" "Dlgap1" "ENSMUSG00000003279" "protein_coding" "gap" "chr17-70766090-70786787" "chr17-70780719-70781995" 0
"ENSMUST00000162313" "ENSMUST00000162313" "Unc5cl" "ENSMUSG00000043592" "protein_coding" "utr" "chr17-48539437-48539714" "chr17-48723111-48725236" 183396
"ENSMUST00000109702" "ENSMUST00000109702" "Zfp341" "ENSMUSG00000059842" "protein_coding" "cds" "chr2-154641982-154642114" "chr2-154641111-154643116" 0
"ENSMUSE00000852559" "ENSMUST00000162937" "Zfp957" "ENSMUSG00000071262" "protein_coding" "exon" "chr14-79247217-79247369" "chr14-79259032-79260738" 11662
"ENSMUST00000109834" "ENSMUST00000109834" "Defb45" "ENSMUSG00000062124" "protein_coding" "utr" "chr2-152593191-152593285" "chr2-152588375-152589535" 3655
"ENSMUST00000004774" "ENSMUST00000004774" "Aqp1" "ENSMUSG00000004655" "protein_coding" "utr" "chr6-55346798-55348555" "chr6-55354055-55359102" 5499
"ENSMUST00000028288" "ENSMUST00000028288" "Notch1" "ENSMUSG00000026923" "protein_coding" "cds" "chr2-26503498-26503558" "chr2-26500353-26504797" 0
"ENSMUST00000052011" "ENSMUST00000052011" "Tle4" "ENSMUSG00000024642" "protein_coding" "utr" "chr19-14448072-14449733" "chr19-14424252-14427156" 20915
"ENSMUSE00000446978" "ENSMUST00000036229" "Ctdp1" "ENSMUSG00000033323" "protein_coding" "exon" "chr18-80469233-80469695" "chr18-80475956-80476516" 6260
"ENSMUST00000135806.1" "ENSMUST00000135806" "1700011I03Rik" "ENSMUSG00000058925" "protein_coding" "gap" "chr18-57594136-57730714" "chr18-57647854-57649769" 0
"ENSMUST00000093393" "ENSMUST00000093393" "Tbc1d9" "ENSMUSG00000031709" "protein_coding" "gap" "chr8-83166205-83210420" "chr8-83189488-83190195" 0
"ENSMUSE00000400171" "ENSMUST00000036493" "Atp1a1" "ENSMUSG00000033161" "protein_coding" "exon" "chr3-101604403-101604603" "chr3-101648089-101648775" 43485
"ENSMUST00000105855" "ENSMUST00000105855" "Grhl3" "ENSMUSG00000037188" "protein_coding" "utr" "chr4-135541888-135542658" "chr4-135539802-135540486" 1401
"ENSMUST00000000412" "ENSMUST00000000412" "Egfl6" "ENSMUSG00000000402" "protein_coding" "gap" "chrX-166563035-166568408" "chrX-166565452-166566436" 0
"ENSMUSE00001324507" "ENSMUST00000190432" "Gm29172" "ENSMUSG00000100409" "lincRNA" "exon" "chr9-27193602-27194018" "chr9-27191654-27192494" 1107
"ENSMUSE00001024020" "ENSMUST00000090848" "Selenbp2" "ENSMUSG00000068877" "protein_coding" "exon" "chr3-94693556-94693662" "chr3-94679162-94679891" 13664
"ENSMUST00000020980" "ENSMUST00000020980" "Rrm2" "ENSMUSG00000020649" "protein_coding" "utr" "chr12-24713233-24714146" "chr12-24734468-24735522" 20321
"ENSMUST00000140344" "ENSMUST00000140344" "Th" "ENSMUSG00000000214" "protein_coding" "gap" "chr7-142898191-142930593" "chr7-142926864-142929267" 0
"ENSMUST00000187313" "ENSMUST00000187313" "Cd247" "ENSMUSG00000005763" "protein_coding" "gap" "chr1-165788887-165855165" "chr1-165849202-165850515" 0
"ENSMUST00000169913" "ENSMUST00000169913" "Insc" "ENSMUSG00000048782" "protein_coding" "utr" "chr7-114849945-114850380" "chr7-114990967-114991746" 140586
"ENSMUSE00000854644" "ENSMUST00000162054" "Zfat" "ENSMUSG00000022335" "protein_coding" "exon" "chr15-68258668-68258856" "chr15-68286905-68288417" 28048
"ENSMUSE00001172751" "ENSMUST00000181680" "A430110L20Rik" "ENSMUSG00000054135" "lincRNA" "exon" "chr1-181225986-181228498" "chr1-181289111-181289781" 60612
"ENSMUST00000113507" "ENSMUST00000113507" "Srd5a3" "ENSMUSG00000029233" "protein_coding" "cds" "chr5-76154523-76154782" "chr5-76154465-76155326" 0
"ENSMUST00000107415" "ENSMUST00000107415" "Zfp618" "ENSMUSG00000028358" "protein_coding" "gap" "chr4-62965707-63061520" "chr4-63037425-63038575" 0
"ENSMUST00000156176" "ENSMUST00000156176" "Prima1" "ENSMUSG00000041669" "protein_coding" "utr" "chr12-103242075-103242128" "chr12-103241682-103243451" 0
"ENSMUST00000045441" "ENSMUST00000045441" "Pygb" "ENSMUSG00000033059" "protein_coding" "cds" "chr2-150823976-150824034" "chr2-150823703-150824894" 0
"ENSMUSE00000798636" "ENSMUST00000125820" "2410114N07Rik" "ENSMUSG00000085824" "processed_transcript" "exon" "chr4-34911451-34911481" "chr4-34917397-34918036" 5915
"ENSMUSE00001095367" "ENSMUST00000180738" "Gm17529" "ENSMUSG00000097443" "lincRNA" "exon" "chr12-58953095-58953159" "chr12-58624712-58625640" 327454
"ENSMUST00000178504" "ENSMUST00000178504" "Atp9a" "ENSMUSG00000027546" "protein_coding" "cds" "chr2-168643862-168644017" "chr2-168643183-168644073" 0
"ENSMUSE00000735902" "ENSMUST00000156418" "A930012O16Rik" "ENSMUSG00000054181" "processed_transcript" "exon" "chr2-57236227-57236972" "chr2-57235173-57235920" 306
"ENSMUST00000110133" "ENSMUST00000110133" "Nrxn3" "ENSMUSG00000066392" "protein_coding" "utr" "chr12-89812483-89813399" "chr12-89811810-89812763" 0
"ENSMUST00000042101" "ENSMUST00000042101" "Agr3" "ENSMUSG00000036231" "protein_coding" "gap" "chr12-35928396-35934381" "chr12-35932736-35933347" 0
"ENSMUST00000160292" "ENSMUST00000160292" "Slc14a1" "ENSMUSG00000059336" "protein_coding" "utr" "chr18-78123242-78123331" "chr18-78122608-78125296" 0
"ENSMUSE00001331255" "ENSMUST00000189067" "C430002N11Rik" "ENSMUSG00000101581" "processed_transcript" "exon" "chr9-96782285-96782477" "chr9-96785343-96786530" 2865
"ENSMUST00000122902" "ENSMUST00000122902" "Pnpla8" "ENSMUSG00000036257" "protein_coding" "gap" "chr12-44231431-44254584" "chr12-44241056-44241584" 0
"ENSMUST00000001185" "ENSMUST00000001185" "Gmcl1" "ENSMUSG00000001157" "protein_coding" "gap" "chr6-86697537-86700511" "chr6-86699397-86700343" 0
"ENSMUST00000107062" "ENSMUST00000107062" "Nfia" "ENSMUSG00000028565" "protein_coding" "gap" "chr4-98065447-98111217" "chr4-98105793-98107714" 0
"ENSMUST00000177034" "ENSMUST00000177034" "Mtcl1" "ENSMUSG00000052105" "protein_coding" "cds" "chr17-66358022-66358189" "chr17-66356929-66358827" 0
"ENSMUST00000129442" "ENSMUST00000129442" "Dapk2" "ENSMUSG00000032380" "protein_coding" "gap" "chr9-66165436-66220533" "chr9-66212433-66214213" 0
"ENSMUST00000133308" "ENSMUST00000133308" "Hsf2bp" "ENSMUSG00000002076" "protein_coding" "gap" "chr17-31946812-32007675" "chr17-31965450-31966152" 0
"ENSMUST00000188994" "ENSMUST00000188994" "Zfhx3" "ENSMUSG00000038872" "protein_coding" "gap" "chr8-108704236-108800194" "chr8-108706929-108708133" 0
"ENSMUSE00000783611" "ENSMUST00000146702" "9330198N18Rik" "ENSMUSG00000086405" "lincRNA" "exon" "chr2-30629655-30629745" "chr2-30620537-30621154" 8500
"ENSMUST00000032127" "ENSMUST00000032127" "Gkn3" "ENSMUSG00000030048" "protein_coding" "cds" "chr6-87388794-87388835" "chr6-87388714-87389739" 0
"ENSMUST00000187313.1" "ENSMUST00000187313" "Cd247" "ENSMUSG00000005763" "protein_coding" "gap" "chr1-165788887-165855165" "chr1-165852272-165854105" 0
"ENSMUST00000188605" "ENSMUST00000188605" "Gm29669" "ENSMUSG00000100371" "lincRNA" "gap" "chr1-31047773-31096371" "chr1-31094619-31095408" 0
"ENSMUSE00000774332" "ENSMUST00000146336" "A330102I10Rik" "ENSMUSG00000086363" "lincRNA" "exon" "chr13-29014399-29014534" "chr13-28991381-28993063" 21335
"ENSMUST00000170760" "ENSMUST00000170760" "Siglec15" "ENSMUSG00000091055" "protein_coding" "gap" "chr18-78049290-78057216" "chr18-78050023-78051634" 0
"ENSMUST00000154876" "ENSMUST00000154876" "Afap1l1" "ENSMUSG00000033032" "protein_coding" "gap" "chr18-61758729-61786575" "chr18-61770327-61771065" 0
"ENSMUSE00000855500" "ENSMUST00000162032" "Adh1" "ENSMUSG00000074207" "protein_coding" "exon" "chr3-138260991-138261198" "chr3-138253992-138254646" 6344
"ENSMUSE00000743584" "ENSMUST00000063465" "Wnt5a" "ENSMUSG00000021994" "protein_coding" "exon" "chr14-28504750-28506114" "chr14-28501216-28501949" 2800
"ENSMUSE00000797919" "ENSMUST00000149481" "Gm11986" "ENSMUSG00000087637" "lincRNA" "exon" "chr11-7289505-7290374" "chr11-7763950-7765750" 473575
"ENSMUST00000148459" "ENSMUST00000148459" "Fam189a1" "ENSMUSG00000030518" "protein_coding" "gap" "chr7-64983438-65156104" "chr7-65047802-65049915" 0
"ENSMUST00000156916" "ENSMUST00000156916" "Eps8" "ENSMUSG00000015766" "protein_coding" "gap" "chr6-137591493-137649051" "chr6-137611605-137612760" 0
"ENSMUSE00000593244" "ENSMUST00000094348" "1700084C01Rik" "ENSMUSG00000070532" "protein_coding" "exon" "chr1-169928648-169929003" "chr1-169916630-169919940" 8707
"ENSMUST00000143989" "ENSMUST00000143989" "Rxfp2" "ENSMUSG00000053368" "protein_coding" "gap" "chr5-150018911-150035389" "chr5-150031000-150032415" 0
"ENSMUST00000146613" "ENSMUST00000146613" "Etl4" "ENSMUSG00000036617" "protein_coding" "gap" "chr2-20662097-20709404" "chr2-20665329-20666438" 0
"ENSMUST00000036700" "ENSMUST00000036700" "Adra2a" "ENSMUSG00000033717" "protein_coding" "utr" "chr19-54047613-54048982" "chr19-54154239-54155869" 105256
"ENSMUST00000167309" "ENSMUST00000167309" "Arhgap17" "ENSMUSG00000030766" "protein_coding" "cds" "chr7-123308286-123308413" "chr7-123307835-123308562" 0
"ENSMUSE00000687275" "ENSMUST00000111266" "Trp53i11" "ENSMUSG00000068735" "protein_coding" "exon" "chr2-93187548-93187747" "chr2-93144087-93145132" 42415
"ENSMUST00000021552" "ENSMUST00000021552" "Zfp36l1" "ENSMUSG00000021127" "protein_coding" "utr" "chr12-80107760-80109588" "chr12-79859396-79860465" 247294
"ENSMUST00000070755" "ENSMUST00000070755" "Rad54b" "ENSMUSG00000078773" "protein_coding" "utr" "chr4-11615655-11615805" "chr4-11619574-11620299" 3768
"ENSMUST00000138485" "ENSMUST00000138485" "Macrod2" "ENSMUSG00000068205" "protein_coding" "gap" "chr2-140452687-140825051" "chr2-140772722-140773301" 0
"ENSMUSE00000697624" "ENSMUST00000113979" "Lancl1" "ENSMUSG00000026000" "protein_coding" "exon" "chr1-67038495-67038872" "chr1-67077662-67080330" 38789
"ENSMUSE00000665647" "ENSMUST00000105283" "Kitl" "ENSMUSG00000019966" "protein_coding" "exon" "chr10-100015630-100016035" "chr10-99926469-99926768" 88861
"ENSMUST00000036267" "ENSMUST00000036267" "Chst2" "ENSMUSG00000033350" "protein_coding" "cds" "chr9-95404699-95406291" "chr9-95405259-95407943" 0
"ENSMUST00000162617" "ENSMUST00000162617" "Tbc1d4" "ENSMUSG00000033083" "protein_coding" "gap" "chr14-101465765-101471427" "chr14-101469283-101470200" 0
"ENSMUST00000154119" "ENSMUST00000154119" "Samd12" "ENSMUSG00000058656" "protein_coding" "gap" "chr15-53462217-53658349" "chr15-53609568-53610152" 0
"ENSMUST00000064517" "ENSMUST00000064517" "Serp2" "ENSMUSG00000052584" "protein_coding" "gap" "chr14-76533247-76549981" "chr14-76537022-76537408" 0
"ENSMUST00000167679" "ENSMUST00000167679" "Ptpro" "ENSMUSG00000030223" "protein_coding" "gap" "chr6-137430754-137441052" "chr6-137433514-137434213" 0
"ENSMUST00000178195" "ENSMUST00000178195" "Pkd1l1" "ENSMUSG00000046634" "protein_coding" "gap" "chr11-8826808-8833773" "chr11-8830483-8830997" 0
"ENSMUST00000014922" "ENSMUST00000014922" "Fhod1" "ENSMUSG00000014778" "protein_coding" "cds" "chr8-105332910-105333604" "chr8-105332358-105333707" 0
"ENSMUSE00000901051" "ENSMUST00000165117" "Cdk6" "ENSMUSG00000040274" "protein_coding" "exon" "chr5-3343893-3343971" "chr5-3152060-3152850" 191042
"ENSMUST00000021813" "ENSMUST00000021813" "Barx1" "ENSMUSG00000021381" "protein_coding" "utr" "chr13-48665993-48666507" "chr13-48716240-48717582" 49732
"ENSMUSE00001131111" "ENSMUST00000180423" "Gm26671" "ENSMUSG00000097339" "lincRNA" "exon" "chr3-57620905-57621712" "chr3-57603920-57604183" 16721
"ENSMUST00000106651" "ENSMUST00000106651" "Rab3b" "ENSMUSG00000003411" "protein_coding" "gap" "chr4-108890536-108923905" "chr4-108905933-108908148" 0
"ENSMUST00000041463" "ENSMUST00000041463" "Pacrg" "ENSMUSG00000037196" "protein_coding" "gap" "chr17-10403479-10576464" "chr17-10417529-10417867" 0
"ENSMUST00000143756" "ENSMUST00000143756" "Inip" "ENSMUSG00000038544" "protein_coding" "gap" "chr4-59775550-59797829" "chr4-59789047-59789410" 0
"ENSMUSE00000723381" "ENSMUST00000156615" "2810404F17Rik" "ENSMUSG00000085329" "lincRNA" "exon" "chr16-95806029-95807490" "chr16-95806268-95807207" 0
"ENSMUSE00000223358" "ENSMUST00000036456" "Cep72" "ENSMUSG00000021572" "protein_coding" "exon" "chr13-74062184-74062285" "chr13-74071660-74072485" 9374
"ENSMUST00000171923" "ENSMUST00000171923" "Ulk4" "ENSMUSG00000040936" "protein_coding" "gap" "chr9-121081731-121103546" "chr9-121097804-121098340" 0
"ENSMUST00000147639" "ENSMUST00000147639" "Vgll4" "ENSMUSG00000030315" "protein_coding" "gap" "chr6-114890807-114957935" "chr6-114901138-114902364" 0
"ENSMUST00000071858" "ENSMUST00000071858" "Hpcal1" "ENSMUSG00000071379" "protein_coding" "gap" "chr12-17691047-17786146" "chr12-17724581-17725189" 0
"ENSMUST00000111213" "ENSMUST00000111213" "Slc1a2" "ENSMUSG00000005089" "protein_coding" "gap" "chr2-102748596-102755906" "chr2-102755390-102755852" 0
"ENSMUSE00000789486" "ENSMUST00000149172" "A930006K02Rik" "ENSMUSG00000084866" "processed_transcript" "exon" "chr16-91465104-91465636" "chr16-91452194-91453016" 12087
"ENSMUST00000124096.1" "ENSMUST00000124096" "Fgfr2" "ENSMUSG00000030849" "protein_coding" "gap" "chr7-130172940-133081756" "chr7-132751639-132752323" 0
"ENSMUST00000107062.1" "ENSMUST00000107062" "Nfia" "ENSMUSG00000028565" "protein_coding" "gap" "chr4-98065447-98111217" "chr4-98108732-98109681" 0
"ENSMUSE00000341070" "ENSMUST00000038529" "Rbbp8nl" "ENSMUSG00000038980" "protein_coding" "exon" "chr2-180289777-180289879" "chr2-180300171-180301383" 10291
"ENSMUST00000033136" "ENSMUST00000033136" "Bag3" "ENSMUSG00000030847" "protein_coding" "utr" "chr7-128546397-128546977" "chr7-128564850-128565806" 17872
"ENSMUST00000140278" "ENSMUST00000140278" "Cdkal1" "ENSMUSG00000006191" "protein_coding" "gap" "chr13-29195256-29354629" "chr13-29202331-29203046" 0
"ENSMUSE00000340571" "ENSMUST00000053218" "Dact2" "ENSMUSG00000048826" "protein_coding" "exon" "chr17-14203514-14203831" "chr17-14233604-14235856" 29772
"ENSMUSE00000408884" "ENSMUST00000043259" "Pde3a" "ENSMUSG00000041741" "protein_coding" "exon" "chr6-141249269-141250543" "chr6-141018345-141020070" 229198
"ENSMUST00000146447" "ENSMUST00000146447" "E130114P18Rik" "ENSMUSG00000048747" "protein_coding" "utr" "chr4-97568133-97568964" "chr4-97465593-97466587" 101545
"ENSMUST00000136744" "ENSMUST00000136744" "1600002D24Rik" "ENSMUSG00000086899" "lincRNA" "gap" "chr16-95843258-95897983" "chr16-95859897-95861013" 0
"ENSMUST00000050125" "ENSMUST00000050125" "2900026A02Rik" "ENSMUSG00000051339" "protein_coding" "gap" "chr5-113101578-113163057" "chr5-113132563-113134706" 0
"ENSMUST00000107863" "ENSMUST00000107863" "Car10" "ENSMUSG00000056158" "protein_coding" "utr" "chr11-93600339-93601749" "chr11-93601621-93603178" 0
"ENSMUST00000152039" "ENSMUST00000152039" "6430573F11Rik" "ENSMUSG00000039620" "protein_coding" "gap" "chr8-36458384-36489043" "chr8-36470509-36470810" 0
"ENSMUST00000059204" "ENSMUST00000059204" "Fbxl7" "ENSMUSG00000043556" "protein_coding" "gap" "chr15-26553053-26789512" "chr15-26673424-26674133" 0
"ENSMUST00000019506" "ENSMUST00000019506" "D8Ertd738e" "ENSMUSG00000019362" "protein_coding" "utr" "chr8-84246237-84246552" "chr8-84241467-84242653" 3583
"ENSMUST00000123228" "ENSMUST00000123228" "Sema6a" "ENSMUSG00000019647" "protein_coding" "utr" "chr18-47235598-47235914" "chr18-47209644-47210294" 25303
"ENSMUST00000148457" "ENSMUST00000148457" "Gm12860" "ENSMUSG00000086187" "lincRNA" "gap" "chr4-120615946-120620582" "chr4-120615243-120617769" 0
"ENSMUSE00000806451" "ENSMUST00000144039" "4930509K18Rik" "ENSMUSG00000087137" "lincRNA" "exon" "chr4-40313232-40313907" "chr4-40310747-40311404" 1827
"ENSMUST00000038794" "ENSMUST00000038794" "Dpp9" "ENSMUSG00000001229" "protein_coding" "cds" "chr17-56206777-56206889" "chr17-56206050-56208006" 0
"ENSMUST00000010421" "ENSMUST00000010421" "2610507B11Rik" "ENSMUSG00000010277" "protein_coding" "cds" "chr11-78289286-78289420" "chr11-78289301-78289766" 0
"ENSMUSE00000703044" "ENSMUST00000072835" "Ccdc112" "ENSMUSG00000071855" "protein_coding" "exon" "chr18-46311694-46311928" "chr18-46404705-46406430" 92776
"ENSMUST00000164648.1" "ENSMUST00000164648" "Etv6" "ENSMUSG00000030199" "protein_coding" "gap" "chr6-134036139-134137287" "chr6-134052927-134054141" 0
"ENSMUSE00000807410" "ENSMUST00000126770" "Stard13" "ENSMUSG00000016128" "protein_coding" "exon" "chr5-151233591-151233836" "chr5-151296133-151296727" 62296
"ENSMUST00000036555" "ENSMUST00000036555" "Myo5c" "ENSMUSG00000033590" "protein_coding" "gap" "chr9-75242873-75244969" "chr9-75243146-75244451" 0
"ENSMUST00000005406" "ENSMUST00000005406" "App" "ENSMUSG00000022892" "protein_coding" "gap" "chr16-85030366-85056323" "chr16-85041214-85041853" 0
"ENSMUST00000119341" "ENSMUST00000119341" "Cap2" "ENSMUSG00000021373" "protein_coding" "gap" "chr13-46531078-46560503" "chr13-46534030-46534761" 0
"ENSMUSE00000848268" "ENSMUST00000153429" "4933434M16Rik" "ENSMUSG00000020624" "lincRNA" "exon" "chr11-112831486-112832469" "chr11-112834994-112836164" 2524
"ENSMUST00000089185" "ENSMUST00000089185" "Zdhhc14" "ENSMUSG00000034265" "protein_coding" "gap" "chr17-5493692-5647902" "chr17-5553380-5555067" 0
"ENSMUST00000066529" "ENSMUST00000066529" "Npr3" "ENSMUSG00000022206" "protein_coding" "utr" "chr15-11839896-11845176" "chr15-11757943-11758424" 81471
"ENSMUST00000127664" "ENSMUST00000127664" "Gm20388" "ENSMUSG00000092329" "protein_coding" "gap" "chr8-119910940-124295357" "chr8-121358586-121361581" 0
"ENSMUST00000162052" "ENSMUST00000162052" "Wwox" "ENSMUSG00000004637" "protein_coding" "gap" "chr8-114712252-115133597" "chr8-114839861-114840486" 0
"ENSMUST00000021552.1" "ENSMUST00000021552" "Zfp36l1" "ENSMUSG00000021127" "protein_coding" "utr" "chr12-80107760-80109588" "chr12-80048530-80049189" 58570
"ENSMUSE00001156511" "ENSMUST00000180396" "Gm26619" "ENSMUSG00000097346" "lincRNA" "exon" "chr13-97760092-97760965" "chr13-97821804-97822205" 60838
"ENSMUSE00000278936" "ENSMUST00000063750" "Rarb" "ENSMUSG00000017491" "protein_coding" "exon" "chr14-16574858-16575472" "chr14-16728264-16728873" 152791
"ENSMUST00000054395" "ENSMUST00000054395" "Gm9817" "ENSMUSG00000047061" "protein_coding" "utr" "chr13-45079158-45081222" "chr13-45181714-45182229" 100491
"ENSMUST00000077855" "ENSMUST00000077855" "Cyp2b19" "ENSMUSG00000066704" "protein_coding" "utr" "chr7-26771415-26772630" "chr7-26782894-26783815" 10263
"ENSMUST00000114458" "ENSMUST00000114458" "Nfkbiz" "ENSMUSG00000035356" "protein_coding" "utr" "chr16-55811375-55812729" "chr16-55789355-55789721" 21653
"ENSMUST00000069066" "ENSMUST00000069066" "Fam49a" "ENSMUSG00000020589" "protein_coding" "gap" "chr12-12304323-12340678" "chr12-12306006-12306933" 0
"ENSMUST00000110384" "ENSMUST00000110384" "Fam65b" "ENSMUSG00000036006" "protein_coding" "cds" "chr13-24710123-24710291" "chr13-24709425-24711863" 0
"ENSMUSE00000813530" "ENSMUST00000000466" "Plin2" "ENSMUSG00000028494" "protein_coding" "exon" "chr4-86669945-86670060" "chr4-86685621-86686799" 15560
"ENSMUST00000138456" "ENSMUST00000138456" "Eml1" "ENSMUSG00000058070" "protein_coding" "gap" "chr12-108371353-108463526" "chr12-108392204-108393813" 0
"ENSMUST00000181765" "ENSMUST00000181765" "Gm4221" "ENSMUSG00000096948" "lincRNA" "gap" "chr18-55057637-55076478" "chr18-55058755-55059243" 0
