"tx_id" "gene_name" "gene_id" "gene_biotype" "type" "closest_region" "query_region" "distance"
"ENSMUST00000001051" "ENSMUST00000001051" "S100a6" "ENSMUSG00000001025" "protein_coding" "utr" "chr3-90614323-90614414" "chr3-90614461-90615872" 46
"ENSMUST00000127281" "ENSMUST00000127281" "Xrcc3" "ENSMUSG00000021287" "protein_coding" "utr" "chr12-111803192-111804672" "chr12-111803071-111804238" 0
"ENSMUST00000176176" "ENSMUST00000176176" "Zfp169" "ENSMUSG00000050954" "protein_coding" "utr" "chr13-48487647-48489201" "chr13-48436438-48437864" 49782
"ENSMUSE00000734869" "ENSMUST00000123177" "Tpm4" "ENSMUSG00000031799" "protein_coding" "exon" "chr8-72134975-72135049" "chr8-72127854-72128363" 6611
"ENSMUST00000117661" "ENSMUST00000117661" "Stim2" "ENSMUSG00000039156" "protein_coding" "gap" "chr5-54053507-54075279" "chr5-54053743-54054317" 0
"ENSMUST00000005406.1" "ENSMUST00000005406" "App" "ENSMUSG00000022892" "protein_coding" "gap" "chr16-85056527-85079839" "chr16-85074861-85075746" 0
"ENSMUST00000177443" "ENSMUST00000177443" "Fan1" "ENSMUSG00000033458" "protein_coding" "gap" "chr7-64369222-64371518" "chr7-64370384-64371198" 0
"ENSMUST00000110675" "ENSMUST00000110675" "Tgm7" "ENSMUSG00000079103" "protein_coding" "utr" "chr2-121093565-121093588" "chr2-121092130-121092558" 1006
"ENSMUSE00000787180" "ENSMUST00000151104" "Ppargc1a" "ENSMUSG00000029167" "protein_coding" "exon" "chr5-51567630-51567725" "chr5-51799387-51800122" 231661
"ENSMUST00000115052" "ENSMUST00000115052" "Fam107b" "ENSMUSG00000026655" "protein_coding" "gap" "chr2-3648286-3772795" "chr2-3659252-3660102" 0
"ENSMUST00000187945" "ENSMUST00000187945" "Muc2" "ENSMUSG00000025515" "protein_coding" "cds" "chr7-141754315-141754537" "chr7-141754121-141757360" 0
"ENSMUST00000166729" "ENSMUST00000166729" "Galnt5" "ENSMUSG00000026828" "protein_coding" "gap" "chr2-57999814-58014850" "chr2-58000705-58002010" 0
"ENSMUST00000050571" "ENSMUST00000050571" "A730020M07Rik" "ENSMUSG00000044522" "protein_coding" "utr" "chr3-121637145-121637613" "chr3-121625506-121626322" 10822
"ENSMUST00000080371.1" "ENSMUST00000080371" "Mtss1" "ENSMUSG00000022353" "protein_coding" "gap" "chr15-58972561-59055017" "chr15-59003775-59006074" 0
"ENSMUST00000076648" "ENSMUST00000076648" "Fcgbp" "ENSMUSG00000047730" "protein_coding" "utr" "chr7-28120706-28120862" "chr7-28123602-28124182" 2739
"ENSMUST00000180250" "ENSMUST00000180250" "Eya3" "ENSMUSG00000028886" "protein_coding" "gap" "chr4-132670256-132689704" "chr4-132676808-132677500" 0
"ENSMUST00000114863" "ENSMUST00000114863" "D17Wsu92e" "ENSMUSG00000056692" "protein_coding" "utr" "chr17-27751232-27753959" "chr17-27749113-27749989" 1242
"ENSMUST00000183096.1" "ENSMUST00000183096" "Sipa1l3" "ENSMUSG00000030583" "protein_coding" "gap" "chr7-29388152-29397150" "chr7-29391618-29393661" 0
"ENSMUST00000162900" "ENSMUST00000162900" "Gm1965" "ENSMUSG00000090254" "lincRNA" "gap" "chr6-89141086-89144561" "chr6-89140475-89141118" 0
"ENSMUST00000005279" "ENSMUST00000005279" "Klf5" "ENSMUSG00000005148" "protein_coding" "utr" "chr14-99313330-99313405" "chr14-99487972-99488680" 174566
"ENSMUST00000180428" "ENSMUST00000180428" "Gm26692" "ENSMUSG00000097035" "lincRNA" "gap" "chr5-107660087-107687948" "chr5-107682716-107683058" 0
"ENSMUST00000091387" "ENSMUST00000091387" "Polk" "ENSMUSG00000021668" "protein_coding" "gap" "chr13-96508365-96516638" "chr13-96514680-96515096" 0
"ENSMUST00000094469" "ENSMUST00000094469" "Selm" "ENSMUSG00000075702" "protein_coding" "cds" "chr11-3516261-3516296" "chr11-3514316-3516353" 0
"ENSMUST00000146865" "ENSMUST00000146865" "Prkar2b" "ENSMUSG00000002997" "protein_coding" "gap" "chr12-31993784-32038621" "chr12-32017079-32018910" 0
"ENSMUST00000145524" "ENSMUST00000145524" "Rap1gap2" "ENSMUSG00000038807" "protein_coding" "gap" "chr11-74484972-74567215" "chr11-74502053-74502871" 0
"ENSMUST00000115807" "ENSMUST00000115807" "Pla2g10" "ENSMUSG00000022683" "protein_coding" "cds" "chr16-13730357-13730411" "chr16-13729098-13730450" 0
"ENSMUST00000187945.1" "ENSMUST00000187945" "Muc2" "ENSMUSG00000025515" "protein_coding" "cds" "chr7-141749505-141749602" "chr7-141748916-141749575" 0
"ENSMUST00000098763" "ENSMUST00000098763" "Cttnbp2nl" "ENSMUSG00000062127" "protein_coding" "gap" "chr3-105011424-105032652" "chr3-105030772-105031458" 0
"ENSMUSE00000800616" "ENSMUST00000143391" "Gm12714" "ENSMUSG00000084766" "lincRNA" "exon" "chr11-59907108-59907319" "chr11-59908438-59908786" 1118
"ENSMUST00000185113" "ENSMUST00000185113" "Vps13d" "ENSMUSG00000020220" "protein_coding" "gap" "chr4-145134661-145138563" "chr4-145135575-145135965" 0
"ENSMUST00000020695" "ENSMUST00000020695" "Tns3" "ENSMUSG00000020422" "protein_coding" "gap" "chr11-8615852-8664478" "chr11-8653506-8654414" 0
"ENSMUST00000144270" "ENSMUST00000144270" "Kit" "ENSMUSG00000005672" "protein_coding" "cds" "chr5-75622989-75623104" "chr5-75622354-75624526" 0
"ENSMUST00000177352" "ENSMUST00000177352" "Rapgef3" "ENSMUSG00000022469" "protein_coding" "cds" "chr15-97766762-97766854" "chr15-97766627-97768692" 0
"ENSMUST00000041524" "ENSMUST00000041524" "Trmt13" "ENSMUSG00000033439" "protein_coding" "utr" "chr3-116613759-116614587" "chr3-116614432-116614856" 0
"ENSMUSE00001327901" "ENSMUST00000191508" "Gm28563" "ENSMUSG00000100766" "lincRNA" "exon" "chr5-118331866-118332075" "chr5-118302539-118303263" 28602
"ENSMUST00000121504" "ENSMUST00000121504" "Orai3" "ENSMUSG00000043964" "protein_coding" "gap" "chr7-127770879-127773556" "chr7-127772090-127772501" 0
"ENSMUST00000021520" "ENSMUST00000021520" "4930408O17Rik" "ENSMUSG00000021101" "protein_coding" "utr" "chr12-104871300-104871524" "chr12-104888036-104888976" 16511
"ENSMUST00000055128" "ENSMUST00000055128" "Tapt1" "ENSMUSG00000046985" "protein_coding" "utr" "chr5-44175164-44176952" "chr5-44151183-44152008" 23155
"ENSMUSE00001326994" "ENSMUST00000187551" "1700064J06Rik" "ENSMUSG00000100681" "lincRNA" "exon" "chr10-119092905-119092933" "chr10-119074798-119076526" 16378
"ENSMUST00000031281" "ENSMUST00000031281" "Antxr2" "ENSMUSG00000029338" "protein_coding" "gap" "chr5-97980035-98003226" "chr5-97995995-97997144" 0
"ENSMUSE00000399094" "ENSMUST00000017836" "Rhbdl3" "ENSMUSG00000017692" "protein_coding" "exon" "chr11-80300912-80301271" "chr11-80289642-80290546" 10365
"ENSMUSE00000615887" "ENSMUST00000071858" "Hpcal1" "ENSMUSG00000071379" "protein_coding" "exon" "chr12-17690814-17691046" "chr12-17661331-17662163" 28650
"ENSMUST00000146459" "ENSMUST00000146459" "Mapre3" "ENSMUSG00000029166" "protein_coding" "gap" "chr5-30863406-30864573" "chr5-30863717-30864373" 0
"ENSMUST00000154148" "ENSMUST00000154148" "RP24-559D1.1" "ENSMUSG00000102805" "protein_coding" "gap" "chr3-84540623-85785217" "chr3-85128485-85129021" 0
"ENSMUST00000185113.1" "ENSMUST00000185113" "Vps13d" "ENSMUSG00000020220" "protein_coding" "gap" "chr4-145144882-145148316" "chr4-145146958-145148056" 0
"ENSMUST00000139902" "ENSMUST00000139902" "Slco4a1" "ENSMUSG00000038963" "protein_coding" "gap" "chr2-180456374-180463940" "chr2-180462656-180463012" 0
"ENSMUST00000047275" "ENSMUST00000047275" "Bace2" "ENSMUSG00000040605" "protein_coding" "cds" "chr16-97399634-97399722" "chr16-97399537-97400442" 0
"ENSMUSE00000867546" "ENSMUST00000162075" "Txndc5" "ENSMUSG00000038991" "protein_coding" "exon" "chr13-38528552-38528824" "chr13-38554167-38555307" 25342
"ENSMUST00000156316" "ENSMUST00000156316" "Ablim1" "ENSMUSG00000025085" "protein_coding" "gap" "chr19-57083604-57132861" "chr19-57091258-57091958" 0
"ENSMUST00000124835" "ENSMUST00000124835" "Tmco4" "ENSMUSG00000041143" "protein_coding" "gap" "chr4-138973288-138983620" "chr4-138978996-138979568" 0
"ENSMUST00000036194" "ENSMUST00000036194" "Rep15" "ENSMUSG00000040121" "protein_coding" "cds" "chr6-147032665-147033357" "chr6-147032283-147032703" 0
"ENSMUSE00000404064" "ENSMUST00000045174" "Ypel5" "ENSMUSG00000039770" "protein_coding" "exon" "chr17-72836704-72836791" "chr17-72795341-72796199" 40504
"ENSMUST00000043760" "ENSMUST00000043760" "Mvk" "ENSMUSG00000041939" "protein_coding" "utr" "chr5-114460192-114460591" "chr5-114504884-114506207" 44292
"ENSMUST00000103201" "ENSMUST00000103201" "Acaca" "ENSMUSG00000020532" "protein_coding" "gap" "chr11-84322630-84338313" "chr11-84332949-84333719" 0
"ENSMUST00000162748" "ENSMUST00000162748" "Wars" "ENSMUSG00000021266" "protein_coding" "gap" "chr12-108888549-108894068" "chr12-108888894-108889683" 0
"ENSMUSE00000899976" "ENSMUST00000170489" "Ddx6" "ENSMUSG00000032097" "protein_coding" "exon" "chr9-44604892-44604984" "chr9-44590129-44590338" 14553
"ENSMUST00000087212" "ENSMUST00000087212" "Nipal1" "ENSMUSG00000067219" "protein_coding" "gap" "chr5-72647934-72658681" "chr5-72652737-72653788" 0
"ENSMUST00000169121" "ENSMUST00000169121" "Syt7" "ENSMUSG00000024743" "protein_coding" "cds" "chr19-10435550-10435685" "chr19-10434797-10436935" 0
"ENSMUST00000120834" "ENSMUST00000120834" "Pld1" "ENSMUSG00000027695" "protein_coding" "gap" "chr3-27938751-27952512" "chr3-27941393-27941932" 0
"ENSMUST00000058444" "ENSMUST00000058444" "Ppp1r37" "ENSMUSG00000051403" "protein_coding" "gap" "chr7-19537468-19561810" "chr7-19547150-19547982" 0
"ENSMUST00000085724" "ENSMUST00000085724" "Susd4" "ENSMUSG00000038576" "protein_coding" "utr" "chr1-182895228-182896591" "chr1-182895821-182897411" 0
"ENSMUST00000181631" "ENSMUST00000181631" "1700112J16Rik" "ENSMUSG00000097527" "lincRNA" "gap" "chr7-67205399-67219497" "chr7-67212021-67212476" 0
"ENSMUST00000124886" "ENSMUST00000124886" "Mapk14" "ENSMUSG00000053436" "protein_coding" "gap" "chr17-28691856-28713773" "chr17-28709157-28709889" 0
"ENSMUST00000099151" "ENSMUST00000099151" "Sox2" "ENSMUSG00000074637" "protein_coding" "utr" "chr3-34651376-34652461" "chr3-34747284-34747916" 94822
"ENSMUST00000040465" "ENSMUST00000040465" "Clca5" "ENSMUSG00000036960" "protein_coding" "cds" "chr3-145087921-145088148" "chr3-145088097-145088624" 0
"ENSMUST00000070478" "ENSMUST00000070478" "Sdc3" "ENSMUSG00000025743" "protein_coding" "utr" "chr4-130822810-130826319" "chr4-130838371-130839035" 12051
"ENSMUSE00000772937" "ENSMUST00000129065" "E130006D01Rik" "ENSMUSG00000085271" "lincRNA" "exon" "chr5-111761636-111761725" "chr5-111935290-111935846" 173564
"ENSMUST00000183736" "ENSMUST00000183736" "Hepacam2" "ENSMUSG00000044156" "protein_coding" "gap" "chr6-3487277-3498217" "chr6-3496169-3497054" 0
"ENSMUST00000190985" "ENSMUST00000190985" "Kcnma1" "ENSMUSG00000063142" "protein_coding" "gap" "chr14-23803302-24003747" "chr14-23966225-23966692" 0
"ENSMUST00000190247" "ENSMUST00000190247" "Ptprn2" "ENSMUSG00000056553" "protein_coding" "cds" "chr12-116485865-116485973" "chr12-116483268-116487177" 0
"ENSMUST00000039803" "ENSMUST00000039803" "Ubac2" "ENSMUSG00000041765" "protein_coding" "gap" "chr14-121908321-121973608" "chr14-121951365-121951903" 0
"ENSMUST00000166250" "ENSMUST00000166250" "Zfp710" "ENSMUSG00000048897" "protein_coding" "cds" "chr7-80088535-80088632" "chr7-80088174-80088736" 0
"ENSMUST00000091387.1" "ENSMUST00000091387" "Polk" "ENSMUSG00000021668" "protein_coding" "gap" "chr13-96508365-96516638" "chr13-96516280-96516524" 0
"ENSMUST00000156950" "ENSMUST00000156950" "Gm15458" "ENSMUSG00000086485" "lincRNA" "gap" "chr17-27735230-27740583" "chr17-27734209-27735311" 0
"ENSMUSE00000855861" "ENSMUST00000163017" "Vgll2" "ENSMUSG00000049641" "protein_coding" "exon" "chr10-52022502-52022803" "chr10-51961506-51961786" 60715
"ENSMUST00000111800" "ENSMUST00000111800" "Sh3pxd2a" "ENSMUSG00000053617" "protein_coding" "gap" "chr19-47424571-47464063" "chr19-47430120-47430650" 0
"ENSMUSE00000340947" "ENSMUST00000102884" "Egfr" "ENSMUSG00000020122" "protein_coding" "exon" "chr11-16752203-16752570" "chr11-16737196-16737770" 14432
"ENSMUST00000034749" "ENSMUST00000034749" "Fam81a" "ENSMUSG00000032224" "protein_coding" "utr" "chr9-70089310-70090766" "chr9-70069786-70070779" 18530
"ENSMUST00000064763" "ENSMUST00000064763" "Zfp608" "ENSMUSG00000052713" "protein_coding" "utr" "chr18-54888045-54889074" "chr18-54769666-54769964" 118080
"ENSMUST00000047013.1" "ENSMUST00000047013" "Cmtm8" "ENSMUSG00000041012" "protein_coding" "gap" "chr9-114796215-114843780" "chr9-114810859-114811247" 0
"ENSMUST00000147628" "ENSMUST00000147628" "Tbc1d9b" "ENSMUSG00000036644" "protein_coding" "gap" "chr11-50135936-50140382" "chr11-50138219-50138881" 0
"ENSMUST00000109426" "ENSMUST00000109426" "Arhgef28" "ENSMUSG00000021662" "protein_coding" "gap" "chr13-98077321-98145551" "chr13-98140602-98141112" 0
"ENSMUST00000047275.1" "ENSMUST00000047275" "Bace2" "ENSMUSG00000040605" "protein_coding" "gap" "chr16-97357102-97399633" "chr16-97397741-97398411" 0
"ENSMUSE00000761035" "ENSMUST00000152713" "Egfl7" "ENSMUSG00000026921" "protein_coding" "exon" "chr2-26580014-26580109" "chr2-26556401-26557483" 22530
"ENSMUST00000133086.1" "ENSMUST00000133086" "Capn9" "ENSMUSG00000031981" "protein_coding" "cds" "chr8-124576145-124576220" "chr8-124576080-124577236" 0
"ENSMUST00000156071" "ENSMUST00000156071" "Lhfpl2" "ENSMUSG00000045312" "protein_coding" "gap" "chr13-94120836-94174022" "chr13-94122141-94122481" 0
"ENSMUSE00000631018" "ENSMUST00000030696" "Fam76a" "ENSMUSG00000028878" "protein_coding" "exon" "chr4-132922358-132922558" "chr4-132945206-132947287" 22647
"ENSMUST00000176294" "ENSMUST00000176294" "Appl2" "ENSMUSG00000020263" "protein_coding" "gap" "chr10-83628301-83641005" "chr10-83637282-83637674" 0
"ENSMUSE00001135194" "ENSMUST00000181070" "A530020G20Rik" "ENSMUSG00000097124" "lincRNA" "exon" "chr3-121533575-121535438" "chr3-121556118-121556813" 20679
"ENSMUSE00000680870" "ENSMUST00000109594" "Slc1a4" "ENSMUSG00000020142" "protein_coding" "exon" "chr11-20331946-20332713" "chr11-20346253-20346813" 13539
"ENSMUST00000024944" "ENSMUST00000024944" "Slc3a1" "ENSMUSG00000024131" "protein_coding" "gap" "chr17-85037296-85046638" "chr17-85043265-85043916" 0
"ENSMUSE00000758330" "ENSMUST00000150216" "Gm12951" "ENSMUSG00000085920" "lincRNA" "exon" "chr4-116177463-116177732" "chr4-116185173-116185530" 7440
"ENSMUST00000071402" "ENSMUST00000071402" "Elovl6" "ENSMUSG00000041220" "protein_coding" "utr" "chr3-129633491-129638495" "chr3-129649969-129650681" 11473
"ENSMUST00000183096.2" "ENSMUST00000183096" "Sipa1l3" "ENSMUSG00000030583" "protein_coding" "gap" "chr7-29401150-29434748" "chr7-29421164-29421625" 0
"ENSMUSE00000899976.1" "ENSMUST00000170489" "Ddx6" "ENSMUSG00000032097" "protein_coding" "exon" "chr9-44604892-44604984" "chr9-44594910-44595367" 9524
"ENSMUSE00000863843" "ENSMUST00000039380" "Gjb6" "ENSMUSG00000040055" "protein_coding" "exon" "chr14-57133186-57133611" "chr14-57160549-57161676" 26937
"ENSMUST00000169895" "ENSMUST00000169895" "Rnase4" "ENSMUSG00000021876" "protein_coding" "utr" "chr14-51105268-51106151" "chr14-51106600-51107589" 448
"ENSMUST00000089185" "ENSMUST00000089185" "Zdhhc14" "ENSMUSG00000034265" "protein_coding" "gap" "chr17-5493692-5647902" "chr17-5622172-5623752" 0
"ENSMUSE00000707401" "ENSMUST00000070166" "Gramd3" "ENSMUSG00000001700" "protein_coding" "exon" "chr18-56432132-56432357" "chr18-55890660-55891129" 541002
"ENSMUST00000115835" "ENSMUST00000115835" "Grin2a" "ENSMUSG00000059003" "protein_coding" "gap" "chr16-9707719-9761390" "chr16-9708261-9708662" 0
"ENSMUST00000121693" "ENSMUST00000121693" "Rab27b" "ENSMUSG00000024511" "protein_coding" "gap" "chr18-69996241-70141317" "chr18-70099841-70100224" 0
"ENSMUSE00000407032" "ENSMUST00000056145" "Gm5546" "ENSMUSG00000022187" "lincRNA" "exon" "chr3-104350635-104353262" "chr3-104289204-104289683" 60951
"ENSMUSE00001341215" "ENSMUST00000194792" "RP23-241J7.1" "ENSMUSG00000103116" "lincRNA" "exon" "chr3-9061964-9062152" "chr3-9051880-9052411" 9552
"ENSMUST00000162564" "ENSMUST00000162564" "Gm16039" "ENSMUSG00000089862" "protein_coding" "gap" "chr6-8373968-8426970" "chr6-8393037-8393359" 0
"ENSMUSE00001106933" "ENSMUST00000180406" "Gm26748" "ENSMUSG00000097548" "lincRNA" "exon" "chr6-99729785-99732553" "chr6-99898051-99898857" 165497
"ENSMUST00000094218" "ENSMUST00000094218" "Slc17a9" "ENSMUSG00000023393" "protein_coding" "cds" "chr2-180725360-180725451" "chr2-180724754-180728850" 0
"ENSMUST00000156319" "ENSMUST00000156319" "Pbx4" "ENSMUSG00000031860" "protein_coding" "gap" "chr8-69859154-69864897" "chr8-69863524-69863925" 0
"ENSMUST00000178228" "ENSMUST00000178228" "C2cd4c" "ENSMUSG00000045912" "protein_coding" "utr" "chr10-79606857-79612051" "chr10-79607212-79608953" 0
"ENSMUST00000034060" "ENSMUST00000034060" "Sh3rf1" "ENSMUSG00000031642" "protein_coding" "gap" "chr8-61330019-61349399" "chr8-61341660-61342512" 0
"ENSMUSE00001331676" "ENSMUST00000189375" "1700108F19Rik" "ENSMUSG00000101009" "processed_transcript" "exon" "chr14-76686728-76687169" "chr14-76751314-76751945" 64144
"ENSMUSE00000666343" "ENSMUST00000105465" "Psap" "ENSMUSG00000004207" "protein_coding" "exon" "chr10-60277627-60277782" "chr10-60271049-60272002" 5624
"ENSMUST00000090246" "ENSMUST00000090246" "Sgms2" "ENSMUSG00000050931" "protein_coding" "gap" "chr3-131330477-131336164" "chr3-131334606-131335495" 0
"ENSMUST00000180304" "ENSMUST00000180304" "1110059E24Rik" "ENSMUSG00000035171" "protein_coding" "gap" "chr19-21598869-21610605" "chr19-21600412-21600813" 0
