"tx_id" "gene_name" "gene_id" "gene_biotype" "type" "closest_region" "query_region" "distance"
"ENSMUST00000133086" "ENSMUST00000133086" "Capn9" "ENSMUSG00000031981" "protein_coding" "cds" "chr8-124576145-124576220" "chr8-124576080-124577236" 0
"ENSMUSE00001196228" "ENSMUST00000181602" "Gm26535" "ENSMUSG00000097742" "lincRNA" "exon" "chr10-37337486-37337516" "chr10-37275268-37276736" 60749
"ENSMUST00000124096" "ENSMUST00000124096" "Fgfr2" "ENSMUSG00000030849" "protein_coding" "utr" "chr7-130162451-130163958" "chr7-129937008-129938795" 223655
"ENSMUST00000036555" "ENSMUST00000036555" "Myo5c" "ENSMUSG00000033590" "protein_coding" "gap" "chr9-75263126-75266067" "chr9-75263887-75265118" 0
"ENSMUST00000005279" "ENSMUST00000005279" "Klf5" "ENSMUSG00000005148" "protein_coding" "utr" "chr14-99313330-99313405" "chr14-99487972-99488680" 174566
"ENSMUSE00000243472" "ENSMUST00000107210" "Sytl2" "ENSMUSG00000030616" "protein_coding" "exon" "chr7-90348699-90348892" "chr7-90322459-90323341" 25357
"ENSMUST00000162748" "ENSMUST00000162748" "Wars" "ENSMUSG00000021266" "protein_coding" "gap" "chr12-108882909-108888311" "chr12-108885409-108887830" 0
"ENSMUST00000164114" "ENSMUST00000164114" "Ccdc141" "ENSMUSG00000044033" "protein_coding" "gap" "chr2-77054769-77057892" "chr2-77056126-77056535" 0
"ENSMUST00000127664" "ENSMUST00000127664" "Gm20388" "ENSMUSG00000092329" "protein_coding" "gap" "chr8-119910940-124295357" "chr8-123781078-123781853" 0
"ENSMUST00000138659" "ENSMUST00000138659" "Gnao1" "ENSMUSG00000031748" "protein_coding" "gap" "chr8-93896373-93944197" "chr8-93928806-93929904" 0
"ENSMUST00000076698" "ENSMUST00000076698" "Sypl" "ENSMUSG00000020570" "protein_coding" "utr" "chr12-32975725-32979050" "chr12-33003459-33004066" 24408
"ENSMUST00000143065" "ENSMUST00000143065" "Gm14005" "ENSMUSG00000074813" "processed_transcript" "gap" "chr2-128196442-128330844" "chr2-128257407-128258021" 0
"ENSMUST00000151295" "ENSMUST00000151295" "Calcrl" "ENSMUSG00000059588" "protein_coding" "gap" "chr2-84377046-84425069" "chr2-84402857-84403083" 0
"ENSMUST00000150434" "ENSMUST00000150434" "Brwd3" "ENSMUSG00000063663" "protein_coding" "utr" "chrX-108737016-108743015" "chrX-108722325-108722745" 14270
"ENSMUST00000027810" "ENSMUST00000027810" "Fh1" "ENSMUSG00000026526" "protein_coding" "cds" "chr1-175607817-175608020" "chr1-175607959-175608242" 0
"ENSMUSE00000844447" "ENSMUST00000145801" "A330102I10Rik" "ENSMUSG00000086363" "lincRNA" "exon" "chr13-29039943-29040336" "chr13-29091975-29092456" 51638
"ENSMUST00000144543" "ENSMUST00000144543" "Plekhg1" "ENSMUSG00000040624" "protein_coding" "gap" "chr10-3740541-3802739" "chr10-3756029-3756369" 0
"ENSMUST00000095737" "ENSMUST00000095737" "Akap6" "ENSMUSG00000061603" "protein_coding" "gap" "chr12-52699443-52795836" "chr12-52702282-52702987" 0
"ENSMUSE00000281867" "ENSMUST00000040608" "3930402G23Rik" "ENSMUSG00000038917" "lincRNA" "exon" "chr8-10924427-10926995" "chr8-10856860-10858271" 66155
"ENSMUSE00000690734" "ENSMUST00000112191" "Parp11" "ENSMUSG00000037997" "protein_coding" "exon" "chr6-127446840-127446999" "chr6-127356195-127357042" 89797
"ENSMUST00000057465" "ENSMUST00000057465" "A530016L24Rik" "ENSMUSG00000043122" "protein_coding" "gap" "chr12-112489706-112494987" "chr12-112490319-112491556" 0
"ENSMUST00000190985" "ENSMUST00000190985" "Kcnma1" "ENSMUSG00000063142" "protein_coding" "gap" "chr14-23803302-24003747" "chr14-23834691-23834943" 0
"ENSMUST00000172031" "ENSMUST00000172031" "Inpp4b" "ENSMUSG00000037940" "protein_coding" "gap" "chr8-81844507-81856691" "chr8-81849849-81850423" 0
"ENSMUSE00000437256" "ENSMUST00000194543" "Mia3" "ENSMUSG00000056050" "protein_coding" "exon" "chr1-183369397-183369553" "chr1-183378325-183378984" 8771
"ENSMUST00000122222" "ENSMUST00000122222" "Casz1" "ENSMUSG00000028977" "protein_coding" "cds" "chr4-148948793-148948934" "chr4-148947172-148948961" 0
"ENSMUSE00000482813" "ENSMUST00000105547" "Phactr2" "ENSMUSG00000062866" "protein_coding" "exon" "chr10-13474056-13474396" "chr10-13476991-13477347" 2594
"ENSMUSE00000813282" "ENSMUST00000147678" "Gm14102" "ENSMUSG00000086478" "lincRNA" "exon" "chr2-132959565-132959805" "chr2-132989723-132990677" 29917
"ENSMUST00000185406" "ENSMUST00000185406" "Muc2" "ENSMUSG00000025515" "protein_coding" "cds" "chr7-141690369-141690444" "chr7-141689361-141690943" 0
"ENSMUSE00001326994" "ENSMUST00000187551" "1700064J06Rik" "ENSMUSG00000100681" "lincRNA" "exon" "chr10-119092905-119092933" "chr10-119074798-119076526" 16378
"ENSMUSE00000707985" "ENSMUST00000121925" "Slc12a8" "ENSMUSG00000035506" "protein_coding" "exon" "chr16-33517328-33517495" "chr16-33512367-33513099" 4228
"ENSMUST00000042101" "ENSMUST00000042101" "Agr3" "ENSMUSG00000036231" "protein_coding" "utr" "chr12-35949547-35949736" "chr12-35965999-35967142" 16262
"ENSMUST00000036572" "ENSMUST00000036572" "Tmem51" "ENSMUSG00000040616" "protein_coding" "gap" "chr4-142037934-142084061" "chr4-142062815-142063671" 0
"ENSMUST00000185465" "ENSMUST00000185465" "A830008E24Rik" "ENSMUSG00000100627" "lincRNA" "gap" "chr1-154037878-154112195" "chr1-154042148-154043382" 0
"ENSMUSE00000708045" "ENSMUST00000120520" "Acer3" "ENSMUSG00000030760" "protein_coding" "exon" "chr7-98321125-98321208" "chr7-98329931-98330987" 8722
"ENSMUST00000170905" "ENSMUST00000170905" "Nfatc1" "ENSMUSG00000033016" "protein_coding" "gap" "chr18-80636077-80649831" "chr18-80643608-80644638" 0
"ENSMUSE00001330422" "ENSMUST00000188211" "Larp4b" "ENSMUSG00000033499" "protein_coding" "exon" "chr13-9093881-9094180" "chr13-9073734-9074340" 19540
"ENSMUST00000077925" "ENSMUST00000077925" "Unc5b" "ENSMUSG00000020099" "protein_coding" "utr" "chr10-60762610-60765207" "chr10-60762051-60762489" 120
"ENSMUST00000152340" "ENSMUST00000152340" "Sgms1" "ENSMUSG00000040451" "protein_coding" "gap" "chr19-32160364-32223508" "chr19-32214913-32215663" 0
"ENSMUSE00000377886" "ENSMUST00000058829" "Neto1" "ENSMUSG00000050321" "protein_coding" "exon" "chr18-86394952-86395910" "chr18-86352744-86353810" 41141
"ENSMUST00000180767" "ENSMUST00000180767" "Elmo1" "ENSMUSG00000041112" "protein_coding" "gap" "chr13-20473288-20564423" "chr13-20512368-20512803" 0
"ENSMUST00000089185" "ENSMUST00000089185" "Zdhhc14" "ENSMUSG00000034265" "protein_coding" "gap" "chr17-5493692-5647902" "chr17-5622172-5623752" 0
"ENSMUST00000169121" "ENSMUST00000169121" "Syt7" "ENSMUSG00000024743" "protein_coding" "cds" "chr19-10435550-10435685" "chr19-10434797-10436935" 0
"ENSMUST00000160665" "ENSMUST00000160665" "Dnm3" "ENSMUSG00000040265" "protein_coding" "gap" "chr1-162011928-162019827" "chr1-162016931-162017197" 0
"ENSMUST00000020695" "ENSMUST00000020695" "Tns3" "ENSMUSG00000020422" "protein_coding" "gap" "chr11-8615852-8664478" "chr11-8653506-8654414" 0
"ENSMUST00000171970" "ENSMUST00000171970" "Bmp6" "ENSMUSG00000039004" "protein_coding" "gap" "chr13-38346588-38469613" "chr13-38385913-38386169" 0
"ENSMUST00000152153" "ENSMUST00000152153" "Ccnjl" "ENSMUSG00000044707" "protein_coding" "gap" "chr11-43529460-43556554" "chr11-43536396-43536520" 0
"ENSMUST00000152827" "ENSMUST00000152827" "4930406D18Rik" "ENSMUSG00000086923" "lincRNA" "gap" "chr3-100428738-100437535" "chr3-100429630-100429964" 0
"ENSMUSE00001341215" "ENSMUST00000194792" "RP23-241J7.1" "ENSMUSG00000103116" "lincRNA" "exon" "chr3-9061964-9062152" "chr3-9051880-9052411" 9552
"ENSMUST00000156950" "ENSMUST00000156950" "Gm15458" "ENSMUSG00000086485" "lincRNA" "gap" "chr17-27735230-27740583" "chr17-27734209-27735311" 0
"ENSMUST00000052124" "ENSMUST00000052124" "Nlrc4" "ENSMUSG00000039193" "protein_coding" "gap" "chr17-74427135-74433734" "chr17-74429902-74430630" 0
"ENSMUSE00001321603" "ENSMUST00000189781" "Gm28502" "ENSMUSG00000099452" "lincRNA" "exon" "chr15-75078980-75079094" "chr15-75085307-75087241" 6212
"ENSMUST00000181446" "ENSMUST00000181446" "Gm26883" "ENSMUSG00000096972" "lincRNA" "gap" "chr2-169633744-169790962" "chr2-169742336-169742737" 0
"ENSMUST00000190247" "ENSMUST00000190247" "Ptprn2" "ENSMUSG00000056553" "protein_coding" "cds" "chr12-116485865-116485973" "chr12-116483268-116487177" 0
"ENSMUST00000156147" "ENSMUST00000156147" "Sergef" "ENSMUSG00000030839" "protein_coding" "gap" "chr7-46515705-46590606" "chr7-46566190-46566878" 0
"ENSMUSE00000797009" "ENSMUST00000144854" "4933406G16Rik" "ENSMUSG00000086025" "lincRNA" "exon" "chr11-19075548-19075740" "chr11-19221464-19221844" 145723
"ENSMUST00000148115" "ENSMUST00000148115" "Nsun2" "ENSMUSG00000021595" "protein_coding" "gap" "chr13-69558013-69605718" "chr13-69598914-69599429" 0
"ENSMUST00000156950.1" "ENSMUST00000156950" "Gm15458" "ENSMUSG00000086485" "lincRNA" "gap" "chr17-27740784-27740993" "chr17-27740864-27742031" 0
"ENSMUST00000172136" "ENSMUST00000172136" "Pwwp2b" "ENSMUSG00000060260" "protein_coding" "utr" "chr7-139266472-139267253" "chr7-139280230-139282369" 12976
"ENSMUSE00001330098" "ENSMUST00000186147" "2310069B03Rik" "ENSMUSG00000100291" "lincRNA" "exon" "chr6-82877864-82879476" "chr6-82875309-82876061" 1802
"ENSMUST00000118574" "ENSMUST00000118574" "Naip6" "ENSMUSG00000078942" "protein_coding" "gap" "chr13-100283914-100285676" "chr13-100284056-100284457" 0
"ENSMUST00000120834" "ENSMUST00000120834" "Pld1" "ENSMUSG00000027695" "protein_coding" "gap" "chr3-27938751-27952512" "chr3-27941393-27941932" 0
"ENSMUSE00000692529" "ENSMUST00000057015" "Slc4a7" "ENSMUSG00000021733" "protein_coding" "exon" "chr14-14703025-14703280" "chr14-14670601-14671698" 31326
"ENSMUST00000127199" "ENSMUST00000127199" "Aldh1l1" "ENSMUSG00000030088" "protein_coding" "gap" "chr6-90486532-90557201" "chr6-90534574-90535105" 0
"ENSMUST00000018337" "ENSMUST00000018337" "Cdc73" "ENSMUSG00000026361" "protein_coding" "utr" "chr1-143598800-143608520" "chr1-143548634-143548951" 49848
"ENSMUST00000183297" "ENSMUST00000183297" "Pvt1" "ENSMUSG00000097039" "lincRNA" "gap" "chr15-62039448-62107147" "chr15-62041812-62042436" 0
"ENSMUST00000037478" "ENSMUST00000037478" "Slc18a1" "ENSMUSG00000036330" "protein_coding" "gap" "chr8-69044004-69051279" "chr8-69047561-69048157" 0
"ENSMUST00000174307" "ENSMUST00000174307" "Fam13a" "ENSMUSG00000037709" "protein_coding" "gap" "chr6-59003507-59024311" "chr6-59021912-59023014" 0
"ENSMUST00000057410" "ENSMUST00000057410" "Fbln1" "ENSMUSG00000006369" "protein_coding" "utr" "chr15-85285180-85286535" "chr15-85310930-85311414" 24394
"ENSMUST00000022212" "ENSMUST00000022212" "Plk2" "ENSMUSG00000021701" "protein_coding" "utr" "chr13-110400225-110400844" "chr13-110643250-110644101" 242405
"ENSMUST00000005406" "ENSMUST00000005406" "App" "ENSMUSG00000022892" "protein_coding" "gap" "chr16-85120698-85173501" "chr16-85160084-85160620" 0
"ENSMUST00000161465" "ENSMUST00000161465" "Setbp1" "ENSMUSG00000103866" "protein_coding" "gap" "chr18-78755826-78783258" "chr18-78768115-78768486" 0
"ENSMUST00000070478" "ENSMUST00000070478" "Sdc3" "ENSMUSG00000025743" "protein_coding" "utr" "chr4-130822810-130826319" "chr4-130838371-130839035" 12051
"ENSMUST00000045807" "ENSMUST00000045807" "Tsr1" "ENSMUSG00000038335" "protein_coding" "cds" "chr11-74902009-74902166" "chr11-74901117-74902019" 0
"ENSMUST00000151792" "ENSMUST00000151792" "Tesc" "ENSMUSG00000029359" "protein_coding" "gap" "chr5-118046385-118053583" "chr5-118052063-118052597" 0
"ENSMUSE00000756335" "ENSMUST00000125685" "Fam169b" "ENSMUSG00000074071" "lincRNA" "exon" "chr7-68361242-68363089" "chr7-68408368-68409189" 45278
"ENSMUST00000025075" "ENSMUST00000025075" "Bambi" "ENSMUSG00000024232" "protein_coding" "utr" "chr18-3512401-3516404" "chr18-3806532-3806688" 290127
"ENSMUST00000153926" "ENSMUST00000153926" "Ptpn3" "ENSMUSG00000038764" "protein_coding" "gap" "chr4-57245064-57248657" "chr4-57246119-57246330" 0
"ENSMUST00000146865" "ENSMUST00000146865" "Prkar2b" "ENSMUSG00000002997" "protein_coding" "gap" "chr12-31993784-32038621" "chr12-32017079-32018910" 0
"ENSMUSE00000763418" "ENSMUST00000146980" "Gm14074" "ENSMUSG00000084762" "lincRNA" "exon" "chr2-135648907-135648971" "chr2-135571495-135572057" 76849
"ENSMUST00000192965" "ENSMUST00000192965" "RP24-443M8.2" "ENSMUSG00000103174" "lincRNA" "gap" "chr1-191267228-191281706" "chr1-191277139-191278316" 0
"ENSMUSE00000420006" "ENSMUST00000069965" "Cdk17" "ENSMUSG00000020015" "protein_coding" "exon" "chr10-93160876-93161200" "chr10-93126019-93126425" 34450
"ENSMUSE00000806933" "ENSMUST00000129082" "9030622O22Rik" "ENSMUSG00000086141" "lincRNA" "exon" "chr2-147944740-147945032" "chr2-147931701-147932633" 12106
"ENSMUST00000005406.1" "ENSMUST00000005406" "App" "ENSMUSG00000022892" "protein_coding" "gap" "chr16-85030366-85056323" "chr16-85033710-85034533" 0
"ENSMUST00000131298" "ENSMUST00000131298" "Ralgps1" "ENSMUSG00000038831" "protein_coding" "gap" "chr2-33174549-33260477" "chr2-33256775-33257232" 0
"ENSMUST00000149167" "ENSMUST00000149167" "Smim14" "ENSMUSG00000037822" "protein_coding" "gap" "chr5-65468502-65536788" "chr5-65514553-65515422" 0
"ENSMUSE00001314112" "ENSMUST00000184254" "Gm12728" "ENSMUSG00000083780" "protein_coding" "exon" "chr4-105789869-105789890" "chr4-105560661-105561062" 228806
"ENSMUST00000163516" "ENSMUST00000163516" "Nedd4l" "ENSMUSG00000024589" "protein_coding" "utr" "chr18-65212887-65217826" "chr18-65220509-65221132" 2682
"ENSMUST00000029919" "ENSMUST00000029919" "Clca3" "ENSMUSG00000028255" "protein_coding" "gap" "chr3-145028012-145032583" "chr3-145029515-145030045" 0
"ENSMUSE00000615887" "ENSMUST00000071858" "Hpcal1" "ENSMUSG00000071379" "protein_coding" "exon" "chr12-17690814-17691046" "chr12-17661331-17662163" 28650
"ENSMUST00000176607" "ENSMUST00000176607" "Senp6" "ENSMUSG00000034252" "protein_coding" "gap" "chr9-80118643-80121326" "chr9-80118931-80119244" 0
"ENSMUST00000150428" "ENSMUST00000150428" "Mical2" "ENSMUSG00000038244" "protein_coding" "gap" "chr7-112345354-112346721" "chr7-112345659-112346091" 0
"ENSMUST00000167879" "ENSMUST00000167879" "Hip1r" "ENSMUSG00000000915" "protein_coding" "gap" "chr5-123980356-123989304" "chr5-123986528-123987833" 0
"ENSMUST00000153923" "ENSMUST00000153923" "Fryl" "ENSMUSG00000070733" "protein_coding" "gap" "chr5-73125595-73132470" "chr5-73129908-73130769" 0
"ENSMUST00000067048" "ENSMUST00000067048" "Dnah5" "ENSMUSG00000022262" "protein_coding" "gap" "chr15-28390885-28397050" "chr15-28393781-28393992" 0
"ENSMUST00000047275" "ENSMUST00000047275" "Bace2" "ENSMUSG00000040605" "protein_coding" "cds" "chr16-97399634-97399722" "chr16-97399537-97400442" 0
"ENSMUST00000131996" "ENSMUST00000131996" "Rgs17" "ENSMUSG00000019775" "protein_coding" "gap" "chr10-5862663-5922227" "chr10-5910091-5910347" 0
"ENSMUSE00000340947" "ENSMUST00000102884" "Egfr" "ENSMUSG00000020122" "protein_coding" "exon" "chr11-16752203-16752570" "chr11-16737196-16737770" 14432
"ENSMUST00000033030" "ENSMUST00000033030" "Parva" "ENSMUSG00000030770" "protein_coding" "utr" "chr7-112588617-112591692" "chr7-112593547-112594076" 1854
"ENSMUSE00001326994.1" "ENSMUST00000187551" "1700064J06Rik" "ENSMUSG00000100681" "lincRNA" "exon" "chr10-119092905-119092933" "chr10-119010641-119012119" 80785
"ENSMUSE00000696383" "ENSMUST00000024709" "Cd2ap" "ENSMUSG00000061665" "protein_coding" "exon" "chr17-42876313-42876424" "chr17-42935085-42935413" 58660
"ENSMUST00000138485" "ENSMUST00000138485" "Macrod2" "ENSMUSG00000068205" "protein_coding" "gap" "chr2-140452687-140825051" "chr2-140742962-140743465" 0
"ENSMUSE00000816034" "ENSMUST00000142893" "Cxcr4" "ENSMUSG00000045382" "protein_coding" "exon" "chr1-128592195-128592293" "chr1-128602120-128602594" 9826
"ENSMUST00000047425" "ENSMUST00000047425" "Sntb2" "ENSMUSG00000041308" "protein_coding" "gap" "chr8-107001707-107009780" "chr8-107002388-107003164" 0
"ENSMUSE00000710214" "ENSMUST00000088561" "Pex26" "ENSMUSG00000067825" "protein_coding" "exon" "chr6-121183667-121184482" "chr6-121138140-121138812" 44854
"ENSMUSE00000867546.1" "ENSMUST00000162075" "Txndc5" "ENSMUSG00000038991" "protein_coding" "exon" "chr13-38528552-38528824" "chr13-38554167-38555307" 25342
"ENSMUST00000186641" "ENSMUST00000186641" "Ano7" "ENSMUSG00000034107" "protein_coding" "utr" "chr1-93373930-93374047" "chr1-93373505-93374228" 0
"ENSMUST00000022142" "ENSMUST00000022142" "Naip1" "ENSMUSG00000021640" "protein_coding" "gap" "chr13-100414177-100423052" "chr13-100418954-100419740" 0
"ENSMUST00000110269" "ENSMUST00000110269" "Sybu" "ENSMUSG00000022340" "protein_coding" "gap" "chr15-44683451-44718787" "chr15-44689519-44690445" 0
"ENSMUSE00000769310" "ENSMUST00000146542" "Gm14266" "ENSMUSG00000084829" "lincRNA" "exon" "chr2-171270879-171271350" "chr2-171491563-171491697" 220212
"ENSMUST00000163558" "ENSMUST00000163558" "Ndufaf2" "ENSMUSG00000068184" "protein_coding" "gap" "chr13-108091624-108158442" "chr13-108097031-108097317" 0
"ENSMUST00000023669" "ENSMUST00000023669" "Setd4" "ENSMUSG00000022948" "protein_coding" "utr" "chr16-93583457-93583549" "chr16-93546058-93546855" 36601
"ENSMUST00000171405" "ENSMUST00000171405" "Mgat5" "ENSMUSG00000036155" "protein_coding" "gap" "chr1-127412261-127446241" "chr1-127424741-127425676" 0
"ENSMUST00000154148" "ENSMUST00000154148" "RP24-559D1.1" "ENSMUSG00000102805" "protein_coding" "gap" "chr3-84540623-85785217" "chr3-85209779-85210861" 0
"ENSMUSE00000561635" "ENSMUST00000060561" "Fam221a" "ENSMUSG00000047115" "protein_coding" "exon" "chr6-49367739-49367973" "chr6-49364897-49365298" 2440
"ENSMUST00000040374" "ENSMUST00000040374" "A930018P22Rik" "ENSMUSG00000032671" "protein_coding" "utr" "chr2-104124575-104124749" "chr2-104130066-104130532" 5316
"ENSMUSE00000400470" "ENSMUST00000024857" "Lbh" "ENSMUSG00000024063" "protein_coding" "exon" "chr17-72918305-72918578" "chr17-72902217-72905076" 13228
"ENSMUSE00000194370" "ENSMUST00000032089" "Reg3g" "ENSMUSG00000030017" "protein_coding" "exon" "chr6-78468848-78468872" "chr6-78503844-78504236" 34971
"ENSMUST00000036092" "ENSMUST00000036092" "Kcnh2" "ENSMUSG00000038319" "protein_coding" "cds" "chr5-24348311-24348541" "chr5-24347381-24349054" 0
"ENSMUST00000096452" "ENSMUST00000096452" "BC005561" "ENSMUSG00000079065" "protein_coding" "gap" "chr5-104508572-104517422" "chr5-104513203-104513450" 0
"ENSMUST00000183096" "ENSMUST00000183096" "Sipa1l3" "ENSMUSG00000030583" "protein_coding" "gap" "chr7-29388152-29397150" "chr7-29391618-29393661" 0
"ENSMUSE00000371124" "ENSMUST00000031455" "Mfsd7a" "ENSMUSG00000029490" "protein_coding" "exon" "chr5-108448718-108448891" "chr5-108452450-108452903" 3558
"ENSMUST00000194543" "ENSMUST00000194543" "Mia3" "ENSMUSG00000056050" "protein_coding" "gap" "chr1-183362132-183365646" "chr1-183363148-183364003" 0
"ENSMUST00000121796" "ENSMUST00000121796" "Lmo4" "ENSMUSG00000028266" "protein_coding" "utr" "chr3-144188530-144189296" "chr3-144089514-144090130" 98399
"ENSMUST00000016672" "ENSMUST00000016672" "Mapkapk2" "ENSMUSG00000016528" "protein_coding" "gap" "chr1-131058763-131097288" "chr1-131084022-131085016" 0
"ENSMUST00000190837" "ENSMUST00000190837" "Sytl2" "ENSMUSG00000030616" "protein_coding" "gap" "chr7-90360178-90371456" "chr7-90362665-90363307" 0
"ENSMUST00000034308" "ENSMUST00000034308" "Bco1" "ENSMUSG00000031845" "protein_coding" "utr" "chr8-117133261-117133720" "chr8-117136746-117138075" 3025
"ENSMUST00000170457" "ENSMUST00000170457" "Chd7" "ENSMUSG00000041235" "protein_coding" "gap" "chr4-8690776-8751323" "chr4-8733736-8734232" 0
"ENSMUST00000046587" "ENSMUST00000046587" "Scamp5" "ENSMUSG00000040722" "protein_coding" "utr" "chr9-57441328-57443669" "chr9-57441542-57441862" 0
"ENSMUST00000098070" "ENSMUST00000098070" "Zfp462" "ENSMUSG00000060206" "protein_coding" "gap" "chr4-55060238-55072972" "chr4-55066576-55066807" 0
"ENSMUST00000164773" "ENSMUST00000164773" "Phlda1" "ENSMUSG00000020205" "protein_coding" "utr" "chr10-111508060-111508645" "chr10-111522827-111523119" 14181
