"tx_id" "gene_name" "gene_id" "gene_biotype" "type" "closest_region" "query_region" "distance"
"ENSMUST00000103147" "ENSMUST00000103147" "Psmb3" "ENSMUSG00000069744" "protein_coding" "cds" "chr11-97703788-97703972" "chr11-97702286-97704156" 0
"ENSMUST00000002044" "ENSMUST00000002044" "Map3k3" "ENSMUSG00000020700" "protein_coding" "cds" "chr11-106084930-106084933" "chr11-106083728-106085849" 0
"ENSMUSE00000914867" "ENSMUST00000166750" "Cmip" "ENSMUSG00000034390" "protein_coding" "exon" "chr8-117257019-117257401" "chr8-117251152-117251491" 5527
"ENSMUST00000003971" "ENSMUST00000003971" "Lin7b" "ENSMUSG00000003872" "protein_coding" "cds" "chr7-45367977-45367998" "chr7-45365609-45368017" 0
"ENSMUST00000041683" "ENSMUST00000041683" "Usp22" "ENSMUSG00000042506" "protein_coding" "cds" "chr11-61174715-61174885" "chr11-61174188-61175790" 0
"ENSMUST00000108292" "ENSMUST00000108292" "Gmfg" "ENSMUSG00000060791" "protein_coding" "cds" "chr7-28437572-28437574" "chr7-28435672-28437701" 0
"ENSMUST00000131252" "ENSMUST00000131252" "Sf1" "ENSMUSG00000024949" "protein_coding" "cds" "chr19-6364088-6364118" "chr19-6363029-6364809" 0
"ENSMUST00000015622" "ENSMUST00000015622" "Rnf5" "ENSMUSG00000015478" "protein_coding" "cds" "chr17-34603334-34603473" "chr17-34603000-34607206" 0
"ENSMUST00000091142" "ENSMUST00000091142" "Urm1" "ENSMUSG00000069020" "protein_coding" "cds" "chr2-29827401-29827435" "chr2-29826607-29827976" 0
"ENSMUSE00000181234" "ENSMUST00000030436" "Pnrc2" "ENSMUSG00000028675" "protein_coding" "exon" "chr4-135873674-135873850" "chr4-135875841-135877185" 1990
"ENSMUST00000064922" "ENSMUST00000064922" "Junb" "ENSMUSG00000052837" "protein_coding" "cds" "chr8-84977395-84978429" "chr8-84974095-84983219" 0
"ENSMUST00000032916" "ENSMUST00000032916" "Maz" "ENSMUSG00000030678" "protein_coding" "cds" "chr7-127026228-127026419" "chr7-127024792-127028156" 0
"ENSMUST00000169754" "ENSMUST00000169754" "Inpp5d" "ENSMUSG00000026288" "protein_coding" "gap" "chr1-87620632-87635291" "chr1-87626351-87626774" 0
"ENSMUST00000064495" "ENSMUST00000064495" "Hook2" "ENSMUSG00000052566" "protein_coding" "cds" "chr8-84991377-84991449" "chr8-84988998-84991614" 0
"ENSMUST00000107734" "ENSMUST00000107734" "Kat7" "ENSMUSG00000038909" "protein_coding" "cds" "chr11-95310035-95310049" "chr11-95309073-95311074" 0
"ENSMUST00000150992" "ENSMUST00000150992" "Zfand2a" "ENSMUSG00000053581" "protein_coding" "utr" "chr5-139484277-139484464" "chr5-139483924-139485068" 0
"ENSMUSE00000834211" "ENSMUST00000036691" "Prrc2b" "ENSMUSG00000039262" "protein_coding" "exon" "chr2-32151082-32151291" "chr2-32137390-32138431" 12650
"ENSMUST00000128576" "ENSMUST00000128576" "Matk" "ENSMUSG00000004933" "protein_coding" "cds" "chr10-81260908-81260937" "chr10-81260652-81261772" 0
"ENSMUST00000122148" "ENSMUST00000122148" "Bahcc1" "ENSMUSG00000039741" "protein_coding" "cds" "chr11-120237080-120237257" "chr11-120228270-120238113" 0
"ENSMUST00000039758" "ENSMUST00000039758" "Cox8a" "ENSMUSG00000035885" "protein_coding" "cds" "chr19-7217399-7217512" "chr19-7216977-7218252" 0
"ENSMUST00000156779" "ENSMUST00000156779" "Nadsyn1" "ENSMUSG00000031090" "protein_coding" "cds" "chr7-143822659-143822743" "chr7-143820939-143823691" 0
"ENSMUST00000173523" "ENSMUST00000173523" "Malat1" "ENSMUSG00000092341" "lincRNA" "gap" "chr19-5802024-5802065" "chr19-5798663-5804322" 0
"ENSMUST00000166748" "ENSMUST00000166748" "Per1" "ENSMUSG00000020893" "protein_coding" "cds" "chr11-69100642-69100916" "chr11-69094346-69100972" 0
"ENSMUST00000086216" "ENSMUST00000086216" "Anapc5" "ENSMUSG00000029472" "protein_coding" "cds" "chr5-122820980-122821150" "chr5-122820655-122821884" 0
"ENSMUST00000167008" "ENSMUST00000167008" "Pi4kb" "ENSMUSG00000038861" "protein_coding" "utr" "chr3-94974831-94975085" "chr3-94974180-94975675" 0
"ENSMUST00000113310" "ENSMUST00000113310" "Slc25a25" "ENSMUSG00000026819" "protein_coding" "cds" "chr2-32451067-32451324" "chr2-32450012-32452804" 0
"ENSMUST00000152681" "ENSMUST00000152681" "Dcaf11" "ENSMUSG00000022214" "protein_coding" "cds" "chr14-55561288-55561419" "chr14-55559506-55561529" 0
"ENSMUST00000123525" "ENSMUST00000123525" "Irf7" "ENSMUSG00000025498" "protein_coding" "cds" "chr7-141265075-141265292" "chr7-141264840-141266930" 0
"ENSMUST00000120778" "ENSMUST00000120778" "Sufu" "ENSMUSG00000025231" "protein_coding" "cds" "chr19-46397103-46397284" "chr19-46394638-46397506" 0
"ENSMUST00000107259" "ENSMUST00000107259" "Gm27029" "ENSMUSG00000097239" "protein_coding" "cds" "chr11-101424616-101424623" "chr11-101424047-101425938" 0
"ENSMUST00000182964" "ENSMUST00000182964" "Kat6b" "ENSMUSG00000021767" "protein_coding" "utr" "chr14-21500892-21501078" "chr14-21498348-21502286" 0
"ENSMUST00000048162" "ENSMUST00000048162" "Bsdc1" "ENSMUSG00000040859" "protein_coding" "cds" "chr4-129461942-129462002" "chr4-129460874-129462665" 0
"ENSMUST00000177752" "ENSMUST00000177752" "Fkbp2" "ENSMUSG00000056629" "protein_coding" "cds" "chr19-6978973-6979137" "chr19-6977937-6981436" 0
"ENSMUST00000109221" "ENSMUST00000109221" "B4galt5" "ENSMUSG00000017929" "protein_coding" "cds" "chr2-167348918-167349032" "chr2-167348242-167350102" 0
"ENSMUST00000137145" "ENSMUST00000137145" "Hspa5" "ENSMUSG00000026864" "protein_coding" "cds" "chr2-34772322-34772450" "chr2-34771036-34773042" 0
"ENSMUST00000132150" "ENSMUST00000132150" "Mnt" "ENSMUSG00000000282" "protein_coding" "cds" "chr11-74837612-74837723" "chr11-74836579-74839100" 0
"ENSMUST00000020608" "ENSMUST00000020608" "Ppp2ca" "ENSMUSG00000020349" "protein_coding" "cds" "chr11-52099049-52099150" "chr11-52097742-52099922" 0
"ENSMUST00000169392" "ENSMUST00000169392" "Cic" "ENSMUSG00000005442" "protein_coding" "cds" "chr7-25270846-25271272" "chr7-25266996-25272644" 0
"ENSMUST00000030839" "ENSMUST00000030839" "Ctnnbip1" "ENSMUSG00000028988" "protein_coding" "utr" "chr4-149518236-149518379" "chr4-149517695-149519630" 0
"ENSMUST00000128768" "ENSMUST00000128768" "Kmt2a" "ENSMUSG00000002028" "protein_coding" "cds" "chr9-44880849-44881274" "chr9-44879615-44883226" 0
"ENSMUST00000006692" "ENSMUST00000006692" "Mvd" "ENSMUSG00000006517" "protein_coding" "cds" "chr8-122443294-122443366" "chr8-122442508-122444956" 0
"ENSMUST00000106499" "ENSMUST00000106499" "Grb2" "ENSMUSG00000059923" "protein_coding" "utr" "chr11-115644045-115645768" "chr11-115640993-115641458" 2586
"ENSMUST00000044985" "ENSMUST00000044985" "Bahcc1" "ENSMUSG00000039741" "protein_coding" "utr" "chr11-120289884-120292296" "chr11-120304749-120306120" 12452
"ENSMUST00000124784" "ENSMUST00000124784" "Pbld1" "ENSMUSG00000020072" "protein_coding" "cds" "chr10-63024343-63024465" "chr10-63022775-63025019" 0
"ENSMUST00000169707" "ENSMUST00000169707" "Ccnt1" "ENSMUSG00000011960" "protein_coding" "cds" "chr15-98567476-98567636" "chr15-98567073-98569082" 0
"ENSMUST00000146556" "ENSMUST00000146556" "Slc35b1" "ENSMUSG00000020873" "protein_coding" "cds" "chr11-95384902-95385000" "chr11-95384131-95385175" 0
"ENSMUST00000147707" "ENSMUST00000147707" "Golga2" "ENSMUSG00000002546" "protein_coding" "cds" "chr2-32288351-32288396" "chr2-32287387-32289949" 0
"ENSMUST00000096053" "ENSMUST00000096053" "Fam178a" "ENSMUSG00000036097" "protein_coding" "cds" "chr19-44931311-44931450" "chr19-44930608-44931840" 0
"ENSMUST00000049074" "ENSMUST00000049074" "Ptprf" "ENSMUSG00000033295" "protein_coding" "utr" "chr4-118208213-118209820" "chr4-118199028-118199269" 8943
"ENSMUST00000116400" "ENSMUST00000116400" "Kansl2" "ENSMUSG00000022992" "protein_coding" "cds" "chr15-98533518-98533768" "chr15-98532915-98534855" 0
"ENSMUST00000177359" "ENSMUST00000177359" "Cyhr1" "ENSMUSG00000053929" "protein_coding" "cds" "chr15-76659219-76659311" "chr15-76659296-76661638" 0
"ENSMUST00000145959" "ENSMUST00000145959" "Tbc1d17" "ENSMUSG00000038520" "protein_coding" "cds" "chr7-44848849-44848869" "chr7-44847948-44850922" 0
"ENSMUST00000137682" "ENSMUST00000137682" "Sh2b3" "ENSMUSG00000042594" "protein_coding" "utr" "chr5-121836220-121836264" "chr5-121834980-121839692" 0
"ENSMUST00000133436" "ENSMUST00000133436" "Mus81" "ENSMUSG00000024906" "protein_coding" "cds" "chr19-5487988-5488016" "chr19-5487517-5491883" 0
"ENSMUST00000115835" "ENSMUST00000115835" "Grin2a" "ENSMUSG00000059003" "protein_coding" "utr" "chr16-9577710-9577826" "chr16-9567251-9567627" 10082
"ENSMUST00000180036" "ENSMUST00000180036" "Oaz1" "ENSMUSG00000035242" "protein_coding" "cds" "chr10-80826760-80826905" "chr10-80825901-80828085" 0
"ENSMUST00000116273" "ENSMUST00000116273" "Kdm1a" "ENSMUSG00000036940" "protein_coding" "cds" "chr4-136602232-136602585" "chr4-136601422-136603139" 0
"ENSMUST00000176854" "ENSMUST00000176854" "Ip6k1" "ENSMUSG00000032594" "protein_coding" "utr" "chr9-108002646-108002822" "chr9-108001968-108003477" 0
"ENSMUST00000047889" "ENSMUST00000047889" "Atp1b2" "ENSMUSG00000041329" "protein_coding" "cds" "chr11-69605261-69605372" "chr11-69604854-69606276" 0
"ENSMUST00000106344" "ENSMUST00000106344" "Tnrc6c" "ENSMUSG00000025571" "protein_coding" "utr" "chr11-117654813-117655331" "chr11-117653690-117656319" 0
"ENSMUST00000136181" "ENSMUST00000136181" "Fnbp1" "ENSMUSG00000075415" "protein_coding" "cds" "chr2-31141779-31141802" "chr2-31140866-31142640" 0
"ENSMUST00000120705" "ENSMUST00000120705" "Tbc1d10b" "ENSMUSG00000042492" "protein_coding" "cds" "chr7-127207450-127208363" "chr7-127206597-127209674" 0
"ENSMUST00000111153" "ENSMUST00000111153" "Ssc4d" "ENSMUSG00000029699" "protein_coding" "utr" "chr5-135960211-135960891" "chr5-135957194-135958898" 1312
"ENSMUST00000037551" "ENSMUST00000037551" "Ppp1r16a" "ENSMUSG00000033819" "protein_coding" "utr" "chr15-76671615-76671762" "chr15-76670971-76672412" 0
"ENSMUST00000108360" "ENSMUST00000108360" "Phf12" "ENSMUSG00000037791" "protein_coding" "cds" "chr11-77984016-77984197" "chr11-77980187-77985357" 0
"ENSMUST00000136342" "ENSMUST00000136342" "Srrm1" "ENSMUSG00000028809" "protein_coding" "cds" "chr4-135353097-135353117" "chr4-135352108-135354346" 0
"ENSMUST00000156259" "ENSMUST00000156259" "Hnrnpr" "ENSMUSG00000066037" "protein_coding" "utr" "chr4-136311685-136311747" "chr4-136309502-136311966" 0
"ENSMUST00000151681" "ENSMUST00000151681" "Crebrf" "ENSMUSG00000048249" "protein_coding" "utr" "chr17-26715724-26715774" "chr17-26714609-26717011" 0
"ENSMUST00000155493" "ENSMUST00000155493" "Pafah1b1" "ENSMUSG00000020745" "protein_coding" "utr" "chr11-74723116-74723171" "chr11-74723093-74724929" 0
"ENSMUST00000139376" "ENSMUST00000139376" "Cyth2" "ENSMUSG00000003269" "protein_coding" "cds" "chr7-45814098-45814116" "chr7-45813645-45815641" 0
"ENSMUST00000025253" "ENSMUST00000025253" "Prrc2a" "ENSMUSG00000024393" "protein_coding" "utr" "chr17-35164735-35164897" "chr17-35163013-35165730" 0
"ENSMUST00000035105" "ENSMUST00000035105" "Rpsa" "ENSMUSG00000032518" "protein_coding" "cds" "chr9-120128490-120128622" "chr9-120127106-120128529" 0
"ENSMUST00000149940" "ENSMUST00000149940" "Mir22hg" "ENSMUSG00000085148" "processed_transcript" "gap" "chr11-75463858-75465306" "chr11-75459991-75463906" 0
"ENSMUST00000112090" "ENSMUST00000112090" "Dynll1" "ENSMUSG00000009013" "protein_coding" "cds" "chr5-115300513-115300644" "chr5-115299978-115301973" 0
"ENSMUST00000026663" "ENSMUST00000026663" "Cbx8" "ENSMUSG00000025578" "protein_coding" "cds" "chr11-119040782-119040850" "chr11-119040106-119045809" 0
"ENSMUST00000138186" "ENSMUST00000138186" "Phf23" "ENSMUSG00000018572" "protein_coding" "cds" "chr11-69998301-69998751" "chr11-69995174-69998338" 0
"ENSMUST00000107249" "ENSMUST00000107249" "Rpl27" "ENSMUSG00000063316" "protein_coding" "cds" "chr11-101442725-101442805" "chr11-101441878-101443290" 0
"ENSMUST00000136983" "ENSMUST00000136983" "Dpf2" "ENSMUSG00000024826" "protein_coding" "cds" "chr19-5912741-5912772" "chr19-5911969-5913545" 0
"ENSMUST00000130216" "ENSMUST00000130216" "Srsf3" "ENSMUSG00000071172" "protein_coding" "utr" "chr17-29032673-29032786" "chr17-29031704-29034598" 0
"ENSMUST00000189556" "ENSMUST00000189556" "St8sia4" "ENSMUSG00000040710" "protein_coding" "utr" "chr1-95667262-95667535" "chr1-95667405-95667931" 0
"ENSMUST00000057676" "ENSMUST00000057676" "Ubald2" "ENSMUSG00000050628" "protein_coding" "cds" "chr11-116434559-116434621" "chr11-116433557-116437838" 0
"ENSMUST00000043680" "ENSMUST00000043680" "Tubg1" "ENSMUSG00000035198" "protein_coding" "cds" "chr11-101120831-101120998" "chr11-101119229-101120883" 0
"ENSMUST00000025704" "ENSMUST00000025704" "Cdca5" "ENSMUSG00000024791" "protein_coding" "cds" "chr19-6085398-6085489" "chr19-6084549-6086074" 0
"ENSMUST00000169403" "ENSMUST00000169403" "Thrap3" "ENSMUSG00000043962" "protein_coding" "utr" "chr4-126202570-126202589" "chr4-126201591-126203490" 0
"ENSMUST00000037099" "ENSMUST00000037099" "Clic4" "ENSMUSG00000037242" "protein_coding" "cds" "chr4-135272518-135272589" "chr4-135271538-135273777" 0
"ENSMUST00000125652" "ENSMUST00000125652" "Diablo" "ENSMUSG00000029433" "protein_coding" "cds" "chr5-123524071-123524120" "chr5-123523442-123525562" 0
"ENSMUST00000114848" "ENSMUST00000114848" "Taf11" "ENSMUSG00000024218" "protein_coding" "cds" "chr17-27907501-27907671" "chr17-27907318-27910297" 0
"ENSMUST00000174124" "ENSMUST00000174124" "Mdc1" "ENSMUSG00000061607" "protein_coding" "utr" "chr17-35841676-35841765" "chr17-35840972-35842109" 0
"ENSMUST00000119171" "ENSMUST00000119171" "Mxd4" "ENSMUSG00000037235" "protein_coding" "cds" "chr5-34187510-34187573" "chr5-34186355-34189811" 0
"ENSMUST00000028205" "ENSMUST00000028205" "BC005624" "ENSMUSG00000026851" "protein_coding" "cds" "chr2-30981778-30981860" "chr2-30981492-30982923" 0
"ENSMUST00000137388" "ENSMUST00000137388" "Cep85" "ENSMUSG00000037443" "protein_coding" "utr" "chr4-134186943-134187085" "chr4-134186333-134187605" 0
"ENSMUST00000123714" "ENSMUST00000123714" "Ptges2" "ENSMUSG00000026820" "protein_coding" "cds" "chr2-32396440-32396550" "chr2-32394834-32397133" 0
"ENSMUSE00000721729" "ENSMUST00000118968" "Dnajc5b" "ENSMUSG00000027606" "protein_coding" "exon" "chr3-19508595-19508699" "chr3-19430321-19430493" 78101
"ENSMUST00000190028" "ENSMUST00000190028" "RP23-32A8.1" "ENSMUSG00000101970" "processed_transcript" "gap" "chr7-73555334-73558038" "chr7-73556818-73559475" 0
"ENSMUST00000019192" "ENSMUST00000019192" "Cryaa" "ENSMUSG00000024041" "protein_coding" "utr" "chr17-31681196-31681722" "chr17-31753249-31754308" 71526
"ENSMUST00000118395" "ENSMUST00000118395" "Fanca" "ENSMUSG00000032815" "protein_coding" "cds" "chr8-123318475-123318553" "chr8-123318121-123320201" 0
"ENSMUST00000147292" "ENSMUST00000147292" "Pik3r3" "ENSMUSG00000028698" "protein_coding" "cds" "chr4-116222308-116222413" "chr4-116220658-116222597" 0
"ENSMUST00000059580" "ENSMUST00000059580" "Setd8" "ENSMUSG00000049327" "protein_coding" "cds" "chr5-124440006-124440015" "chr5-124439260-124440691" 0
"ENSMUST00000102926" "ENSMUST00000102926" "Anp32b" "ENSMUSG00000028333" "protein_coding" "cds" "chr4-46451296-46451349" "chr4-46450450-46453027" 0
"ENSMUST00000165861" "ENSMUST00000165861" "Hp1bp3" "ENSMUSG00000028759" "protein_coding" "utr" "chr4-138217131-138217294" "chr4-138216047-138218304" 0
"ENSMUST00000123176" "ENSMUST00000123176" "Cntrob" "ENSMUSG00000032782" "protein_coding" "cds" "chr11-69322690-69322962" "chr11-69322687-69324537" 0
"ENSMUST00000151839" "ENSMUST00000151839" "Agfg2" "ENSMUSG00000029722" "protein_coding" "cds" "chr5-137684359-137684579" "chr5-137683675-137685271" 0
"ENSMUST00000025867" "ENSMUST00000025867" "Rela" "ENSMUSG00000024927" "protein_coding" "cds" "chr19-5637835-5637841" "chr19-5636655-5638189" 0
"ENSMUST00000109021" "ENSMUST00000109021" "Uqcrq" "ENSMUSG00000044894" "protein_coding" "cds" "chr11-53430536-53430689" "chr11-53429682-53432064" 0
"ENSMUST00000169423" "ENSMUST00000169423" "Camta1" "ENSMUSG00000014592" "protein_coding" "cds" "chr4-151861625-151861669" "chr4-151860407-151863290" 0
"ENSMUST00000160914" "ENSMUST00000160914" "Maf1" "ENSMUSG00000022553" "protein_coding" "cds" "chr15-76352154-76352283" "chr15-76350039-76352189" 0
"ENSMUST00000185558" "ENSMUST00000185558" "1810043H04Rik" "ENSMUSG00000078572" "protein_coding" "cds" "chr11-120099148-120099262" "chr11-120098115-120099909" 0
"ENSMUST00000136327" "ENSMUST00000136327" "Hmgn2" "ENSMUSG00000003038" "protein_coding" "cds" "chr4-133967795-133967809" "chr4-133966884-133968987" 0
"ENSMUST00000181810" "ENSMUST00000181810" "Tnfsf12" "ENSMUSG00000097328" "protein_coding" "cds" "chr11-69687252-69687376" "chr11-69681353-69687562" 0
"ENSMUST00000044527" "ENSMUST00000044527" "Tsga10ip" "ENSMUSG00000039330" "protein_coding" "cds" "chr19-5390609-5390727" "chr19-5388095-5390857" 0
"ENSMUST00000005620" "ENSMUST00000005620" "Dnajb1" "ENSMUSG00000005483" "protein_coding" "cds" "chr8-83609814-83610394" "chr8-83607126-83609842" 0
"ENSMUST00000145532" "ENSMUST00000145532" "Atpaf2" "ENSMUSG00000042709" "protein_coding" "cds" "chr11-60416751-60416910" "chr11-60416464-60418865" 0
"ENSMUST00000074912" "ENSMUST00000074912" "2010012O05Rik" "ENSMUSG00000062376" "protein_coding" "cds" "chr19-46689948-46690085" "chr19-46689703-46690389" 0
"ENSMUSE00000749328" "ENSMUST00000129875" "Gm12974" "ENSMUSG00000084789" "lincRNA" "exon" "chr4-133816420-133816630" "chr4-133812790-133814910" 1509
"ENSMUST00000015749" "ENSMUST00000015749" "Srf" "ENSMUSG00000015605" "protein_coding" "cds" "chr17-46555328-46555828" "chr17-46552581-46556901" 0
"ENSMUST00000107626" "ENSMUST00000107626" "Sp2" "ENSMUSG00000018678" "protein_coding" "cds" "chr11-96977621-96977627" "chr11-96976913-96978750" 0
"ENSMUST00000080449" "ENSMUST00000080449" "Hspa2" "ENSMUSG00000059970" "protein_coding" "cds" "chr12-76404534-76406435" "chr12-76403334-76406175" 0
"ENSMUST00000024811" "ENSMUST00000024811" "Pim1" "ENSMUSG00000024014" "protein_coding" "cds" "chr17-29491665-29492031" "chr17-29489347-29493338" 0
"ENSMUST00000114935" "ENSMUST00000114935" "Cuta" "ENSMUSG00000024194" "protein_coding" "cds" "chr17-26938884-26939065" "chr17-26938043-26940418" 0
"ENSMUST00000063888" "ENSMUST00000063888" "Pld4" "ENSMUSG00000052160" "protein_coding" "cds" "chr12-112760757-112760783" "chr12-112759676-112760876" 0
"ENSMUST00000058230" "ENSMUST00000058230" "Ensa" "ENSMUSG00000038619" "protein_coding" "cds" "chr3-95625120-95625176" "chr3-95624532-95626474" 0
"ENSMUST00000182411" "ENSMUST00000182411" "Rsrc2" "ENSMUSG00000029422" "protein_coding" "cds" "chr5-123749289-123749294" "chr5-123748738-123750153" 0
"ENSMUST00000108659" "ENSMUST00000108659" "Dnah2" "ENSMUSG00000005237" "protein_coding" "cds" "chr11-69421270-69421420" "chr11-69413459-69421342" 0
"ENSMUSE00000879978" "ENSMUST00000170518" "Gm17296" "ENSMUSG00000090290" "protein_coding" "exon" "chr8-126474255-126475065" "chr8-126497404-126499026" 22338
"ENSMUST00000174299" "ENSMUST00000174299" "Rxrb" "ENSMUSG00000039656" "protein_coding" "cds" "chr17-34032827-34033044" "chr17-34030725-34033089" 0
"ENSMUST00000099490" "ENSMUST00000099490" "Nsd1" "ENSMUSG00000021488" "protein_coding" "utr" "chr13-55209782-55209875" "chr13-55209765-55213178" 0
"ENSMUST00000043584" "ENSMUST00000043584" "Tubb4b" "ENSMUSG00000036752" "protein_coding" "cds" "chr2-25224534-25224590" "chr2-25223462-25225724" 0
"ENSMUST00000168360" "ENSMUST00000168360" "P4hb" "ENSMUSG00000025130" "protein_coding" "cds" "chr11-120572657-120572807" "chr11-120571057-120574146" 0
"ENSMUST00000045247" "ENSMUST00000045247" "Wdr18" "ENSMUSG00000035754" "protein_coding" "cds" "chr10-79960163-79960372" "chr10-79959437-79960768" 0
"ENSMUST00000050063" "ENSMUST00000050063" "Arf6" "ENSMUSG00000044147" "protein_coding" "utr" "chr12-69373322-69375979" "chr12-69475258-69475724" 99278
"ENSMUST00000174614" "ENSMUST00000174614" "Atf6b" "ENSMUSG00000015461" "protein_coding" "cds" "chr17-34647660-34647739" "chr17-34646565-34647853" 0
"ENSMUST00000164474" "ENSMUST00000164474" "Plekhh3" "ENSMUSG00000035172" "protein_coding" "cds" "chr11-101170725-101170886" "chr11-101168722-101175107" 0
"ENSMUST00000106459" "ENSMUST00000106459" "Tesk2" "ENSMUSG00000033985" "protein_coding" "utr" "chr4-116720969-116721256" "chr4-116719373-116721532" 0
"ENSMUST00000130215" "ENSMUST00000130215" "Suv420h2" "ENSMUSG00000059851" "protein_coding" "utr" "chr7-4740721-4740818" "chr7-4739180-4741721" 0
"ENSMUST00000195615" "ENSMUST00000195615" "Tcta" "ENSMUSG00000039461" "protein_coding" "cds" "chr9-108305722-108305944" "chr9-108305102-108307109" 0
"ENSMUST00000038562" "ENSMUST00000038562" "Spsb1" "ENSMUSG00000039911" "protein_coding" "utr" "chr4-149954853-149955043" "chr4-149953838-149956466" 0
"ENSMUST00000151318" "ENSMUST00000151318" "Ap4m1" "ENSMUSG00000019518" "protein_coding" "cds" "chr5-138172787-138172893" "chr5-138170663-138172790" 0
"ENSMUST00000165853" "ENSMUST00000165853" "Ptp4a2" "ENSMUSG00000028788" "protein_coding" "utr" "chr4-129820708-129820799" "chr4-129818900-129821683" 0
"ENSMUST00000037828" "ENSMUST00000037828" "Ldlrap1" "ENSMUSG00000037295" "protein_coding" "cds" "chr4-134767816-134767900" "chr4-134766488-134768861" 0
"ENSMUST00000098110" "ENSMUST00000098110" "AA474408" "ENSMUSG00000073867" "protein_coding" "cds" "chr7-110060891-110061304" "chr7-110060325-110062419" 0
"ENSMUST00000142545" "ENSMUST00000142545" "Psmc3ip" "ENSMUSG00000019303" "protein_coding" "cds" "chr11-101095343-101095376" "chr11-101094950-101096101" 0
"ENSMUST00000108401" "ENSMUST00000108401" "Hnrnpul1" "ENSMUSG00000040725" "protein_coding" "cds" "chr7-25754341-25754635" "chr7-25753641-25756570" 0
"ENSMUST00000146767" "ENSMUST00000146767" "Zbtb8os" "ENSMUSG00000057572" "protein_coding" "cds" "chr4-129336043-129336139" "chr4-129334610-129336266" 0
"ENSMUST00000119251" "ENSMUST00000119251" "Mef2d" "ENSMUSG00000001419" "protein_coding" "utr" "chr3-88142416-88142674" "chr3-88138154-88146971" 0
"ENSMUST00000133426" "ENSMUST00000133426" "Ddx5" "ENSMUSG00000020719" "protein_coding" "cds" "chr11-106788273-106788316" "chr11-106786995-106790003" 0
"ENSMUST00000030642" "ENSMUST00000030642" "Psmb2" "ENSMUSG00000028837" "protein_coding" "cds" "chr4-126677755-126677845" "chr4-126677101-126678257" 0
"ENSMUST00000129342" "ENSMUST00000129342" "Khdrbs1" "ENSMUSG00000028790" "protein_coding" "cds" "chr4-129741779-129742160" "chr4-129741278-129743188" 0
"ENSMUST00000003536" "ENSMUST00000003536" "Med29" "ENSMUSG00000003444" "protein_coding" "cds" "chr7-28392451-28392663" "chr7-28392226-28393602" 0
