"tx_id" "gene_name" "gene_id" "gene_biotype" "type" "closest_region" "query_region" "distance"
"ENSMUST00000059893" "ENSMUST00000059893" "Slc2a7" "ENSMUSG00000062064" "protein_coding" "cds" "chr4-150148972-150149022" "chr4-150148644-150149116" 0
"ENSMUST00000109626" "ENSMUST00000109626" "Cyld" "ENSMUSG00000036712" "protein_coding" "gap" "chr8-88723213-88729458" "chr8-88723305-88723967" 0
"ENSMUSE00000883409" "ENSMUST00000084985" "Ppp2r5c" "ENSMUSG00000017843" "protein_coding" "exon" "chr12-110485739-110485952" "chr12-110438325-110439301" 46437
"ENSMUSE00000497000" "ENSMUST00000068515" "Anxa13" "ENSMUSG00000055114" "protein_coding" "exon" "chr15-58364070-58364148" "chr15-58367292-58367782" 3143
"ENSMUST00000181338" "ENSMUST00000181338" "Gm26714" "ENSMUSG00000097654" "lincRNA" "gap" "chr8-24423672-24438647" "chr8-24434520-24435090" 0
"ENSMUST00000023561" "ENSMUST00000023561" "Senp2" "ENSMUSG00000022855" "protein_coding" "gap" "chr16-22026740-22027968" "chr16-22027458-22027752" 0
"ENSMUSE00000367421" "ENSMUST00000011178" "Slc5a1" "ENSMUSG00000011034" "protein_coding" "exon" "chr5-33104219-33104591" "chr5-33084537-33085033" 19185
"ENSMUST00000020484" "ENSMUST00000020484" "Txnrd1" "ENSMUSG00000020250" "protein_coding" "gap" "chr10-82875697-82877265" "chr10-82875810-82876958" 0
"ENSMUST00000188414" "ENSMUST00000188414" "Slc25a13" "ENSMUSG00000015112" "protein_coding" "gap" "chr6-6131769-6152407" "chr6-6151080-6151557" 0
"ENSMUST00000022693" "ENSMUST00000022693" "Bmp1" "ENSMUSG00000022098" "protein_coding" "gap" "chr14-70505457-70507452" "chr14-70506342-70506595" 0
"ENSMUST00000003313" "ENSMUST00000003313" "Grk5" "ENSMUSG00000003228" "protein_coding" "gap" "chr19-60890632-60987701" "chr19-60915994-60916283" 0
"ENSMUST00000063414" "ENSMUST00000063414" "Tbc1d22a" "ENSMUSG00000051864" "protein_coding" "gap" "chr15-86449288-86496812" "chr15-86467814-86468612" 0
"ENSMUST00000074058" "ENSMUST00000074058" "Mbd2" "ENSMUSG00000024513" "protein_coding" "utr" "chr18-70625664-70626131" "chr18-70640640-70641225" 14508
"ENSMUST00000062041" "ENSMUST00000062041" "Ispd" "ENSMUSG00000043153" "protein_coding" "gap" "chr12-36522052-36547828" "chr12-36523297-36524027" 0
"ENSMUSE00001322923" "ENSMUST00000191398" "Gm28621" "ENSMUSG00000100924" "lincRNA" "exon" "chr9-102771551-102771810" "chr9-102783169-102783628" 11358
"ENSMUST00000193742" "ENSMUST00000193742" "Pter" "ENSMUSG00000026730" "protein_coding" "gap" "chr2-12924199-12978159" "chr2-12973723-12974132" 0
"ENSMUST00000155316" "ENSMUST00000155316" "Tnip1" "ENSMUSG00000020400" "protein_coding" "cds" "chr11-54939598-54939735" "chr11-54939030-54939890" 0
"ENSMUSE00000443655" "ENSMUST00000025243" "Iws1" "ENSMUSG00000024384" "protein_coding" "exon" "chr18-32067734-32068039" "chr18-32054186-32055430" 12303
"ENSMUSE00000381323" "ENSMUST00000030078" "Hsdl2" "ENSMUSG00000028383" "protein_coding" "exon" "chr4-59581563-59581775" "chr4-59567892-59568516" 13046
"ENSMUST00000148196" "ENSMUST00000148196" "Actn4" "ENSMUSG00000054808" "protein_coding" "gap" "chr7-28919069-28949631" "chr7-28921254-28922125" 0
"ENSMUST00000162853" "ENSMUST00000162853" "Ppm1h" "ENSMUSG00000034613" "protein_coding" "gap" "chr10-122679431-122782182" "chr10-122735190-122735885" 0
"ENSMUST00000137131" "ENSMUST00000137131" "Ryr3" "ENSMUSG00000057378" "protein_coding" "gap" "chr2-112650171-112652458" "chr2-112650511-112650902" 0
"ENSMUST00000064231" "ENSMUST00000064231" "Mogat2" "ENSMUSG00000052396" "protein_coding" "utr" "chr7-99219084-99219804" "chr7-99214606-99216789" 2294
"ENSMUST00000094787" "ENSMUST00000094787" "Slc34a2" "ENSMUSG00000029188" "protein_coding" "utr" "chr5-53069631-53071664" "chr5-53073476-53075060" 1811
"ENSMUST00000035854" "ENSMUST00000035854" "Cdrt4" "ENSMUSG00000042200" "protein_coding" "utr" "chr11-62993014-62993095" "chr11-63026554-63026955" 33458
"ENSMUSE00000833373" "ENSMUST00000146501" "4930412L05Rik" "ENSMUSG00000087192" "processed_transcript" "exon" "chr4-53205066-53205299" "chr4-53185148-53186624" 18441
"ENSMUST00000040489" "ENSMUST00000040489" "Trpm6" "ENSMUSG00000024727" "protein_coding" "gap" "chr19-18889042-18892003" "chr19-18890207-18890748" 0
"ENSMUST00000030010" "ENSMUST00000030010" "Abca1" "ENSMUSG00000015243" "protein_coding" "utr" "chr4-53030787-53033942" "chr4-53027735-53028157" 2629
"ENSMUST00000137405" "ENSMUST00000137405" "2410152P15Rik" "ENSMUSG00000084825" "processed_transcript" "gap" "chr19-6618264-6674270" "chr19-6661619-6663821" 0
"ENSMUST00000033934" "ENSMUST00000033934" "Mrps31" "ENSMUSG00000031533" "protein_coding" "gap" "chr8-22421451-22424346" "chr8-22421902-22422630" 0
"ENSMUST00000142817" "ENSMUST00000142817" "Kalrn" "ENSMUSG00000061751" "protein_coding" "gap" "chr16-34028826-34031553" "chr16-34029744-34030191" 0
"ENSMUST00000036862" "ENSMUST00000036862" "Cog5" "ENSMUSG00000035933" "protein_coding" "gap" "chr12-31839855-31869418" "chr12-31859983-31860293" 0
"ENSMUST00000110492" "ENSMUST00000110492" "D8Ertd82e" "ENSMUSG00000050271" "protein_coding" "gap" "chr8-36104352-36129003" "chr8-36118835-36119152" 0
"ENSMUST00000034026" "ENSMUST00000034026" "Hpgd" "ENSMUSG00000031613" "protein_coding" "utr" "chr8-56320206-56321046" "chr8-56335292-56336092" 14245
"ENSMUST00000099292" "ENSMUST00000099292" "Gm5535" "ENSMUSG00000074758" "lincRNA" "gap" "chr2-144179149-144189140" "chr2-144185586-144187081" 0
"ENSMUST00000082287" "ENSMUST00000082287" "Mup5" "ENSMUSG00000058523" "protein_coding" "gap" "chr4-61833106-61833706" "chr4-61833333-61833551" 0
"ENSMUST00000024717.1" "ENSMUST00000024717" "Tbc1d5" "ENSMUSG00000023923" "protein_coding" "gap" "chr17-51143422-51179099" "chr17-51144989-51145397" 0
"ENSMUSE00001334248" "ENSMUST00000185375" "Ep300" "ENSMUSG00000055024" "protein_coding" "exon" "chr15-81585351-81588344" "chr15-81562443-81563629" 21721
"ENSMUST00000031061" "ENSMUST00000031061" "Dhx15" "ENSMUSG00000029169" "protein_coding" "utr" "chr5-52150209-52150660" "chr5-52075178-52075631" 74577
"ENSMUST00000040090" "ENSMUST00000040090" "Nubpl" "ENSMUSG00000035142" "protein_coding" "utr" "chr12-52310765-52312744" "chr12-52376620-52377640" 63875
"ENSMUSE00000766445" "ENSMUST00000124816" "Ctla4" "ENSMUSG00000026011" "protein_coding" "exon" "chr1-60887000-60887206" "chr1-60854095-60854492" 32507
"ENSMUST00000067689" "ENSMUST00000067689" "Tnrc6b" "ENSMUSG00000047888" "protein_coding" "gap" "chr15-80902713-80913304" "chr15-80910899-80911427" 0
"ENSMUST00000145693" "ENSMUST00000145693" "Fbxl3" "ENSMUSG00000022124" "protein_coding" "gap" "chr14-103083511-103089301" "chr14-103087650-103088270" 0
"ENSMUST00000023330" "ENSMUST00000023330" "Morc1" "ENSMUSG00000022652" "protein_coding" "gap" "chr16-48514741-48558368" "chr16-48534171-48534352" 0
"ENSMUSE00000750076" "ENSMUST00000143517" "Map2k2" "ENSMUSG00000035027" "protein_coding" "exon" "chr10-81105915-81106238" "chr10-81101420-81104536" 1378
"ENSMUST00000051065" "ENSMUST00000051065" "Gprin3" "ENSMUSG00000045441" "protein_coding" "gap" "chr6-59355430-59426159" "chr6-59421178-59421420" 0
"ENSMUST00000118728" "ENSMUST00000118728" "Tmem194" "ENSMUSG00000040195" "protein_coding" "cds" "chr10-127695369-127695542" "chr10-127694636-127696217" 0
"ENSMUSE00001230960" "ENSMUST00000040166" "Susd1" "ENSMUSG00000038578" "protein_coding" "exon" "chr4-59438206-59438633" "chr4-59439881-59440713" 1247
"ENSMUST00000134216" "ENSMUST00000134216" "Mtmr4" "ENSMUSG00000018401" "protein_coding" "gap" "chr11-87598946-87600503" "chr11-87599090-87599935" 0
"ENSMUST00000167299" "ENSMUST00000167299" "Slc5a11" "ENSMUSG00000030769" "protein_coding" "gap" "chr7-123240799-123247937" "chr7-123244572-123245214" 0
"ENSMUST00000030784" "ENSMUST00000030784" "Prkag2" "ENSMUSG00000028944" "protein_coding" "gap" "chr5-25028537-25100010" "chr5-25035330-25036359" 0
"ENSMUST00000049453" "ENSMUST00000049453" "Ube3c" "ENSMUSG00000039000" "protein_coding" "utr" "chr5-29674570-29676077" "chr5-29698291-29699086" 22213
"ENSMUSE00000756204" "ENSMUST00000080723" "Tax1bp1" "ENSMUSG00000004535" "protein_coding" "exon" "chr6-52713729-52713855" "chr6-52692454-52693650" 20078
"ENSMUST00000159592" "ENSMUST00000159592" "Ssh1" "ENSMUSG00000042121" "protein_coding" "gap" "chr5-113961419-113966179" "chr5-113964874-113965470" 0
"ENSMUST00000180557" "ENSMUST00000180557" "4933405D12Rik" "ENSMUSG00000097852" "lincRNA" "gap" "chr3-122890295-122916619" "chr3-122898199-122898660" 0
"ENSMUST00000056617" "ENSMUST00000056617" "Gpr133" "ENSMUSG00000044017" "protein_coding" "cds" "chr5-129189633-129189699" "chr5-129189548-129190561" 0
"ENSMUSE00000629473" "ENSMUST00000097682" "Rpl27-ps3" "ENSMUSG00000073640" "protein_coding" "exon" "chr18-6332590-6333064" "chr18-6312598-6313404" 19185
"ENSMUSE00000333208" "ENSMUST00000029766" "Bcar3" "ENSMUSG00000028121" "protein_coding" "exon" "chr3-122419780-122420183" "chr3-122370303-122370680" 49099
"ENSMUSE00000740302" "ENSMUST00000135030" "Gm11195" "ENSMUSG00000086380" "lincRNA" "exon" "chr11-78444107-78444221" "chr11-78438295-78438869" 5237
"ENSMUST00000192478" "ENSMUST00000192478" "RP23-292F19.3" "ENSMUSG00000103328" "lincRNA" "gap" "chr1-181062112-181064017" "chr1-181062133-181062453" 0
"ENSMUST00000119870" "ENSMUST00000119870" "Cngb1" "ENSMUSG00000031789" "protein_coding" "utr" "chr8-95239045-95241193" "chr8-95194025-95194362" 44682
"ENSMUST00000049074" "ENSMUST00000049074" "Ptprf" "ENSMUSG00000033295" "protein_coding" "gap" "chr4-118257678-118269175" "chr4-118257953-118258317" 0
"ENSMUST00000159990" "ENSMUST00000159990" "Poc1b" "ENSMUSG00000019952" "protein_coding" "utr" "chr10-99196731-99198074" "chr10-99226464-99227278" 28389
"ENSMUSE00000486226" "ENSMUST00000074067" "Trim38" "ENSMUSG00000064140" "protein_coding" "exon" "chr13-23782572-23782988" "chr13-23778438-23779461" 3110
"ENSMUSE00000856910.1" "ENSMUST00000161490" "Prkg2" "ENSMUSG00000029334" "protein_coding" "exon" "chr5-99036923-99037351" "chr5-99079614-99080017" 42262
"ENSMUST00000110164" "ENSMUST00000110164" "Tmem230" "ENSMUSG00000027341" "protein_coding" "utr" "chr2-132239492-132240485" "chr2-132205490-132206798" 32693
"ENSMUST00000034017" "ENSMUST00000034017" "Klhl2" "ENSMUSG00000031605" "protein_coding" "gap" "chr8-64743099-64749031" "chr8-64746424-64747107" 0
"ENSMUST00000132734" "ENSMUST00000132734" "Ppargc1a" "ENSMUSG00000029167" "protein_coding" "utr" "chr5-51454249-51458179" "chr5-51449342-51450670" 3578
"ENSMUST00000063771" "ENSMUST00000063771" "Rgs14" "ENSMUSG00000052087" "protein_coding" "utr" "chr13-55384136-55384687" "chr13-55390624-55392232" 5936
"ENSMUST00000110738" "ENSMUST00000110738" "Atp7b" "ENSMUSG00000006567" "protein_coding" "cds" "chr8-22013376-22013609" "chr8-22012661-22013716" 0
"ENSMUST00000095080" "ENSMUST00000095080" "Actl7b" "ENSMUSG00000070980" "protein_coding" "utr" "chr4-56740005-56740099" "chr4-56506159-56506525" 233479
"ENSMUST00000181969" "ENSMUST00000181969" "Ndfip2" "ENSMUSG00000053253" "protein_coding" "gap" "chr14-105259003-105287616" "chr14-105266487-105267635" 0
"ENSMUST00000172239" "ENSMUST00000172239" "Nt5c2" "ENSMUSG00000025041" "protein_coding" "gap" "chr19-46950966-47014697" "chr19-46978871-46979546" 0
"ENSMUST00000163279" "ENSMUST00000163279" "Sh3glb1" "ENSMUSG00000037062" "protein_coding" "utr" "chr3-144688844-144691424" "chr3-144663229-144664144" 24699
"ENSMUST00000084852" "ENSMUST00000084852" "Numa1" "ENSMUSG00000066306" "protein_coding" "gap" "chr7-101977451-101987725" "chr7-101982777-101983446" 0
"ENSMUSE00000381337" "ENSMUST00000066674" "Car8" "ENSMUSG00000041261" "protein_coding" "exon" "chr4-8238852-8239041" "chr4-8309216-8309957" 70174
"ENSMUST00000000080" "ENSMUST00000000080" "Klf6" "ENSMUSG00000000078" "protein_coding" "utr" "chr13-5867284-5870393" "chr13-6117112-6117762" 246718
"ENSMUSE00000807786" "ENSMUST00000132833" "Cd28" "ENSMUSG00000026012" "protein_coding" "exon" "chr1-60716800-60717001" "chr1-60658371-60658843" 57956
"ENSMUST00000183368" "ENSMUST00000183368" "Col25a1" "ENSMUSG00000058897" "protein_coding" "gap" "chr3-130182835-130386874" "chr3-130216592-130218070" 0
"ENSMUSE00000404628" "ENSMUST00000051176" "Fam180a" "ENSMUSG00000047420" "protein_coding" "exon" "chr6-35325839-35326141" "chr6-35333622-35334013" 7480
"ENSMUST00000025590" "ENSMUST00000025590" "Osbp" "ENSMUSG00000024687" "protein_coding" "utr" "chr19-11992043-11994105" "chr19-11995995-11996424" 1889
"ENSMUST00000100299" "ENSMUST00000100299" "Dock9" "ENSMUSG00000025558" "protein_coding" "gap" "chr14-121550385-121555115" "chr14-121553645-121554477" 0
"ENSMUST00000174721" "ENSMUST00000174721" "Tmem229b" "ENSMUSG00000046157" "protein_coding" "gap" "chr12-78977942-79007312" "chr12-78987517-78988198" 0
"ENSMUST00000190681" "ENSMUST00000190681" "Gm28694" "ENSMUSG00000101768" "lincRNA" "gap" "chr1-156973213-157041313" "chr1-156978187-156979163" 0
"ENSMUST00000126976" "ENSMUST00000126976" "Bst1" "ENSMUSG00000029082" "protein_coding" "gap" "chr5-43822350-43825327" "chr5-43822607-43823297" 0
"ENSMUST00000166250" "ENSMUST00000166250" "Zfp710" "ENSMUSG00000048897" "protein_coding" "gap" "chr7-80024987-80081048" "chr7-80059832-80061001" 0
"ENSMUST00000171749" "ENSMUST00000171749" "AU018091" "ENSMUSG00000054753" "protein_coding" "utr" "chr7-3154664-3155977" "chr7-3144789-3145069" 9594
"ENSMUST00000004137" "ENSMUST00000004137" "Gstm7" "ENSMUSG00000004035" "protein_coding" "utr" "chr3-107926334-107926890" "chr3-107919896-107920745" 5588
"ENSMUST00000131298" "ENSMUST00000131298" "Ralgps1" "ENSMUSG00000038831" "protein_coding" "gap" "chr2-33340834-33371269" "chr2-33360589-33361728" 0
"ENSMUST00000131522" "ENSMUST00000131522" "Clcn2" "ENSMUSG00000022843" "protein_coding" "cds" "chr16-20713328-20713459" "chr16-20713036-20713536" 0
"ENSMUST00000156782" "ENSMUST00000156782" "Gata4" "ENSMUSG00000021944" "protein_coding" "gap" "chr14-63241646-63271056" "chr14-63260643-63263304" 0
"ENSMUST00000068944" "ENSMUST00000068944" "Plekho2" "ENSMUSG00000050721" "protein_coding" "gap" "chr9-65559525-65563883" "chr9-65562832-65563565" 0
"ENSMUSE00000703935" "ENSMUST00000115712" "Nrg2" "ENSMUSG00000060275" "protein_coding" "exon" "chr18-36196428-36197380" "chr18-36235516-36236360" 38135
"ENSMUST00000167950" "ENSMUST00000167950" "Rbm47" "ENSMUSG00000070780" "protein_coding" "utr" "chr5-66046087-66046213" "chr5-66045989-66046836" 0
"ENSMUST00000148789" "ENSMUST00000148789" "St14" "ENSMUSG00000031995" "protein_coding" "gap" "chr9-31108731-31131545" "chr9-31126169-31126607" 0
"ENSMUSE00001320265" "ENSMUST00000187019" "Gm5420" "ENSMUSG00000056716" "lincRNA" "exon" "chr10-21686411-21686503" "chr10-21673856-21674243" 12167
"ENSMUSE00000333812" "ENSMUST00000020886" "Nampt" "ENSMUSG00000020572" "protein_coding" "exon" "chr12-32820335-32820626" "chr12-32734274-32734709" 85625
