#overlapped_Set8KO_H3K27ac Enhancers
#Created from SE_Set8KO/overlapped_Set8KO_H3K27ac_12KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by Set8KO_merged.bam
#Using cutoff of 17447.22 for Super-Enhancers
#Created on Νοε 24 2021 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Set8KO_merged.bam	Set8KO_Input_merged.bam	enhancerRank	isSuper
9_Set8KO_H3K27ac_rep_A_peak_32616_lociStitched	chr2	163534699	163603160	9	48340	119101.6017	8721.9314	14	1
4_Set8KO_H3K27ac_rep_A_peak_48015_lociStitched	chr7	63886891	63940035	4	43268	116045.2384	6653.6288	15	1
9_Set8KO_H3K27ac_rep_A_peak_1352_lociStitched	chr1	88246882	88289120	9	27057	134680.0868	26208.679	16	1
27_Set8KO_H3K27ac_rep_A_peak_22948_lociStitched	chr17	26496703	26648364	27	62490	124741.1725	18987.9572	17	1
20_Set8KO_H3K27ac_rep_A_peak_16123_lociStitched	chr14	25450232	25541903	20	60011	115193.7786	11385.5382	18	1
15_Set8KO_H3K27ac_rep_A_peak_42377_lociStitched	chr5	124171514	124251438	15	40877	107905.3924	9223.2296	19	1
19_Set8KO_H3K27ac_rep_A_peak_45526_lociStitched	chr6	108410398	108535621	19	61277	114791.9241	16479.3468	20	1
6_Set8KO_H3K27ac_rep_A_peak_42692_lociStitched	chr5	135672403	135727585	6	46849	104100.843	7079.8506	21	1
13_Set8KO_H3K27ac_rep_A_peak_10711_lociStitched	chr11	120457397	120556019	13	50624	108533.511	11745.8802	22	1
7_Set8KO_H3K27ac_rep_A_peak_47109_lociStitched	chr7	19664408	19722796	7	35930	103819.7028	7210.918	23	1
7_Set8KO_H3K27ac_rep_A_peak_7580_lociStitched	chr11	50157336	50229765	7	50518	104971.3497	9857.5869	24	1
8_Set8KO_H3K27ac_rep_A_peak_42963_lociStitched	chr5	140764447	140830340	8	39227	101593.8274	9442.4669	25	1
20_Set8KO_H3K27ac_rep_A_peak_26692_lociStitched	chr19	3983718	4126856	20	54896	108198.0142	16532.439	26	1
10_Set8KO_H3K27ac_rep_A_peak_27796_lociStitched	chr19	34684440	34772915	10	44195	104197.0075	13147.385	27	1
11_Set8KO_H3K27ac_rep_A_peak_12120_lociStitched	chr12	80078696	80151786	11	35805	99789.777	9085.087	28	1
9_Set8KO_H3K27ac_rep_A_peak_3234_lociStitched	chr1	180978811	181048284	9	40867	99047.6561	8378.4438	29	1
4_Set8KO_H3K27ac_rep_A_peak_53383_lociStitched	chr8	126802548	126855314	4	39317	96989.1846	7197.2824	30	1
9_Set8KO_H3K27ac_rep_A_peak_34710_lociStitched	chr3	95262860	95324304	9	40947	97652.9492	8423.9724	31	1
16_Set8KO_H3K27ac_rep_A_peak_5383_lociStitched	chr10	80069270	80173679	16	50731	101287.1709	12487.3164	32	1
10_Set8KO_H3K27ac_rep_A_peak_45157_lociStitched	chr6	90450376	90516293	10	35381	95843.318	8285.7669	33	1
19_Set8KO_H3K27ac_rep_A_peak_29397_lociStitched	chr2	27670647	27765782	19	56045	98388.617	11711.1185	34	1
18_Set8KO_H3K27ac_rep_A_peak_53341_lociStitched	chr8	126514087	126626107	18	46364	99417.75	13599.228	35	1
18_Set8KO_H3K27ac_rep_A_peak_48848_lociStitched	chr7	99120966	99230646	18	52258	96639.048	12459.648	36	1
10_Set8KO_H3K27ac_rep_A_peak_35705_lociStitched	chr3	138222227	138306998	10	36359	95197.833	12037.482	37	1
4_Set8KO_H3K27ac_rep_A_peak_32655_lociStitched	chr2	164417555	164462376	4	36207	87790.8927	5642.9639	38	1
15_Set8KO_H3K27ac_rep_A_peak_43291_lociStitched	chr5	148952913	149053063	15	41167	93710.355	12809.185	39	1
14_Set8KO_H3K27ac_rep_A_peak_36512_lociStitched	chr4	45451419	45532665	14	55254	91393.6254	10773.2196	40	1
9_Set8KO_H3K27ac_rep_A_peak_26852_lociStitched	chr19	5798953	5852924	9	45614	87486.991	6940.6706	41	1
7_Set8KO_H3K27ac_rep_A_peak_56066_lociStitched	chr9	106229001	106281632	7	37870	86551.6795	6420.982	42	1
10_Set8KO_H3K27ac_rep_A_peak_3393_lociStitched	chr1	184806922	184883531	10	40823	88958.3708	9668.0558	43	1
6_Set8KO_H3K27ac_rep_A_peak_27413_lociStitched	chr19	23124750	23163585	6	21166	84252.5325	5192.2395	44	1
5_Set8KO_H3K27ac_rep_A_peak_9516_lociStitched	chr11	98771981	98810693	5	23357	83826.9648	5303.544	45	1
13_Set8KO_H3K27ac_rep_A_peak_47125_lociStitched	chr7	19770091	19845094	13	35094	85563.4224	8280.3312	46	1
19_Set8KO_H3K27ac_rep_A_peak_26764_lociStitched	chr19	4492599	4601244	19	43096	91142.2905	14058.663	47	1
22_Set8KO_H3K27ac_rep_A_peak_32471_lociStitched	chr2	158058099	158180306	22	60960	92852.8786	15899.1307	48	1
11_Set8KO_H3K27ac_rep_A_peak_56655_lociStitched	chr9	121881049	121960798	11	36021	86256.5184	9665.5788	49	1
9_Set8KO_H3K27ac_rep_A_peak_55599_lociStitched	chr9	78476884	78535586	9	32514	83996.6918	7678.2216	50	1
2_Set8KO_H3K27ac_rep_A_peak_20831_lociStitched	chr16	23971456	23996292	2	22598	79753.3632	3439.786	51	1
7_Set8KO_H3K27ac_rep_A_peak_42872_lociStitched	chr5	139316810	139390356	7	37643	84195.4608	8170.9606	52	1
10_Set8KO_H3K27ac_rep_A_peak_54197_lociStitched	chr9	43222127	43274008	10	32774	81888.9704	6059.7008	53	1
13_Set8KO_H3K27ac_rep_A_peak_34529_lociStitched	chr3	89246369	89307150	13	29811	83178.7985	7615.8593	54	1
8_Set8KO_H3K27ac_rep_A_peak_44781_lociStitched	chr6	82026170	82088977	8	35647	82942.9242	8095.8223	55	1
5_Set8KO_H3K27ac_rep_A_peak_47628_lociStitched	chr7	35106675	35151743	5	29155	80203.0128	5453.228	56	1
10_Set8KO_H3K27ac_rep_A_peak_47383_lociStitched	chr7	28338131	28393461	10	26785	81180.176	6888.585	57	1
10_Set8KO_H3K27ac_rep_A_peak_19724_lociStitched	chr15	88818537	88876892	10	32858	80757.4845	6798.3575	58	1
7_Set8KO_H3K27ac_rep_A_peak_39160_lociStitched	chr4	141301159	141368734	7	35563	80853.4875	7899.5175	59	1
21_Set8KO_H3K27ac_rep_A_peak_13873_lociStitched	chr13	37797719	37920090	21	49739	89049.3767	16874.9609	60	1
7_Set8KO_H3K27ac_rep_A_peak_44912_lociStitched	chr6	85820058	85870444	7	33710	77806.0612	5875.0076	61	1
17_Set8KO_H3K27ac_rep_A_peak_48419_lociStitched	chr7	80011122	80089068	17	40491	80759.8506	8909.2278	62	1
12_Set8KO_H3K27ac_rep_A_peak_8298_lociStitched	chr11	70646255	70748908	12	33034	83723.7868	12287.5641	63	1
4_Set8KO_H3K27ac_rep_A_peak_2014_lociStitched	chr1	133347293	133383260	4	22918	75037.9521	4521.0519	64	1
9_Set8KO_H3K27ac_rep_A_peak_32317_lociStitched	chr2	155050066	155103189	9	29329	76799.9211	6725.3718	65	1
6_Set8KO_H3K27ac_rep_A_peak_41830_lociStitched	chr5	113121078	113165745	6	24061	74249.9541	4931.2368	66	1
10_Set8KO_H3K27ac_rep_A_peak_17394_lociStitched	chr14	75785427	75846453	10	37624	76343.526	7664.8656	67	1
13_Set8KO_H3K27ac_rep_A_peak_50204_lociStitched	chr7	141409159	141480589	13	35207	77108.685	8557.314	68	1
6_Set8KO_H3K27ac_rep_A_peak_54036_lociStitched	chr9	35104942	35140713	6	30875	73287.6248	4914.9354	69	1
6_Set8KO_H3K27ac_rep_A_peak_18894_lociStitched	chr15	67126066	67178491	6	39729	75659.76	7313.2875	70	1
13_Set8KO_H3K27ac_rep_A_peak_25975_lociStitched	chr18	60595354	60681198	13	47543	78143.7932	10163.9296	71	1
15_Set8KO_H3K27ac_rep_A_peak_20059_lociStitched	chr15	99833854	99920421	15	46821	78741.3432	11123.8595	72	1
11_Set8KO_H3K27ac_rep_A_peak_46069_lociStitched	chr6	124662193	124759413	11	39427	79720.4	12210.832	73	1
9_Set8KO_H3K27ac_rep_A_peak_34736_lociStitched	chr3	95624182	95702900	9	47489	77371.9222	9894.8526	74	1
13_Set8KO_H3K27ac_rep_A_peak_23672_lociStitched	chr17	45555745	45642941	13	29950	77360.2912	10664.0708	75	1
3_Set8KO_H3K27ac_rep_A_peak_7624_lociStitched	chr11	51745743	51779702	3	26026	71198.4394	4587.8609	76	1
16_Set8KO_H3K27ac_rep_A_peak_995_lociStitched	chr1	73987556	74085379	16	48549	77417.1222	11562.6786	77	1
15_Set8KO_H3K27ac_rep_A_peak_44571_lociStitched	chr6	71129078	71209517	15	37749	75741.3624	10987.9674	78	1
12_Set8KO_H3K27ac_rep_A_peak_8987_lociStitched	chr11	86568690	86638658	12	39394	74487.9328	10110.376	79	1
1_Set8KO_H3K27ac_rep_A_peak_20755_lociStitched	chr16	22875994	22903951	1	27958	68036.1552	3911.1843	80	1
7_Set8KO_H3K27ac_rep_A_peak_54921_lociStitched	chr9	62340730	62387665	7	26275	69416.865	5641.587	81	1
5_Set8KO_H3K27ac_rep_A_peak_46778_lociStitched	chr6	149117187	149170842	5	37077	71355.7845	7715.589	82	1
13_Set8KO_H3K27ac_rep_A_peak_13463_lociStitched	chr13	23682887	23764229	13	40171	75672.4626	12079.287	83	1
11_Set8KO_H3K27ac_rep_A_peak_54751_lociStitched	chr9	57636957	57726381	11	42708	74570.6736	11294.2512	84	1
10_Set8KO_H3K27ac_rep_A_peak_34839_lociStitched	chr3	97585217	97658938	10	40500	73182.8367	10107.1491	85	1
7_Set8KO_H3K27ac_rep_A_peak_50570_lociStitched	chr8	13024885	13075772	7	21542	68529.5229	5750.231	86	1
11_Set8KO_H3K27ac_rep_A_peak_20640_lociStitched	chr16	18376215	18435066	11	38399	69444.18	6697.2438	87	1
13_Set8KO_H3K27ac_rep_A_peak_36323_lociStitched	chr4	35067731	35167248	13	38344	75035.818	12389.8665	88	1
6_Set8KO_H3K27ac_rep_A_peak_9235_lociStitched	chr11	94131951	94172215	6	24644	67345.5664	4763.2312	89	1
17_Set8KO_H3K27ac_rep_A_peak_8751_lociStitched	chr11	79703474	79793352	17	37690	73052.8384	10542.6894	90	1
9_Set8KO_H3K27ac_rep_A_peak_12475_lociStitched	chr12	86867057	86933274	9	26400	70156.9115	7879.823	91	1
11_Set8KO_H3K27ac_rep_A_peak_19249_lociStitched	chr15	78400985	78472793	11	31216	70967.8464	8724.672	92	1
8_Set8KO_H3K27ac_rep_A_peak_52671_lociStitched	chr8	111692944	111754227	8	29391	69151.7372	7225.2657	93	1
5_Set8KO_H3K27ac_rep_A_peak_6838_lociStitched	chr11	5485413	5527230	5	29271	66890.4732	5206.2165	94	1
8_Set8KO_H3K27ac_rep_A_peak_14913_lociStitched	chr13	81315032	81369744	8	26888	69183.324	8026.2504	95	1
7_Set8KO_H3K27ac_rep_A_peak_40017_lociStitched	chr5	28030482	28074267	7	22582	66929.751	5779.62	96	1
9_Set8KO_H3K27ac_rep_A_peak_37662_lociStitched	chr4	105156689	105226955	9	37296	70055.202	9457.8036	97	1
11_Set8KO_H3K27ac_rep_A_peak_7694_lociStitched	chr11	53758000	53813958	11	33250	67720.3716	7134.645	98	1
11_Set8KO_H3K27ac_rep_A_peak_25756_lociStitched	chr18	46596410	46657009	11	37933	69004.0813	8544.459	99	1
4_Set8KO_H3K27ac_rep_A_peak_10535_lociStitched	chr11	117809270	117849894	4	24351	65595.5728	5419.2416	100	1
5_Set8KO_H3K27ac_rep_A_peak_1217_lociStitched	chr1	86036980	86065802	5	19465	63745.6174	3873.6768	101	1
6_Set8KO_H3K27ac_rep_A_peak_52874_lociStitched	chr8	119394143	119452144	6	30492	66921.5538	7116.7227	102	1
7_Set8KO_H3K27ac_rep_A_peak_11143_lociStitched	chr12	25092257	25145250	7	29598	65525.8445	6560.5334	103	1
6_Set8KO_H3K27ac_rep_A_peak_48465_lociStitched	chr7	80440143	80466207	6	23497	62373.7584	3466.512	104	1
4_Set8KO_H3K27ac_rep_A_peak_43146_lociStitched	chr5	145875093	145916505	4	29317	63650.244	4849.3452	105	1
7_Set8KO_H3K27ac_rep_A_peak_13963_lociStitched	chr13	41192742	41251249	7	30695	66586.8167	7798.9831	106	1
2_Set8KO_H3K27ac_rep_A_peak_42303_lociStitched	chr5	123133756	123150112	2	11240	60304.572	1880.94	107	1
21_Set8KO_H3K27ac_rep_A_peak_45956_lociStitched	chr6	121087054	121226769	21	47997	74272.494	15955.453	108	1
10_Set8KO_H3K27ac_rep_A_peak_13065_lociStitched	chr12	112579390	112645530	10	26338	65491.828	7235.716	109	1
18_Set8KO_H3K27ac_rep_A_peak_45646_lociStitched	chr6	114863163	114954185	18	41306	69786.5674	11550.6918	110	1
6_Set8KO_H3K27ac_rep_A_peak_28193_lociStitched	chr19	43752196	43814404	6	36768	66680.7552	8541.1584	111	1
10_Set8KO_H3K27ac_rep_A_peak_19890_lociStitched	chr15	97003501	97055844	10	39438	64832.0398	6966.8533	112	1
12_Set8KO_H3K27ac_rep_A_peak_51525_lociStitched	chr8	70506037	70566429	12	34254	65078.4192	7524.8432	113	1
9_Set8KO_H3K27ac_rep_A_peak_9257_lociStitched	chr11	94316622	94405643	9	35469	68893.3519	11367.9817	114	1
7_Set8KO_H3K27ac_rep_A_peak_5512_lociStitched	chr10	81377734	81435636	7	31021	64236.4788	6734.0026	115	1
10_Set8KO_H3K27ac_rep_A_peak_1447_lociStitched	chr1	91412467	91466397	10	28408	64079.626	6784.394	116	1
12_Set8KO_H3K27ac_rep_A_peak_27717_lociStitched	chr19	32594959	32667858	12	41172	67329.5164	10307.9186	117	1
8_Set8KO_H3K27ac_rep_A_peak_18677_lociStitched	chr15	59633520	59681596	8	19629	62691.104	5831.6188	118	1
6_Set8KO_H3K27ac_rep_A_peak_37627_lociStitched	chr4	104802226	104843908	6	27242	62781.4284	5948.0214	119	1
11_Set8KO_H3K27ac_rep_A_peak_31057_lociStitched	chr2	103461121	103517097	11	29137	64187.6792	7663.1144	120	1
5_Set8KO_H3K27ac_rep_A_peak_40629_lociStitched	chr5	64313175	64347689	5	25289	61307.2182	4925.1478	121	1
3_Set8KO_H3K27ac_rep_A_peak_47856_lociStitched	chr7	45700804	45718847	3	15157	58403.3867	2349.1986	122	1
7_Set8KO_H3K27ac_rep_A_peak_15742_lociStitched	chr14	7817954	7874525	7	30111	63681.9747	7761.5412	123	1
13_Set8KO_H3K27ac_rep_A_peak_27813_lociStitched	chr19	34804269	34882630	13	30279	66442.2919	10523.8823	124	1
12_Set8KO_H3K27ac_rep_A_peak_22225_lociStitched	chr16	94496955	94571672	12	27303	65347.4882	9698.2666	125	1
5_Set8KO_H3K27ac_rep_A_peak_6584_lociStitched	chr10	127594123	127644681	5	29326	61766.7086	6152.9086	126	1
6_Set8KO_H3K27ac_rep_A_peak_8480_lociStitched	chr11	75438025	75472734	6	21148	59432.2207	4203.2599	127	1
5_Set8KO_H3K27ac_rep_A_peak_6615_lociStitched	chr10	127872355	127906593	5	27960	59539.882	4601.5872	128	1
8_Set8KO_H3K27ac_rep_A_peak_8190_lociStitched	chr11	69364110	69420620	8	25419	60951.686	6052.221	129	1
11_Set8KO_H3K27ac_rep_A_peak_33094_lociStitched	chr2	173106374	173187840	11	32211	63747.145	9001.993	130	1
11_Set8KO_H3K27ac_rep_A_peak_33575_lociStitched	chr3	28680703	28746174	11	34826	62740.8593	8059.4801	131	1
12_Set8KO_H3K27ac_rep_A_peak_9774_lociStitched	chr11	102375043	102467875	12	27201	65103.0816	10554.9984	132	1
8_Set8KO_H3K27ac_rep_A_peak_48456_lociStitched	chr7	80386417	80424142	8	20575	58809.5025	4334.6025	133	1
6_Set8KO_H3K27ac_rep_A_peak_5433_lociStitched	chr10	80656150	80703254	6	25614	60429.7216	6043.4432	134	1
7_Set8KO_H3K27ac_rep_A_peak_4056_lociStitched	chr10	21418592	21471003	7	32824	61703.4703	7321.8167	135	1
4_Set8KO_H3K27ac_rep_A_peak_45224_lociStitched	chr6	91678347	91721002	4	26074	59665.814	5357.468	136	1
2_Set8KO_H3K27ac_rep_A_peak_25080_lociStitched	chr18	12212696	12237144	2	24077	57103.1936	2860.416	137	1
11_Set8KO_H3K27ac_rep_A_peak_4955_lociStitched	chr10	68210221	68283306	11	39433	62845.7915	8609.413	138	1
9_Set8KO_H3K27ac_rep_A_peak_21569_lociStitched	chr16	45944327	46011865	9	36042	63222.3218	9252.706	139	1
14_Set8KO_H3K27ac_rep_A_peak_17145_lociStitched	chr14	66081857	66148813	14	34074	61860.6484	8121.7628	140	1
10_Set8KO_H3K27ac_rep_A_peak_48284_lociStitched	chr7	73555707	73628076	10	24162	63359.0595	9849.4209	141	1
3_Set8KO_H3K27ac_rep_A_peak_35839_lociStitched	chr3	146567466	146601451	3	19983	58097.3575	4870.0505	142	1
8_Set8KO_H3K27ac_rep_A_peak_34550_lociStitched	chr3	89386873	89437300	8	23384	59039.9316	5990.7276	143	1
10_Set8KO_H3K27ac_rep_A_peak_9937_lociStitched	chr11	106479431	106537441	10	30244	61043.923	8045.987	144	1
5_Set8KO_H3K27ac_rep_A_peak_54165_lociStitched	chr9	42246588	42281099	5	22617	57495.326	4652.0828	145	1
6_Set8KO_H3K27ac_rep_A_peak_38039_lociStitched	chr4	117972470	118001664	6	20925	56291.8708	3471.1666	146	1
8_Set8KO_H3K27ac_rep_A_peak_16511_lociStitched	chr14	41094406	41171171	8	38432	62816.7995	10117.627	147	1
10_Set8KO_H3K27ac_rep_A_peak_34894_lociStitched	chr3	98224680	98286145	10	27105	60604.49	7935.1315	148	1
12_Set8KO_H3K27ac_rep_A_peak_40757_lociStitched	chr5	66042519	66116029	12	34235	62211.513	9703.32	149	1
4_Set8KO_H3K27ac_rep_A_peak_37798_lociStitched	chr4	108051440	108084984	4	26969	56732.9672	4525.0856	150	1
7_Set8KO_H3K27ac_rep_A_peak_5212_lociStitched	chr10	77088769	77128451	7	26470	56681.7688	4563.43	151	1
10_Set8KO_H3K27ac_rep_A_peak_31858_lociStitched	chr2	132092154	132145484	10	36542	59628.273	7562.194	152	1
13_Set8KO_H3K27ac_rep_A_peak_8774_lociStitched	chr11	80140489	80216082	13	38077	61948.4635	10220.1736	153	1
11_Set8KO_H3K27ac_rep_A_peak_26005_lociStitched	chr18	60696122	60775984	11	42333	61613.533	9982.75	154	1
7_Set8KO_H3K27ac_rep_A_peak_20857_lociStitched	chr16	24220014	24260917	7	23072	57705.9524	6139.5403	155	1
9_Set8KO_H3K27ac_rep_A_peak_24783_lociStitched	chr17	87262612	87318485	9	27784	57873.2534	6358.3474	156	1
5_Set8KO_H3K27ac_rep_A_peak_16252_lociStitched	chr14	29994030	30024505	5	20444	55199.3675	3916.0375	157	1
16_Set8KO_H3K27ac_rep_A_peak_2927_lociStitched	chr1	171202641	171295398	16	32792	62759.3862	11594.625	158	1
4_Set8KO_H3K27ac_rep_A_peak_43448_lociStitched	chr6	6183316	6221182	4	25806	56408.9802	5312.5998	159	1
12_Set8KO_H3K27ac_rep_A_peak_46914_lociStitched	chr7	12949164	13039316	12	27687	62331.0928	11241.9544	160	1
4_Set8KO_H3K27ac_rep_A_peak_28388_lociStitched	chr19	47428023	47466023	4	22720	55103.8	4187.6	161	1
12_Set8KO_H3K27ac_rep_A_peak_37585_lociStitched	chr4	102494728	102589486	12	36523	64359.6336	13559.8698	162	1
5_Set8KO_H3K27ac_rep_A_peak_16016_lociStitched	chr14	21074142	21124114	5	33895	57907.5536	7145.996	163	1
5_Set8KO_H3K27ac_rep_A_peak_8618_lociStitched	chr11	77762597	77802763	5	27890	55923.1218	5165.3476	164	1
12_Set8KO_H3K27ac_rep_A_peak_42130_lociStitched	chr5	120465671	120532321	12	22855	57838.87	7278.18	165	1
8_Set8KO_H3K27ac_rep_A_peak_47544_lociStitched	chr7	30942308	30989811	8	28792	56257.8029	5747.863	166	1
6_Set8KO_H3K27ac_rep_A_peak_5153_lociStitched	chr10	75763785	75805083	6	25100	55805.9874	5405.9082	167	1
12_Set8KO_H3K27ac_rep_A_peak_16322_lociStitched	chr14	31384442	31436755	12	37686	57167.6464	6889.6221	168	1
6_Set8KO_H3K27ac_rep_A_peak_1338_lociStitched	chr1	88195012	88225933	6	9863	64195.0881	13942.2789	169	1
12_Set8KO_H3K27ac_rep_A_peak_50474_lociStitched	chr8	10849690	10915601	12	29027	57942.3601	8219.1017	170	1
8_Set8KO_H3K27ac_rep_A_peak_48686_lociStitched	chr7	90016715	90067484	8	33919	56287.5903	6782.7384	171	1
7_Set8KO_H3K27ac_rep_A_peak_44135_lociStitched	chr6	48541054	48603243	7	29602	57674.0786	8227.6047	172	1
8_Set8KO_H3K27ac_rep_A_peak_20984_lociStitched	chr16	30033456	30071300	8	22095	54245.5896	4881.876	173	1
9_Set8KO_H3K27ac_rep_A_peak_2222_lociStitched	chr1	136910085	136971226	9	28020	57503.1105	8168.4376	174	1
6_Set8KO_H3K27ac_rep_A_peak_39910_lociStitched	chr5	23386631	23436899	6	22647	56536.4196	7474.8516	175	1
5_Set8KO_H3K27ac_rep_A_peak_46990_lociStitched	chr7	16387379	16425765	5	20830	54020.6178	5040.0818	176	1
6_Set8KO_H3K27ac_rep_A_peak_51078_lociStitched	chr8	40857435	40897648	6	31190	53535.5669	4721.0062	177	1
10_Set8KO_H3K27ac_rep_A_peak_45612_lociStitched	chr6	113637963	113698164	10	31638	56625.0606	7832.1501	178	1
13_Set8KO_H3K27ac_rep_A_peak_42186_lociStitched	chr5	121684898	121743021	13	30138	55821.3292	7061.9445	179	1
12_Set8KO_H3K27ac_rep_A_peak_46057_lociStitched	chr6	124477228	124542977	12	25481	56057.5974	7449.3617	180	1
14_Set8KO_H3K27ac_rep_A_peak_13725_lociStitched	chr13	34222867	34314106	14	40840	60819.9174	12216.9021	181	1
12_Set8KO_H3K27ac_rep_A_peak_23003_lociStitched	chr17	27777816	27858173	12	35910	57776.683	9731.2327	182	1
7_Set8KO_H3K27ac_rep_A_peak_46257_lociStitched	chr6	129204293	129242191	7	29003	53284.588	5449.7324	183	1
10_Set8KO_H3K27ac_rep_A_peak_53092_lociStitched	chr8	122280591	122333226	10	33555	53608.7475	5831.958	184	1
10_Set8KO_H3K27ac_rep_A_peak_55474_lociStitched	chr9	74896538	74956287	10	22710	55369.3983	7647.872	185	1
6_Set8KO_H3K27ac_rep_A_peak_19314_lociStitched	chr15	79319949	79370591	6	22872	53746.3546	6066.9116	186	1
7_Set8KO_H3K27ac_rep_A_peak_45350_lociStitched	chr6	97261470	97294843	7	24518	52492.3917	4852.4342	187	1
7_Set8KO_H3K27ac_rep_A_peak_27699_lociStitched	chr19	32505510	32559001	7	29524	54945.9552	7333.6161	188	1
5_Set8KO_H3K27ac_rep_A_peak_46550_lociStitched	chr6	141846064	141880733	5	24162	52277.3851	4760.0537	189	1
15_Set8KO_H3K27ac_rep_A_peak_26647_lociStitched	chr19	3638184	3719937	15	35471	57733.9686	10260.0015	190	1
5_Set8KO_H3K27ac_rep_A_peak_38863_lociStitched	chr4	136116622	136149383	5	19936	50789.3783	3518.5314	191	1
2_Set8KO_H3K27ac_rep_A_peak_39665_lociStitched	chr4	155557362	155579571	2	20865	49983.5754	2778.3459	192	1
8_Set8KO_H3K27ac_rep_A_peak_32719_lociStitched	chr2	165854383	165901494	8	27825	52858.542	5653.32	193	1
5_Set8KO_H3K27ac_rep_A_peak_10278_lociStitched	chr11	114849198	114877128	5	19309	50477.889	3365.565	194	1
8_Set8KO_H3K27ac_rep_A_peak_23799_lociStitched	chr17	47423849	47474986	8	22423	52614.8593	5635.2974	195	1
2_Set8KO_H3K27ac_rep_A_peak_53358_lociStitched	chr8	126650697	126669065	2	15000	49283.1808	2573.3568	196	1
1_Set8KO_H3K27ac_rep_A_peak_43018_lociStitched	chr5	142812789	142824237	1	11449	48059.8488	1456.1856	197	1
3_Set8KO_H3K27ac_rep_A_peak_32199_lociStitched	chr2	152330620	152365296	3	28492	50540.27	4070.9624	198	1
10_Set8KO_H3K27ac_rep_A_peak_19121_lociStitched	chr15	76656252	76725168	10	19924	54023.2524	7560.0852	199	1
5_Set8KO_H3K27ac_rep_A_peak_52394_lociStitched	chr8	105788447	105827950	5	25130	51282.7946	5163.0421	200	1
9_Set8KO_H3K27ac_rep_A_peak_10243_lociStitched	chr11	113683179	113752679	9	28144	54286.45	8256.6	201	1
10_Set8KO_H3K27ac_rep_A_peak_35434_lociStitched	chr3	121850790	121916221	10	32045	54392.7903	8532.2024	202	1
8_Set8KO_H3K27ac_rep_A_peak_32893_lociStitched	chr2	167685396	167727379	8	22166	50812.0249	5088.3396	203	1
7_Set8KO_H3K27ac_rep_A_peak_26188_lociStitched	chr18	65213843	65251909	7	24962	50791.4638	5154.1364	204	1
2_Set8KO_H3K27ac_rep_A_peak_47255_lociStitched	chr7	25884092	25903352	2	18813	48123.036	2553.876	205	1
6_Set8KO_H3K27ac_rep_A_peak_5464_lociStitched	chr10	80955902	80988397	6	21981	49291.6655	3788.917	206	1
3_Set8KO_H3K27ac_rep_A_peak_48788_lociStitched	chr7	98332711	98362622	3	17604	48865.6007	3415.8362	207	1
3_Set8KO_H3K27ac_rep_A_peak_25089_lociStitched	chr18	12634166	12657238	3	21098	48483.5008	3077.8048	208	1
7_Set8KO_H3K27ac_rep_A_peak_251_lociStitched	chr1	36064674	36101676	7	17329	50085.9072	4721.4552	209	1
4_Set8KO_H3K27ac_rep_A_peak_42472_lociStitched	chr5	125388471	125413357	4	13459	48186.7618	2998.763	210	1
